CD4+ Tn	CD4+ blood-Tcm	CD4+ Temra	CD4+ tissue-Tcm	CD4+ Trm	CD4+ Th17	CD4+ activated T	CD4+ Tfh	CD4+ Treg
MYPOP	0.0645434722541192	0.0580359469500843	0.0115989094258188	0.0458051662189192	0.0695262175715882	0.0162626025199214	0.0602086368596978	0.0379607964707334	0.0543974693836287
MZF1	0.105560419805656	0.0336030266184392	0.00914097403708147	0.0483302862457244	0.0603773093468648	0.018551265539418	0.0633374902557398	0.0547572142318287	0.0410261291308518
NFATC1	0.11523992837727	0.103094646116892	0.026427614287454	0.116918895528574	0.216847238179878	0.0456361832368096	0.149477445285724	0.143226989180331	0.149064961114001
NFATC4	0.14532023752864	0.147944777541658	0.0316960478917557	0.0781578366796749	0.197765209182768	0.0618662014389344	0.120733688582774	0.0865454601846143	0.137448066591953
NFE2	0.181403690249941	0.173686622973187	0.0291664558085284	0.112838514458427	0.257852662401445	0.0499585173350963	0.128978776530955	0.0776558145711298	0.159760970542126
NFE2L1	0.167627706783122	0.165982991501514	0.0321166648855198	0.0957271672227704	0.209917921495685	0.0452551293924647	0.131929009952463	0.0718289513487148	0.152940545722503
NFE2L2	0.169466163079692	0.157223143473789	0.0291512683186435	0.109409003308136	0.271620571464632	0.0557781816662604	0.158311409347773	0.0852463925811074	0.163657919410789
NFIA	0.0881756266371544	0.0920411140685817	0.0197819553049214	0.118231846504098	0.187432606174497	0.038756932484334	0.118752859429536	0.160647980310747	0.111126221943005
NFIC	0.137884792759692	0.239607838059308	0.0267542331811308	0.100718963039353	0.178644724099315	0.0214306190116109	0.0891607900724097	0.0650175868470402	0.115796814213953
NFIL3	0.130332568746524	0.14815201714147	0.0286538228731797	0.106488344286897	0.287018833554296	0.0579257666696015	0.134207733537999	0.0792446968598531	0.160417366801912
NFKB1	0.159292356533334	0.152182636695802	0.0278952206130861	0.0968831824388233	0.297139786837556	0.0532622709903331	0.151526221317831	0.0717193719279415	0.158342748829924
NFKB2	0.159912446440678	0.159605304067346	0.0297958123006952	0.10212256895863	0.287157456108873	0.0615005349514118	0.149637138983019	0.0771284672531783	0.166049340308924
NFYA	0.17169695936581	0.160827868149844	0.0284125921592624	0.108855986861473	0.27860713513879	0.0418512436151417	0.150803035845999	0.0734579618434106	0.145295474666232
NFYB	0.16501510310014	0.15978511658891	0.0297586070208817	0.111000267365809	0.258949163295045	0.0508946196142587	0.124608334879999	0.0779238718046036	0.157216940380021
NFYC	0.179699221285926	0.178073649225733	0.0314428484703796	0.103651066794394	0.248275838875451	0.0571397008260732	0.140790986519015	0.0921641249391694	0.169581783437611
NPDC1	0.17955565141656	0.169582155105928	0.0290941389377366	0.10983795779243	0.250976434224411	0.051901177949908	0.140795614262414	0.0817852021528789	0.159562859286379
NR1D1	0.162012085584272	0.1787110897914	0.0290158150500042	0.0914598931317734	0.2903707165801	0.0700710292779789	0.137667772908426	0.0720000610706516	0.155689544893853
NR1D2	0.0491058319522709	0.0724212674291134	0.0141144012508018	0.0190813286094066	0.100545720529093	0.0414646974989764	0.0572716873911046	0.0101247762554862	0.0475622199349021
NR1H3	0.183978512966075	0.181249693161811	0.0285555578064788	0.104688524319796	0.244408085052328	0.0498343024420483	0.125208369724736	0.0712097390956962	0.153870265936604
NR1H4	0.194882603814169	0.181201489995017	0.0276270487843839	0.12246136963471	0.25717682388231	0.0491560442150119	0.122872933183477	0.0781423521749273	0.151906262627328
NR2C2	0.190638740850165	0.170929564538883	0.0288002371656174	0.11195450655636	0.254147063525469	0.047841532055526	0.153853253087419	0.0795606514918864	0.151379114871787
NR2F2	0.136659335420441	0.112930494350015	0.0194981027181313	0.13335800223484	0.22069768309303	0.0251588606730264	0.0969866679643627	0.0508429955863409	0.130374877221591
NR2F6	0.0356720490830824	0.0393936111707501	0.0131566975047631	0.0226853881341755	0.0734508160402287	0.0192974838719314	0.0425408920534555	0.0203259097116655	0.0342843147389151
NR3C1	0.180627240256252	0.169721193070341	0.0295734943300884	0.111884674615675	0.260105136131008	0.0535509131772595	0.150932531757785	0.089450537054369	0.16082266227347
NRF1	0.154661607890537	0.15516086714378	0.0255127142121351	0.112715478713968	0.249764526350024	0.0354127098028824	0.128282391772346	0.0580255073300417	0.134475972603803
NRL	0.131751957712745	0.13582888256761	0.0218806677875641	0.0683536569641621	0.166747224438222	0.0322848775052739	0.101469536167627	0.0523655934609061	0.105413753129414
OTUD4	0.140611483040305	0.13516270528129	0.028454848136085	0.107497379247375	0.260567592841298	0.0570485635392187	0.135637650839428	0.0888521685626812	0.175169547534361
PATZ1	0.170605128352625	0.165885840795651	0.0306222599248851	0.116111681410436	0.247795365038939	0.0423256515922771	0.141409443713767	0.096738425339028	0.142974910142835
PAXIP1	0.107849158637766	0.247478945928155	0.0336962922669491	0.0475642815921402	0.227880167758323	0.0320135204302536	0.0570331680618212	0.0166294533138104	0.0876294408422224
PBX1	0.0599248315367695	0.0685238702492056	0.0193075721303971	0.0405964059204518	0.0708984141812908	0.0239386977747247	0.0446011948879401	0.0380741157766947	0.0596576312501891
PHF8	0.175085896714084	0.170208650792278	0.028380951452089	0.0945122768145836	0.244955343457429	0.0424587106817294	0.161695541929539	0.0678514529394341	0.142207687070882
PKNOX1	0.0716370533912528	0.0629149491417287	0.015081980335957	0.0506869514968675	0.0908601788100648	0.0207662540716173	0.0642578684921506	0.0323298218857921	0.0567412168509365
PLAGL2	0.0130828152665284	0.0114279730919333	0.00167297551811862	0.00532657031828176	0.00763696120953039	0.00359730353092236	0.00736817741625151	0.00301566039280887	0.00473298946327205
POLD2	0.0292578018892689	0.0216564193754025	0.00591742261497163	0.0177649434389817	0.0199138072908905	0.00816657800776144	0.0210643057253281	0.0119963611210182	0.0143617999601601
POLE3	0.179349243310997	0.169372601074815	0.029139758999656	0.114304893944005	0.262236887587238	0.052089421613678	0.139943849628982	0.0814489081390019	0.163934904295477
POLE4	0.179041994336547	0.173732714419177	0.0288737919590911	0.113705275931306	0.263145946327135	0.0530253389679549	0.138579395121809	0.0821767881036959	0.161683752026795
POLR2A	0.175674022026018	0.166152134593045	0.0296002481303489	0.101586784507806	0.272048674898275	0.0521140615186066	0.163297078228544	0.0783886261015555	0.156311300203486
POLR3A	0.0220862543801985	0.0224255128393669	0.00669967360245638	0.0208485483794041	0.0294375746578351	0.0143235173209822	0.0183916646508977	0.0137574964036521	0.0242830528309468
POLR3G	0.105266539176757	0.111637002650674	0.0239371243357015	0.0683175597710047	0.124558610582637	0.0316524113347396	0.0883170372758527	0.0623563517605855	0.112824919340732
POU2F1	0.0883053562661013	0.111191663142118	0.021421920804531	0.100684874589903	0.253709455014515	0.0642181649760802	0.0842499631920224	0.0527709313604524	0.135993196843584
POU2F2	0.0505039066046169	0.0581392283869852	0.0120245312248218	0.0303792703489515	0.0449952139184173	0.0172557968099437	0.0274314218031537	0.0294890010518136	0.0694148991842213
POU6F1	0.0891652019870354	0.0833930039239417	0.018348129312648	0.0654783627110737	0.140127744231401	0.039582318103215	0.0788394342094375	0.0434431876728814	0.0984242956584728
PPARA	0.0803301704478797	0.112837461201146	0.0326965435518736	0.0489812621318924	0.182836284831938	0.0498878644903927	0.0645863131154131	0.024679095442403	0.0493134052720935
PPARD	0.0257232933196897	0.020846012072763	0.00427818425455395	0.0143625957460883	0.0188243176622125	0.00352316577867873	0.0170290710345005	0.0114175798216072	0.00973761967628117
PPARG	0.158468668536019	0.163479361261916	0.0326498927098693	0.0914446297237788	0.22815121081239	0.0574914313195386	0.131384227097778	0.0806969140145393	0.1556109680367
PRDM1	0.163805936376603	0.163159752465037	0.0301203953604735	0.113046974186946	0.281400815447439	0.0596023125130443	0.141059604814692	0.0806258163482728	0.167555560317811
PRDM11	0.0852500534845144	0.0777398091483454	0.0207762056708097	0.0691755528824799	0.181508019756432	0.0509551045823967	0.121787585368484	0.058679722346382	0.0960778038086362
PSMD12	0.173993692542627	0.175251211466612	0.032344969450154	0.105363413496196	0.250455599436033	0.0571261289068496	0.140395225344668	0.0903654731324135	0.165337903873901
PURA	0.0528898695766976	0.0525899052720759	0.0097170250243962	0.0437819559905512	0.0629582793394792	0.0123731188620424	0.0335741447028853	0.020996246429806	0.032817509995076
RAD21	0.191330087030977	0.178660597482461	0.0296567742925475	0.108721332633739	0.25050958717618	0.0512856240563923	0.150605545670161	0.0856013526813825	0.159530053247601
RARB	0.184680444931757	0.177786555543963	0.0282178416362439	0.132375644812267	0.258332007873334	0.051584872894476	0.110500779181009	0.0838453684758075	0.144625802305167
RARG	0.121766385528603	0.217331986189286	0.0321958718714561	0.0749468268655638	0.289201571467859	0.0596185792346243	0.0997634342414943	0.0650240559833065	0.152851591010485
RBAK	0.116468120385262	0.0840130115860004	0.0157397793911873	0.123779064954557	0.190397931484844	0.0162347145419528	0.0871539502606884	0.0420923354414313	0.114766918163109
RBBP5	0.178626292806858	0.164194232721992	0.0282911809859073	0.116237572680181	0.252646755887278	0.0505933786299065	0.150357287147763	0.0875081109803481	0.151209486550828
REL	0.139958665493945	0.140553381632836	0.0293547457580238	0.105200425483807	0.304912422006777	0.0609928208167083	0.152933860089419	0.0807517313784807	0.170957992619785
RELA	0.185019085914288	0.175676835977372	0.0304915253473711	0.104578340045638	0.258455955483282	0.0557036019885203	0.154131489923289	0.0814936536730121	0.157349312700934
RELB	0.16030486701712	0.161726021424527	0.0288027643682749	0.0947740320513967	0.283445594767833	0.0625775527726371	0.15219688877801	0.0800344593269626	0.166506662574156
REST	0.194802251153557	0.181090812270638	0.0300554594376126	0.106418894879855	0.246639629634622	0.0525768204090132	0.149419801400567	0.0857558590930497	0.15584925111709
RFX1	0.0842412344508749	0.0878879244876696	0.0255237432909275	0.0503827945523306	0.123002171760102	0.0258293316491943	0.0726221937040517	0.0357345849262218	0.0696149173245325
RFX5	0.134095977248986	0.107929662783175	0.0237917046787902	0.105989630808759	0.215069597615003	0.0369872822518005	0.119806332967148	0.0622009307517198	0.145673417187703
RORA	0.141739139947186	0.171000289696086	0.0214577501941534	0.0961707065951074	0.305348491289451	0.0799257277932108	0.118327135493808	0.0459489569083626	0.124310186861821
RORC	0.150624942505301	0.176787749846583	0.0314368508733699	0.0953698071039447	0.2904398997686	0.075922571391067	0.13160726057583	0.0777533093804645	0.164510287079161
RUNX1	0.197228217892911	0.171986354403366	0.028984067530569	0.103697797469743	0.246271237413034	0.0519305969572714	0.161505452130719	0.0795134190152804	0.145365896441145
RUNX2	0.129988291272787	0.209471306080132	0.0242327409731058	0.0898642984168082	0.309701589721693	0.0640302559334863	0.10764246608606	0.0389010474235347	0.114390002015324
RUNX3	0.0240463040594934	0.0778419765744531	0.0493399327124888	0.0297392089225244	0.176631514612524	0.0653108194316508	0.0202140372181236	0.0121038844722057	0.0345027347474691
RXRA	0.104153019581222	0.0828620294161659	0.0175073558454425	0.0654883245303786	0.132902575087621	0.0319839182351026	0.0668730557815311	0.037099801122094	0.0609868065639438
RXRB	0.0813067713847815	0.0730565310492243	0.0155414034011234	0.0436103993307076	0.0972040895315125	0.0261037119092686	0.0811247219851344	0.0304816200514432	0.065901241540366
RXRG	0.0418806089444842	0.0465009787633842	0.01298943071403	0.0436808381836413	0.0802078563545446	0.0329166795789665	0.0476828281491902	0.0422075596204914	0.0682835823429703
SETDB1	0.178579651528548	0.160936623758919	0.0238499781835735	0.102058386309847	0.241085729414753	0.0403102018238573	0.141986251443948	0.0647073883744251	0.129124225833008
SF1	0.200869384507704	0.172249062388611	0.0264034649654998	0.0984992643509205	0.244369890635794	0.0430252265494063	0.174492190263409	0.0716490757053372	0.142362489789832
SIN3A	0.177061584054122	0.166343054161655	0.0289245638236078	0.0997054709400472	0.26397329284743	0.0502706845833102	0.162695841103827	0.0807350631151724	0.15431291841997
SIRT6	0.0894186021205403	0.0830401021693765	0.0249535240722303	0.0411720005822624	0.0850353319340872	0.0322855121660809	0.0778010069535753	0.0399537676651178	0.0762098200188367
SMARCA5	0.0589765664379879	0.0601556618970489	0.0144655590288782	0.0453264724841705	0.090635213093132	0.0224569561336776	0.0763627872014881	0.0345386829651697	0.0584765316412028
SMARCC1	0.0700253607645186	0.0405735586968315	0.0101809649113472	0.141433169543433	0.126770582224862	0.00710750910426083	0.0513285413131227	0.0261197624477203	0.0858402192101754
SNAI2	0.0103915371393544	0.0141101666485016	0.00921763071470361	0.0192125551656428	0.131215208272018	0.0484810298878908	0.0569440777074333	0.0368225203805066	0.0585525469885824
SNAI3	0.0905168997461759	0.106469828648237	0.0240722716509872	0.0754758369454723	0.201126833916348	0.0514238378364057	0.0972442631475265	0.0550449483327713	0.0981196549287517
SOX17	0.059739826123229	0.131392711976709	0.0066910248329467	0.0247753552665607	0.0274665061255261	0.00308213371777488	0.0226959574509976	0.00790989021761845	0.0268578529067638
SOX18	0.183013904573583	0.174509031176697	0.0301372572139055	0.119341013595538	0.258099086667988	0.0517059392310062	0.124877942338701	0.0834920982180366	0.161706904633644
SOX4	0.242178604383363	0.145029486638246	0.0206549736819741	0.111089795253046	0.222348883905624	0.0350990957105428	0.159395255561855	0.0761494179649924	0.126626442555258
SOX5	0.114450564813621	0.0889601668952946	0.0210059090987461	0.127970561605103	0.213400497807235	0.0288047092031725	0.0998213104822843	0.0768298700504455	0.144277175179428
SOX6	0.120159190359244	0.125954443592432	0.0201867637100729	0.0932027679694276	0.185595138544105	0.0416749239281762	0.100679882538162	0.074509707150238	0.134271879444623
SOX8	0.0664528473668384	0.0689217533711513	0.0125133134033353	0.0340293058614957	0.0701441767318006	0.015839579184215	0.0606082904290142	0.0294051243565168	0.0452612899083533
SP1	0.194350105399929	0.173720104390548	0.0290904178079052	0.112682998323566	0.244436253733036	0.0471586585454181	0.145239175381063	0.0805695594170652	0.152836348800026
SP2	0.1582164426476	0.182380551107893	0.0349146461627804	0.100628813743447	0.291850074482355	0.0542784194596724	0.132356393065097	0.0673277522396611	0.161567874084629
SP4	0.1440917182324	0.116095667271687	0.0210973130933851	0.0939616771169851	0.228412685182306	0.0562082552317278	0.141847124552616	0.0905576778384684	0.138873927082506
SP6	0.128558256037869	0.134553778463095	0.0221564970819901	0.071554313980275	0.154972810615789	0.0304164424930893	0.109004216485051	0.0497771495465038	0.10949792261413
SPDEF	0.0958982841807929	0.0577871043546566	0.00303258487479763	0.0193289613598208	0.0203560934655173	0.00364740989342971	0.0360846565783794	0.00643248509582905	0.0135017847620187
SPI1	0.172144206635544	0.173492182265389	0.0309275398488286	0.114841342802048	0.27075026451406	0.0520628982855815	0.131509199277531	0.0799807382396843	0.168809605357905
SPIB	0.13969994085756	0.122799461351207	0.0251761485577352	0.146133760899125	0.247656643585486	0.0319543647083467	0.101003654429543	0.056795672312464	0.169606561621045
SREBF1	0.196035495081174	0.170598888106223	0.0274437058883296	0.110868111526049	0.249388443086042	0.0473450029377731	0.15890582913902	0.0807894878686366	0.148474253510162
SREBF2	0.173547346764409	0.159104406504133	0.0288240916535355	0.110007634241423	0.250371483507099	0.0521192816573585	0.166933774855913	0.0982724398161268	0.163283951551239
SRF	0.170380326811052	0.162917683290698	0.0303054596213153	0.105303352795449	0.265621199055425	0.0533201025482708	0.136045066138254	0.0739876243062344	0.154567227973729
STAT1	0.176737472965087	0.176638100251363	0.0318471467110861	0.108746758961471	0.266743393291893	0.0588703165134612	0.140555023186826	0.0823895052546413	0.163201597256561
STAT2	0.170959763296717	0.178127025682439	0.0321874154115276	0.105761761616953	0.265549619316031	0.0591973990811275	0.139982330097169	0.0784038968971938	0.16369733449159
STAT3	0.166687957519517	0.133422487559503	0.0242233255948689	0.1209813528265	0.224128629116968	0.0437412659393084	0.185563059692922	0.109458455332325	0.151808222939647
STAT4	0.122050696572225	0.16627554369613	0.0261545328880322	0.0911484701651659	0.356465991110901	0.0678724581608804	0.1152445813797	0.0332628365866371	0.119508604775324
STAT5A	0.190142119039754	0.171089717703495	0.0290436241846675	0.111737021131422	0.252519494753567	0.0522360750922357	0.151151726536055	0.0848198693787187	0.15938530568886
STAT5B	0.13807973263957	0.131314459282821	0.0248501173843042	0.110174019082442	0.202510509312783	0.0346930040584666	0.121629492092515	0.0665520776811673	0.143887616435563
TAF1	0.192181546236474	0.160775575654449	0.025696411984954	0.118544541102109	0.236505904873974	0.0436479873614576	0.14625124378755	0.0791640390483302	0.138957437954007
TAF7	0.182009367677455	0.17077643508021	0.0287381797861772	0.116760521072763	0.270227312924318	0.0531487638819937	0.144024229092977	0.0811129928995561	0.154319526625307
TAL1	0.143682950387311	0.148253623552285	0.0287516063404066	0.0938809298552286	0.218244487428525	0.0593927995614374	0.109892408539451	0.0865628539262131	0.138936657513403
TBP	0.18527635402357	0.173192046119287	0.0292970840605637	0.0987709447031521	0.251800355264711	0.0583971979997937	0.150283908512934	0.0887536361488167	0.152898450033808
TBPL1	0.0812705404910898	0.107048780086819	0.0320479764604448	0.0567700085684315	0.195973166553006	0.0556189844096725	0.0738561836271406	0.0571454401000951	0.115874008048229
TBX1	0.13056180692676	0.103504263178849	0.0213418951542484	0.0785219099656642	0.159879665641109	0.0352251806679453	0.123576237225977	0.0615947264907467	0.110524741076991
TBX19	0.134431363712549	0.129055549675465	0.0280018732393298	0.107932979670983	0.253259304924411	0.0470301178845193	0.102173958750848	0.0445913109979611	0.115043965056465
TBX21	0.105427987835381	0.117548542014033	0.0363860576461708	0.0836798099628725	0.345900478899854	0.0605715757786585	0.159456758544031	0.0588384047504754	0.144850737218172
TCF12	0.184928646882901	0.167658309484037	0.0283385676178335	0.100051909890587	0.243764852466256	0.0489029270801216	0.167297059419179	0.0898137615525232	0.15422367465061
TCF3	0.121838932730971	0.123843965813407	0.0271974800410497	0.13265641659231	0.242036503656926	0.0396460948245166	0.115786247542488	0.0805206042240947	0.154073523262151
TCF4	0.174810198542512	0.180398789615124	0.0285000695242822	0.0988382992943617	0.237631960438126	0.0411212906290561	0.136984469678621	0.0706472135091448	0.152052852497037
TCF7L2	0.108176172573038	0.0912360085906218	0.0217237727476821	0.0680630791662442	0.122236705033763	0.0349943819626994	0.100405984249503	0.0504033134587651	0.0969270045822712
TCFL5	0.101832061266151	0.0835619253440767	0.0184681195165158	0.0587198331943725	0.127347785034233	0.0387055370586121	0.0941514635950889	0.0494425497759383	0.0773270731464357
TEAD1	0.0620898737522874	0.0865040051651639	0.0079969580711694	0.064270839180566	0.0488795252206269	0.00892161452386764	0.053308974008899	0.0429019136803572	0.0365249840772169
TEAD4	0.151772360077234	0.140922934098371	0.0238119875733711	0.0879072661687111	0.242262419357715	0.0503133487286569	0.146853316311508	0.0792675877243233	0.13888165430511
TEF	0.0737731976126155	0.155692217828493	0.0299438888879511	0.0558625921595827	0.179353369486748	0.0327079833214469	0.0823600506583628	0.0369006206965887	0.0898880100074793
TFAP4	0.0342686645946152	0.0221947669083494	0.00370478292397103	0.0114437361244429	0.0142561903835117	0.00121045507741524	0.0123706391796267	0.0044161762424153	0.00869899009412756
TFCP2L1	0.164101041112903	0.145683757226864	0.0261489066064272	0.0920108852561951	0.211554816435214	0.0479972351824356	0.137088992941931	0.076076320100207	0.136493094259188
TFDP1	0.186108414824115	0.183843249304225	0.0307859682137911	0.1087673783968	0.255935971031801	0.0522635862309276	0.135476226920395	0.0847305719443582	0.163336494349772
TFE3	0.15527568954292	0.149600846326299	0.0283990911842052	0.0828623545068307	0.212629590828933	0.0474296809062612	0.149572712064459	0.0728978843163277	0.144959282405811
TFF3	0.179981969633254	0.175844380145238	0.0301338589951602	0.108029115357099	0.265476819820995	0.0554676414915782	0.131419885745945	0.0816377934281379	0.152859224771598
TGIF1	0.152844188060805	0.143030289705247	0.02945505531175	0.12054250887243	0.273102677741099	0.0526627061466645	0.152182940056503	0.0952099415853052	0.174777048939524
TGIF2	0.170134010692082	0.143527938042734	0.0277816469535153	0.109061348541684	0.26647377560541	0.0553673354456372	0.164200985824044	0.0792574773508739	0.168423572847031
THAP1	0.162613857974971	0.164444988030401	0.0293972921621711	0.110620729930197	0.258880124736721	0.052646623732325	0.126776075625063	0.0840105313522568	0.165678972112904
THRA	0.0363867870669473	0.0278012119383904	0.00687589782129838	0.0147605561768698	0.0250799197449355	0.00800555251471413	0.0222950930600405	0.0105069164281673	0.0202998966188697
TP53	0.148705250561217	0.149155754624287	0.0244982539442803	0.0777421717926464	0.150395647687004	0.0407636367673131	0.081050492006163	0.070388496967151	0.0980273845576017
TPI1	0.178536375879703	0.181310717175953	0.0322627712761198	0.0997671404101589	0.257893320866663	0.0626271926552612	0.129930759054273	0.0881298858570683	0.163914074935308
TRIM28	0.0582733894145653	0.0746413163563341	0.020923524995579	0.042289098923849	0.0833495761053512	0.0290411891562359	0.0637884834088404	0.0398119566125065	0.0617724484431729
TRPS1	0.0649945464234145	0.0857582827566502	0.0255454876158933	0.08093428221054	0.126750227722066	0.0491618393360016	0.099312841630405	0.133467970650881	0.151009718580986
UBTF	0.194226434156057	0.179557035230899	0.030079213295556	0.108934710952961	0.24246558001802	0.0510187585838625	0.150470139519731	0.0880135316348855	0.154768653360313
USF1	0.192466916311692	0.19196960889307	0.0305438552558747	0.094459880199966	0.238520130959596	0.0547899595269776	0.146284415206859	0.0847799920423196	0.149899077644646
USF2	0.184325133569429	0.199634032550032	0.0312446902402828	0.101859900097416	0.248180888151052	0.0512224042356927	0.13670667831138	0.0852355750448002	0.152195707627943
VDR	0.06845173329214	0.0660622985392521	0.0129295052105048	0.0308997888737045	0.0840439428504492	0.0624394728568082	0.0539001165787755	0.047289975731971	0.0938648775852378
VEZF1	0.140139810672603	0.130535823356274	0.0251643431433247	0.115149967821607	0.218990569894002	0.0348648670146838	0.116753650703889	0.0780526334646742	0.145866434139866
XBP1	0.173437203975138	0.174610725533694	0.0306325433981166	0.10782565061128	0.275312823345779	0.0546478440755194	0.147575213267299	0.0820278198253093	0.155781394418045
YBX1	0.18568911128542	0.177478378639357	0.0292355106796444	0.112272503047399	0.261138140945993	0.0530714819298239	0.144171235112384	0.083959122394443	0.157419384220904
YOD1	0.128766393303536	0.0996197212710449	0.0178458391932187	0.136636573648611	0.234116628026196	0.0235806761428127	0.100727464531479	0.0439275426141722	0.130545922997283
YY1	0.190586439435997	0.180937580412185	0.0296393182655509	0.109602607015033	0.250458227254189	0.0509229020728664	0.145868967178718	0.0875986895301994	0.158980661374779
YY2	0.166063857725405	0.147580307081273	0.0267150553180016	0.0992970289622609	0.216423955732669	0.0433792401782358	0.132517222951695	0.0800085005898217	0.146611602432259
ZBTB11	0.0469069323703942	0.061739748627494	0.0295438872212382	0.0204958910317792	0.045264722497609	0.0110768549150667	0.0392082865697093	0.00634568088070597	0.0211764871549531
ZBTB26	0.123274903621654	0.0720470535324401	0.0133799440596427	0.072253350953589	0.105273256863996	0.020756388190356	0.130911083938033	0.100370446617502	0.0963830230266578
ZBTB33	0.0575008695465652	0.0835125497319377	0.0226110887048202	0.0641663444903925	0.132417298153751	0.0380498065253064	0.0626653334986517	0.0493792922942305	0.118616311519428
ZBTB7A	0.179624490294705	0.190161822799592	0.0311521962480953	0.105794368741112	0.259798377950293	0.0520314690167807	0.143696331619275	0.0787142107449627	0.153402965843823
ZBTB7B	0.181047704401596	0.170081634001411	0.0317714919875087	0.101220631099595	0.252803956776647	0.0628967631177078	0.143838195653844	0.0884356097135073	0.159654002811899
ZEB1	0.186378208483982	0.167236299971673	0.028044421215313	0.108741536213498	0.253735016739166	0.0491407690745297	0.160455283264013	0.0799483356771123	0.157774140008177
ZFP14	0.208622927122448	0.190526370587478	0.0255689590001554	0.103693277789415	0.19214381937455	0.0403408127768505	0.114648561454242	0.0687075886633836	0.117307875053725
ZHX1	0.116295872651909	0.109621651450733	0.0248188398681151	0.0647421939266998	0.148089044340762	0.0461336977295441	0.105824570716069	0.0573121039646953	0.0877215198242004
ZNF101	0.00708807981984083	0.00518367497259831	0.000820686828168604	0.00239062861151196	0.000574473010474308	0.000735311749638701	0.00209972221998256	0.00640387972926737	0.00177725502874559
ZNF136	0.126779818998697	0.0976402391796404	0.0184680989930626	0.11069516012211	0.188044439751178	0.0212030529223675	0.111434168441601	0.042838319122843	0.106171505573653
ZNF143	0.196526429273526	0.190287746597578	0.0317185244132424	0.102814655946296	0.235200948560701	0.0525849407540316	0.123293550437207	0.0678219095020665	0.136391386956524
ZNF16	0.0832926963374411	0.0917496092640965	0.0209422965421034	0.055723788213392	0.150066464357449	0.0343848769722214	0.0726977148540828	0.0529401426761645	0.0958791651666879
ZNF175	0.0267637209082769	0.0317846907862021	0.0206619384116989	0.0375217992583947	0.0302907079917986	0.0183751430971671	0.022647531929769	0.0602025282959132	0.1520221199326
ZNF224	0.107507239062808	0.144695282180569	0.0302929839580678	0.0747946681968065	0.236829566270642	0.0514063613352473	0.10840534012181	0.0449733580862621	0.104339596452272
ZNF250	0.172682024530378	0.160784585826767	0.0286519882539987	0.115123341351357	0.273044845525647	0.0503143174394945	0.151978375404034	0.0756699099754728	0.149959389120302
ZNF263	0.134412342443329	0.104110650221836	0.0189705710857757	0.126541468898735	0.214191630252713	0.0293941393983292	0.102918436079362	0.0531443734243748	0.130619709975756
ZNF274	0.190831218238478	0.184565722790279	0.0274505124780712	0.111220426997551	0.238784698813896	0.044523401193867	0.136527819786852	0.0722025011310959	0.140649349039573
ZNF362	0.100347771377979	0.117088352499531	0.0297705724613866	0.0641358675357471	0.178068823087724	0.046490246004015	0.0961233102778627	0.0585199303934507	0.104045530811687
ZNF384	0.186364701583342	0.177726414841005	0.0285306016206872	0.109175579494443	0.239760355494126	0.0469376371424881	0.147076709806391	0.0875193478536772	0.149828827807842
ZNF397	0.123481835347756	0.0876601626308814	0.0131593916055656	0.0824097254973526	0.101677517578188	0.0124412241342948	0.0688728096170335	0.0284283593771977	0.0754224619531831
ZNF433	0.114800655815862	0.100703657257509	0.0173041371778978	0.0755581614272903	0.125647731005294	0.0223510588942616	0.0832930412498996	0.0419577583886006	0.0790781989531978
ZNF467	0.164440323950157	0.130179008978244	0.0243826470518042	0.0845378353939896	0.199065198022686	0.047777006006953	0.128947389953752	0.0734233329287927	0.135228272410836
ZNF48	0.10646253185044	0.108362763223401	0.0223449808030588	0.0530502161111712	0.115370545622893	0.0284263578287105	0.107737586658123	0.0518082639575296	0.104958142767035
ZNF486	0.057617052952926	0.0519458719665028	0.0122586379200682	0.0460812341421343	0.0518230242543213	0.0206649961382569	0.0329858275375011	0.0304941766626239	0.0456238736532858
ZNF502	0.0656965441019618	0.071773556997802	0.0147775737113972	0.0457369200179198	0.0812059144941736	0.0208843114138656	0.0518093344610724	0.03412158982489	0.0575604274357298
ZNF513	0.155615144538122	0.144738692605437	0.0387424129152411	0.108015929413383	0.238630848100649	0.0476602080828201	0.132907435809448	0.089655416968367	0.156741302768733
ZNF564	0.0509717553301237	0.0680484569835338	0.026210608884333	0.0410693799135701	0.0628482138411715	0.0314698808867766	0.0492118489630687	0.0421626578259037	0.0829803781392693
ZNF573	0.0977035444577143	0.0770394640408866	0.0164465377093824	0.127308974170885	0.18066214463806	0.0125676840616867	0.0782264308974057	0.0383749620259206	0.121946234967776
ZNF579	0.124084541326419	0.140364422920494	0.0187647242409186	0.0570596933741143	0.105959735047204	0.025946510365597	0.0806089626843556	0.0483801403928782	0.0778716703036151
ZNF597	0.0888900234470866	0.114822620763367	0.0259393285150157	0.074494710889235	0.167865935019829	0.035343085656982	0.0917626819778812	0.0594371953362198	0.120256223021276
ZNF607	0.0813563673448594	0.0865176407817907	0.0180988457267232	0.0466927018009413	0.0982092558195227	0.0307542939342144	0.0737036582796102	0.0379755946162684	0.0641387511060811
ZNF71	0.129074019306546	0.086480001987679	0.0160766468565309	0.153964373069396	0.217961380268953	0.0135178726467989	0.0854695625142842	0.0384882384551879	0.126270625294607
