Fetal stromal 1	Stromal 1	Fetal stromal 2	Stromal 2	Stromal 3	Transitional stromal	FDC	mLTo	Inflammatory fibroblast	Reticular fibroblast	Cycling stromal	Myofibroblast 1	Myofibroblast 2	SMC 1	SMC 2	Cycling SMC	Immature pericyte	Mature pericyte	Mesoderm 1	Mesoderm 2	Mesothelium
ELF1	0.0944737971207962	0.248398363023453	0.0698146266397883	0.106566559623811	0.0991140396372018	0.101257013176426	0.00220107173285	0.00417103047453571	0.0378852449723436	0.0197598415261981	0.0590540482498437	0.0522649922061106	0.033414118614478	0.048317255335937	0.0260747342170411	0.0065420951248476	0.0699073396485029	0.0251128970394862	0.0647893363493989	0.164510235716776	0.011709147122079
ELF2	0.12589622262831	0.171502049156335	0.0978086655083377	0.0960865857485675	0.0854377817311787	0.0393634074736006	0.00167712288540867	0.00451363641469404	0.0237007474036317	0.0151291949451381	0.0951882965540023	0.0613168763869226	0.0231860384540189	0.0583264449330561	0.0244902216769308	0.00995492440697643	0.086998462955479	0.0174764601313571	0.105395087214075	0.197233884250882	0.0138602388896305
ELF3	0.0455529323525332	0.0418781538898726	0.0285881140575883	0.02320927665657	0.0340791623055966	0.0615509893208662	0.00322856362508261	0.00092677102826777	0.00675261348742884	0.00884564758369322	0.0140782410961985	0.020133305326452	0.0151251182874277	0.0169135807097657	0.00842701960799175	0.00227294717476556	0.0260136974319125	0.0254362249442325	0.0153480235894345	0.0511135467581123	0.00458583157042558
ELF5	0.0836648344638663	0.145643973979728	0.0722072102649993	0.0870785906948491	0.0865999387045505	0.0248193027179069	0.00155977159476894	0.00306148741754531	0.0318115908917195	0.0133407060200329	0.124431698367498	0.0490550088509093	0.0247575856261223	0.0848693638319156	0.033941542545822	0.0190035412548535	0.0676606442722036	0.0167704261411341	0.142319191395801	0.159904402876067	0.0222927821807604
ELK1	0.0966211992022499	0.214388058686325	0.0795680478187228	0.119406617528339	0.0917629938497797	0.0544702184027644	0.00195436737914667	0.00516496449495774	0.0478540407624422	0.0196887577293088	0.0790621392878663	0.0449655466809594	0.0288426002935703	0.0473330449260972	0.0297283840621577	0.00793988144742519	0.122612384110513	0.0259118275426069	0.0811676468111603	0.155347631555282	0.0110942195632894
ELK3	0.0984880811390858	0.231100237128704	0.0716477526998612	0.116897650966828	0.0840688663361476	0.0657052369933026	0.00241141298402048	0.00361452771498716	0.041941839052855	0.0186613384505444	0.0860905236471059	0.0446647427189557	0.0312673546521677	0.051328284512955	0.0219223898523094	0.0104880772100717	0.0853923975824779	0.0178427790854564	0.0956897528688146	0.153491267619595	0.0152297914796549
ELK4	0.117911756959033	0.198047259010245	0.0949741574543869	0.114319662634703	0.0784296639363872	0.0347607821803549	0.00196105323920892	0.00380465260365193	0.0323540957287306	0.0163030313243379	0.0844280679383302	0.0550988855262791	0.0286255809577503	0.0605219182202266	0.0229334793480627	0.0103962306448443	0.0911839885604965	0.0196287082725519	0.0989001468307316	0.177949854480108	0.0126570450515892
EMX1	0.0366746767787963	0.129474518061934	0.0475994928721867	0.0991105060440817	0.021452576846504	0.0256198159461888	0.0019117910878631	0.00109101266841527	0.0094329286449043	0.0123701350371285	0.0206099459271102	0.00605982970750052	0.0337375590049315	0.0150573578366913	0.00585662378501162	0.00120163790889105	0.024815905601518	0.0165492704482819	0.0465877301180901	0.0373625374460284	0.0554189317372924
EOMES	0.0592170539537811	0.0672608240073209	0.0493686340424533	0.0580284097694937	0.0417673783364935	0.027430135789752	0.00380403797315154	0.0028490957764904	0.0163696114418275	0.0122057166522906	0.0303738252940262	0.0333589942979086	0.0212568794082783	0.0564076323074733	0.0160225906814665	0.00624920948300156	0.0462963542137775	0.0134347846348164	0.08051889792733	0.0818262227125145	0.00771533690192194
EP300	0.119598694952154	0.15370217816262	0.0876563123511525	0.0790890642168339	0.0732935761464927	0.0449775558208897	0.00223294565971	0.00424710509684345	0.0170733884003608	0.0128731337948431	0.108945912282315	0.0565482090107544	0.0205323712227127	0.057794289162632	0.0236429006355707	0.0163179573748579	0.0879941559567955	0.01998843821638	0.0989818445425035	0.170273260165247	0.0128667391232791
EPAS1	0.0823902004976298	0.152385366428112	0.112599960890723	0.174202514704547	0.0373198824464309	0.0169545596952058	0.00179866109345617	0.00556901575007507	0.0243102638909789	0.0171014713781257	0.0545287538886345	0.0163730116929802	0.0183610900906881	0.0140432898239374	0.00580456420717379	0.00153840257325866	0.197522948835364	0.0514812686699144	0.0327545769150944	0.0882816357334348	0.0184986241030816
ERF	0.113495201904783	0.210215314589524	0.0889015703838799	0.128325019955453	0.0766140493899495	0.0344662871887736	0.00163669966529156	0.00480579617887267	0.032865989177009	0.017929561749461	0.0752761715680771	0.0587070366440857	0.0259621920566458	0.0564871503656466	0.0272231757842228	0.00940208443186896	0.101130443942708	0.0201620623862417	0.0816123874168486	0.161956551473323	0.0143077260965414
ESR1	0.0231189134718452	0.0752582076910949	0.0225065486806491	0.0920484002338133	0.0183939131926645	0.0106590809297549	0.00118128302699516	0.00124091380804303	0.0090368096369039	0.00802669460459504	0.00992945947297386	0.0134372948568114	0.0257820428890662	0.101041897807473	0.0164137468364566	0.0181177381571334	0.0111254204351167	0.00679591707943539	0.0113939569621495	0.0271959490085354	0.00377724376961874
ESRRA	0.0940231363854764	0.251646467821611	0.0799750257068341	0.143003107294009	0.0717807703174802	0.0415950684190577	0.00208728370190892	0.00375903423735724	0.0435067462599678	0.0182285618938001	0.0706191226498308	0.0443806604030167	0.0349140465932662	0.0547742810289483	0.0256533039646575	0.00820098069452713	0.0912892769607536	0.023892849524578	0.0868884280034401	0.14701737581524	0.0128953299404581
ETS1	0.115751012474143	0.200454422354806	0.095794145808431	0.120269485293294	0.0802102856509989	0.0342793048663913	0.00174937556971722	0.00419310114735238	0.0338937935741712	0.0157476231626847	0.0929850067683827	0.0530052619307989	0.0286064672763905	0.0609711522716985	0.0260862968745704	0.011175907147181	0.0975087787261691	0.0181871387370653	0.102743884162178	0.169340072856794	0.0134012626209006
ETS2	0.117758347616565	0.221760198133131	0.10904825328873	0.143746133329642	0.0737151985450676	0.0387406886125955	0.00169949381073065	0.00407206533356452	0.0406935027044779	0.0167309124372929	0.0776544393345362	0.0518011744258819	0.0310338161245235	0.0533522422645469	0.0250388864416154	0.0087760682900514	0.0854340089802597	0.0175881926539856	0.0813643613580037	0.153255868279365	0.0134819727486728
ETV3	0.124890458319308	0.241617180727633	0.0824761023163431	0.0895578013482677	0.0667593734957548	0.0549541470208001	0.00111654746323431	0.00509313357533459	0.0337594833578596	0.0175869264631898	0.0827782230677176	0.046985906021024	0.0298580905933551	0.0502529262345719	0.01756045661437	0.0103167531920382	0.0793963597297841	0.0144777007083275	0.0800240348085491	0.129918433430982	0.0113913236944705
ETV6	0.0257192877616834	0.0150036684567049	0.0175294621538058	0.00933893018384313	0.0105261055593646	0.00947927973426155	0.00213098923188204	0.0125658993212724	0.0087064681082113	0.00823853713158174	0.00759141016771248	0.0150682586557228	0.00557294121642027	0.0339724260560035	0.0223583856113397	0.00395942082580214	0.0231188361008172	0.0142825052510651	0.0154738083655568	0.0170637108165103	0.00143787420219632
ETV7	0.10221252852551	0.263947047683832	0.0909527268447783	0.143632505399196	0.0668344081771187	0.0454656198443265	0.00254625484462467	0.00533007784699946	0.0481711512040144	0.0251004604397277	0.065763844584121	0.0450037231139753	0.0382988859444069	0.0549229102415469	0.023541263000465	0.00936496262372444	0.0970814739124111	0.021830528467999	0.0722584788060959	0.121322301037176	0.012381171247892
EVX2	0.0174916521085889	0.0279316521382642	0.0085115896029867	0.0214480426985457	0.00801974649984283	0.00192666011859888	0.000830331679722018	2.2503875707458e-05	0.00255897915964398	0.0054364322746121	0.0298304203247634	0.00734040316706797	0.0120331227738038	0.00886802577908419	0.000906581344914947	0.00537283991216086	0.011194444708526	0.00467170662670036	0.040814737368392	0.0175148344047356	0.0295662515089375
FLI1	0.10495818643828	0.211688750824683	0.0749977733203663	0.101016470084593	0.0892139077157407	0.0362219014822965	0.00160193934560171	0.00462998342774312	0.0286019925922304	0.0151743779807825	0.101098587626065	0.0503374939978108	0.0214775265120004	0.0525090111839805	0.0254443344474333	0.00981353081946357	0.0960240532093235	0.0170951035393917	0.128330023644649	0.165083195776667	0.0116004950155182
FOS	0.109157824707646	0.189255680451735	0.0837713966330418	0.1071489326303	0.088465712681948	0.0348477884225414	0.00155888142085492	0.00411529312390468	0.030504761744185	0.0152639190189828	0.101053212829692	0.0580517430866151	0.0276505522865731	0.0713591701767328	0.0317549627478655	0.013533203090707	0.0888567590414751	0.0184289913568211	0.111485761329064	0.182014437575616	0.0173047227195836
FOSB	0.113285782747826	0.200252335803709	0.0872015450748882	0.114718381046047	0.0838862358828351	0.0366260683836556	0.0015310770137027	0.00433280103532074	0.0312174849895351	0.0159391442638372	0.0899324949626208	0.0587815685314123	0.0256062973599988	0.0653851240420843	0.0301404407602668	0.011746072543901	0.0917888536635065	0.0190080077875251	0.100930719148795	0.1737406642642	0.0159510928613608
FOSL1	0.102405822059011	0.215697428920804	0.0815998292685806	0.115768403377576	0.0899982185773432	0.0625204719696666	0.00151482382769297	0.00444505657496008	0.0423283949052696	0.0180595414407581	0.0876250123201853	0.0536390106595629	0.0286357795721287	0.0578344541327548	0.0288712746156675	0.0102872027913946	0.0840646360079155	0.0199594993679234	0.0911663660597083	0.168611329275975	0.016531907355686
FOSL2	0.1136058770104	0.204465831262369	0.0870334579215312	0.114211468992051	0.0853865567502162	0.0443857427888169	0.00152657396860878	0.00432079124517037	0.0323004379743581	0.01613361627077	0.0793526479926324	0.0597122722810354	0.0281496340114807	0.0630478234052984	0.0307114226656463	0.01024608063538	0.0921070477992693	0.0214377438605834	0.0915569728581939	0.168894620610097	0.0192726627688949
FOXA1	0.108044312993337	0.184384775276871	0.0548244221921667	0.0630982065682807	0.0818646912100007	0.023210543875163	0.000368646651807469	0.00201550179035803	0.0205244208438987	0.010401227299784	0.059074653140432	0.0639134691857393	0.0164590766118455	0.0503785508850949	0.0326547976377691	0.00907036811213602	0.0671403247778357	0.00117622240451543	0.0932738859072275	0.185615216487885	0.00812848794677468
FOXA2	0.117329431509325	0.0941160588821641	0.07718058409365	0.0398600861560995	0.0428059765861614	0.026184613275957	0.0019929767332344	0.00148085030584322	0.0115884595898771	0.0111639314321559	0.0451926113947611	0.0328533477456872	0.0207918269905291	0.0277492988902976	0.00949524873312657	0.00380069309374487	0.0561068816106916	0.0140183643991214	0.0555608855926444	0.10123684558538	0.00533778582847688
FOXC1	0.109636279407239	0.16241770488005	0.0876822050399427	0.111137638309513	0.0981114365381082	0.0286460650730227	0.000864080998984496	0.00441059090335738	0.0265906505820794	0.0117278237673706	0.082899442378397	0.0553428814457396	0.0265198764880347	0.052144780544791	0.0337614947434307	0.00834325853015616	0.113636095625273	0.0279962387228045	0.0934904175478702	0.193191445597179	0.0158302725023912
FOXD1	0.0843542685787759	0.0802258376001106	0.0966463248069431	0.0608932828287457	0.0569913910833526	0.0292465687554456	0.00289686300778347	0.00302253401306019	0.0137269384994695	0.00979544611210847	0.0257364894532421	0.0318246442204539	0.0108876379553084	0.0267646066382853	0.0218232220847917	0.00210226346036835	0.0434196482350189	0.00890454711339905	0.0603559428709705	0.0836170964952703	0.0121746365680424
FOXD2	0.0309955580201086	0.0324434218579873	0.0236502312638083	0.0339817197996674	0.0278910328596486	0.00887199538686279	0.000966929009780793	0.00382983542550208	0.00602142412296891	0.0065906115626112	0.020792502451833	0.0157303226877602	0.0148644193097863	0.0330409386435861	0.0153819010028419	0.00359513597367711	0.0311006215530887	0.0123944756300784	0.0728605331126037	0.0344122461631319	0.0181150317851386
FOXD3	0.0927768413750417	0.174327028713779	0.0763182974786956	0.104026996819623	0.0643121354157881	0.0320559399032976	0.00287504205124023	0.00285590728501506	0.0191533185040882	0.0148119760018156	0.0514353566634702	0.046789468889867	0.0247000370947583	0.0517856548910706	0.021268393143376	0.0057274977958236	0.116725666005777	0.0261321273369823	0.0991974528824988	0.139378100783525	0.0119025041676513
FOXD4	0.110355788430781	0.159370610226573	0.082874291984342	0.0551867446903457	0.111046280175948	0.0407970640814762	0.000386555689535273	0.00463057973437631	0.0251339843272206	0.0110723185321101	0.0892352281074715	0.0609678358500544	0.0132279446598829	0.0424333059056445	0.0282911476648208	0.00800438857547991	0.0557465746251515	0.00525889330254437	0.100523891207694	0.22834066012266	0.00917923662548958
FOXF1	0.110156302536984	0.177388255584952	0.0968110131834071	0.117321324734556	0.0830890732545991	0.0303981696672646	0.00140798232737072	0.00362956096374867	0.0280003316295576	0.0134832731253414	0.0994391608426433	0.0576964349858647	0.0287570205074487	0.0787352910796163	0.0319725086081143	0.0147916174381623	0.0797659758302722	0.0166374984401578	0.122850051001772	0.176124706512273	0.0156103301013124
FOXF2	0.120061045667961	0.164887564238403	0.100681286539514	0.102749441497775	0.0786126231352746	0.0285519712346719	0.00149142586779216	0.00383591406602712	0.0231665546361971	0.0126335798984899	0.0977595098263075	0.0636343412438823	0.0293240324835401	0.0917083289602609	0.0354152291126683	0.017284747019003	0.0820008508909107	0.0180102830768997	0.114337425957116	0.181510263550893	0.0135130885084676
FOXJ3	0.0827490445080202	0.113318110203021	0.0699786257426619	0.0830845434474229	0.0883352877446106	0.0503938943568121	0.00257268328441773	0.00338884588080701	0.0282855672481285	0.0112821417623848	0.0434165971390058	0.0354741293820307	0.0205288159852467	0.0329568815814171	0.0151285956765977	0.00423453975152399	0.0423397835607169	0.00711399643923583	0.0527493983879797	0.142741450301994	0.00842779919778081
FOXK1	0.0981371577953263	0.144721292148559	0.0750119819751752	0.0890803203258952	0.100433202977984	0.0284118477504636	0.00152385971917401	0.0040509281330372	0.0248493052819451	0.0127137663081401	0.107606442615584	0.0510320936642715	0.0249414434433677	0.0862011147796971	0.032664613832836	0.0165651479270782	0.0794869986927127	0.0158434854495371	0.161151605363458	0.181032528314795	0.0164622314725097
FOXK2	0.0756404774981633	0.14616956753757	0.0687043514741228	0.115596509220208	0.0621138345619315	0.070165768251105	0.000943543952721559	0.00311706898831188	0.0265861612091993	0.0103563009502982	0.0744254587205969	0.0373373314076118	0.0147659742835801	0.0733475156429637	0.0344954995425302	0.0132058429369937	0.0600962948684973	0.0170840395024292	0.131299614992941	0.141862926179169	0.0201573799866569
FOXL1	0.127312787600851	0.200199371958289	0.140466418961061	0.169931446306154	0.068678135188028	0.0295124226702865	0.00123578036300442	0.00350358620073543	0.0315320171344712	0.0127533226580235	0.0721068743915798	0.0501976822535619	0.0324900850298472	0.0440472036985856	0.0189232811189576	0.00680212998214702	0.077459830428303	0.0127125966226235	0.0692020824704204	0.15701428045845	0.00913150875909785
FOXN2	0.101402782357893	0.158563600713441	0.0945859870645407	0.128121908310568	0.0767893190381073	0.0278478192671873	0.00103431100760953	0.00354227574489274	0.0329019677325701	0.0136338079026119	0.0779715539188691	0.0639186864175029	0.0316684962291738	0.0945707360188464	0.0476886883912191	0.017266472039329	0.105700581489715	0.027007309165104	0.0957585012526838	0.142512150682382	0.0175938745374671
FOXN3	0.101064091839321	0.141983206201427	0.0610893319603909	0.069221014318843	0.0758376766720984	0.0433187139451334	0.00213686396873358	0.00370577000344241	0.0199558051327713	0.014354606544649	0.0696611354935449	0.0739968758171222	0.0322045692896986	0.132948655158487	0.049103364851393	0.022227470952776	0.0748015409991455	0.0228856727575323	0.124382761534175	0.171600531534137	0.0100096125118609
FOXO1	0.0864032450239821	0.2178276033938	0.063960362263263	0.0865495447527412	0.107328214366487	0.124172440770158	0.00202759325032054	0.00344173187284058	0.0384494070115211	0.0173731904241551	0.0558635987727792	0.0513447490721123	0.0308779615215957	0.0505826681932693	0.029947855573535	0.00673816412144834	0.0692932872982711	0.0203252499314976	0.068842017959014	0.16096180707805	0.013122794556005
FOXO3	0.112083277309728	0.213713479920854	0.0912319049649817	0.112068978204494	0.0893953172307449	0.0588457208692109	0.0019023740511328	0.00438496109194741	0.0293039017660364	0.0169710418272581	0.0777773496557046	0.0554367209700694	0.0283049896709892	0.0523671064542846	0.0233472743436552	0.00773273952814912	0.0729604514088055	0.0180126795345105	0.0970488877303062	0.184101053095627	0.0135922033682939
FOXO4	0.0619635378850387	0.134794829123692	0.0377946569868531	0.0979221320467892	0.0394288274681106	0.0265170182307666	0.0028648521829745	0.00310398050951421	0.0197545869929356	0.0149262148351414	0.0269317363405441	0.032833333079292	0.0202519146135934	0.0254869496995627	0.0202168875397829	0.00295363772659885	0.0510943349225279	0.0201361825650623	0.0418407606471133	0.0758724408873622	0.0130095738472615
FOXP1	0.0982320537439636	0.151768346822693	0.0744841105965693	0.0904095478986197	0.0878987591600217	0.0261693678257054	0.00159041487308631	0.00404980006115752	0.0241909308438774	0.0135212772492306	0.103642233641244	0.0590408125019011	0.0263771254997299	0.103226497295914	0.0414824688998225	0.0198057342727652	0.0872907860305697	0.0194592448061868	0.155883156244302	0.176375083868752	0.0182362490452349
FOXP2	0.107676556043092	0.153988990696217	0.077183569601002	0.0870414941138838	0.0855735838962997	0.0278191330972618	0.00164512035596931	0.00365713827808345	0.0226134892209328	0.0125186098452169	0.107746309714564	0.0662870701334689	0.0283001156296249	0.0984497180670705	0.0391998555261428	0.0188967796637239	0.081948424817419	0.0184657283742657	0.139195909627439	0.18977021743811	0.0164005290557407
FOXP4	0.0406008705975655	0.0686114475706345	0.0242036599538631	0.034798052864266	0.100738603802331	0.0360355518164072	0.000752989143459004	0.00137672220053398	0.00587337902657836	0.00604294059809096	0.109250169701885	0.0326537068514752	0.0115985324878163	0.117663910273707	0.063524156184975	0.025445087346831	0.0203996378601961	0.00548723611608859	0.2804867737221	0.138039230309378	0.0214416114647232
FOXQ1	0.117127216747962	0.193965813698566	0.119970438051624	0.145516307423021	0.0776405805265626	0.0415603639546991	0.00138055882387811	0.00432761128217718	0.0352823660789136	0.0155489542339089	0.0754898272779833	0.0563308224507831	0.0297293547811942	0.0568445467646616	0.0261405366509453	0.00918957437268797	0.0744608017031276	0.0162212290145957	0.0813239820323322	0.167519694976514	0.0107129059758223
GABPA	0.0936295677187602	0.204294810818093	0.0789093239586766	0.0940192908446404	0.0971953709647499	0.0772163180456571	0.00107553072566113	0.00417637433289419	0.0280813932221015	0.0150414917169022	0.0759190369902452	0.0520159418548539	0.0282310044441021	0.0470980427239405	0.0227821306624399	0.00794623309202569	0.0556093958240281	0.0144133085240344	0.0940252543999732	0.181799580267099	0.00981941229393024
GATA1	0.0966415396233363	0.132314567336551	0.0717469018327761	0.0824531661608634	0.0614670812477272	0.0192784866263094	0.00186550697784438	0.00464319058858897	0.0346735297973666	0.0168059099850086	0.0900647349382689	0.0521254884869328	0.0186835279143566	0.0676361430016132	0.0281721486253151	0.0119462940545259	0.0950431401142855	0.02553416416956	0.129830992514239	0.182210142642552	0.00883021581428667
GATA2	0.113667882887498	0.190977191205467	0.0900444373520257	0.108658169201252	0.0885405006214158	0.0401730265389151	0.00270868837356242	0.00416752067935333	0.0221795306166839	0.0143415207489036	0.076959300767214	0.0549591547449584	0.0259925394276881	0.0558556888969806	0.0273548074353439	0.00922215344579047	0.0954266184827374	0.0198191667797611	0.0862195479725215	0.176148301158592	0.0150417025564596
GATA3	0.0953099467521359	0.243206274951308	0.104849192629578	0.147691677588119	0.0680160515875248	0.0587354928945122	0.00594282391976342	0.00478322256507513	0.0280289331962705	0.0209650109221895	0.0674843313422572	0.0486349180585699	0.0330297057807754	0.0375523103583946	0.0188012580864158	0.00487099402811308	0.066819458117758	0.018033719368541	0.0710702602509712	0.151146713453846	0.0172428149847746
GATA5	0.0769240996136217	0.128120649635089	0.0620451374529842	0.0621140821257024	0.163046513220821	0.061000727657911	0.00119973181314981	0.00476548436527391	0.0205940260580375	0.0141091001452786	0.0879292211700625	0.0387342223720292	0.0163934483953253	0.0482046558185701	0.032904437701058	0.00703969452366338	0.0621110970451221	0.00940189703471594	0.124935550029047	0.21717179580429	0.0346396270383793
GATA6	0.0997264599701999	0.176495869639842	0.0781418898928644	0.0984645348875607	0.112551691639575	0.03839313035799	0.00115979974238345	0.004591880928836	0.0303013063159095	0.013940447837949	0.101793314755651	0.0537082452004648	0.0237325741633162	0.0655807943023619	0.0351457215893491	0.0124680476656075	0.0858654289478119	0.0144909117025293	0.118536969946456	0.190612527727212	0.025871997084307
GLI1	0.115577438261783	0.201364770068261	0.0930804299761859	0.129521404775679	0.077896140886796	0.030062615003592	0.00161497694898149	0.00339717988615329	0.0288267750113191	0.0142100914990289	0.0922166403978125	0.0630171145772017	0.0397408227829247	0.0690100402654049	0.0254219571635155	0.0127469907246947	0.068197934650989	0.0135318864381356	0.0833432863184549	0.179397560506047	0.014609505445367
GLI2	0.0944846376845141	0.0918187636746535	0.0488212875399502	0.0348186449862267	0.0572082915157098	0.0133121810403355	0.00165175833286912	0.00387607233781462	0.0190164589382852	0.0084550758155465	0.0726311260293117	0.0536329366687529	0.0300441031717288	0.0493917266923937	0.019612825454273	0.00708306369038236	0.0411019512290124	0.00941380288856508	0.0778398308169427	0.172814558372277	0.0109658296551931
GLI3	0.00823861146887772	0.0142077737862284	0.00544385921826196	0.0112924755535916	0.030425522896366	0.015896577970254	0.0105032318988962	0.00524977501367929	0.001798222420894	0.00594852231013077	0.00443343172081345	0.0074220451286775	0.00785463851543899	0.00459397244843207	0.00416364342562525	0.000424977608263433	0.00767085976415527	0.00968500258811689	0.0084134063030793	0.019881841500125	0.0399104213746321
GLIS1	0.09201363402195	0.155614247073661	0.111529431829398	0.132957286228015	0.0917422197242261	0.0284842001994631	0.00063791594539031	0.00324868538001399	0.0413247866352887	0.0109744775639318	0.0578825855270252	0.0576892585100419	0.0351682164424293	0.0785736337596822	0.0429281086350097	0.0137870336216456	0.0636946640791487	0.0144110277280078	0.0426710555051842	0.17393238574415	0.00804942915699125
GLIS3	0.0994439075335017	0.179772386190109	0.0702473280787427	0.0874742728525715	0.0986584549108316	0.0356407016352053	0.00114687902365218	0.00528857410253181	0.0664721947763445	0.0190003590874005	0.0916374968888537	0.0552415467100993	0.0256081305474243	0.0683899583440626	0.037293910806667	0.0128027750307653	0.07959114725845	0.0131274275023107	0.104048075948294	0.193258627067306	0.0154912769870529
GSC	0.0549366844631528	0.122126565710954	0.0253212688566771	0.0590086564050999	0.0685216442273124	0.0452795732246757	0.00216470468512753	0.00196179299816135	0.0260243327222116	0.00961551494998703	0.0212810145182641	0.0253175186628924	0.0226662329066311	0.0165621410741563	0.00991239305310077	0.00103046994132416	0.0334352052053122	0.0106404504978348	0.0378796114803451	0.0821956426708703	0.00484968700030908
GTF2B	0.117578134014864	0.178956158665773	0.0955656955271551	0.104884670096953	0.0878978971999225	0.0332894709665209	0.00129621972842164	0.00449939881275463	0.027677050067194	0.0139400525691447	0.101338987098346	0.0608960582827913	0.0231458275868079	0.0641117742219938	0.030048463685611	0.0123153991514684	0.0933554373173135	0.0180745876108678	0.106614391947679	0.177571544692114	0.0173918943303742
GTF3C2	0.104793707688336	0.133074306296986	0.08500152363272	0.0764419527902396	0.0741438238760003	0.042610796928726	0.00167740673388006	0.00295053653900179	0.017142608775095	0.0107247533255412	0.0817280759764074	0.0408085156074656	0.0205788445618214	0.0484126451848579	0.0185094059715614	0.00755913002210495	0.0659501786136781	0.0140570630210056	0.119731469968718	0.177730017424443	0.0385925502892094
HDAC2	0.103833365963386	0.164928747308159	0.0778375238488077	0.092660043905248	0.0910899682127905	0.027365141304628	0.00147399252197256	0.0038886181972716	0.0278573898079765	0.0138319648793839	0.125206897761012	0.0535307708159865	0.0249169009266524	0.074906231783136	0.0303499890877251	0.0158883460032779	0.0813333127945415	0.0151629900975874	0.14250712476853	0.191441641716516	0.0196695040950133
HES2	0.0982650630148297	0.251296534060537	0.0799563748132389	0.154010050195842	0.0459621134460119	0.0441342518909257	0.0013235062255661	0.00231470882241924	0.0473624859033221	0.019459447662748	0.0538841308694381	0.0388211563366067	0.0284867145561302	0.0241447497764413	0.014846545105258	0.00256642505287641	0.0815397516352083	0.0240869721004727	0.0667788875104562	0.103918971644246	0.00740067434856762
HES5	0.0364059633602249	0.0396449384680649	0.0326816153501183	0.0238571316506886	0.0563623938303661	0.0225668744784016	0.000845499070526334	0.00665512146771097	0.00956507209217039	0.0118459864745201	0.0183053364894779	0.0229492512360213	0.00596041855022666	0.00987890470937003	0.00747957451655756	0.000827655909620972	0.437190592075551	0.0864643993773186	0.0204222695962191	0.0301743180596324	0.00643230247015503
HESX1	0.0699484182272334	0.102838607623759	0.0675462946609072	0.0618427013851629	0.062990639084458	0.011901772445207	0.00260239595872047	0.00213338566046517	0.0123226185742534	0.00625148503195783	0.0579332827110987	0.0229618571853069	0.0216143923150306	0.0610425067101348	0.0507247797115822	0.00917918992901334	0.0768723686593258	0.0166716589028147	0.117617590348191	0.070434675064974	0.014814607919583
HEY2	0.0447419989431381	0.112864418955564	0.0159715236942457	0.0501781716187641	0.0387881674273554	0.0237223009414684	0.000326341980188105	0.00139868419216804	0.0221878173643675	0.0088834732268761	0.0197790485078282	0.0179702163974461	0.0100001689075393	0.00875217235112058	0.00620793585571366	0.00120423503043832	0.379545871294928	0.0783619154441052	0.0198762767352195	0.0276861868017366	0.01019277336867
HEYL	0.0521992792174817	0.12351051146535	0.0249386729742028	0.0579646098531538	0.0888759128605789	0.0274486023903836	0.00177861438707516	0.00599500585418877	0.0527179630161753	0.0181875663868619	0.0309989370535693	0.0202888346595024	0.0216171142490325	0.0203539328781577	0.00833583252868664	0.00169989904191092	0.315006647207475	0.0845190852788498	0.0351211395592448	0.0513405408778315	0.0072841675325761
HIC1	0.117752187631553	0.178076067378983	0.0904395113991051	0.0990414021300593	0.0943638835460459	0.0317239178118778	0.00147532659610972	0.0040945548601351	0.0283082793067418	0.0137876760565452	0.101339104395086	0.0571764067004062	0.0246329036446848	0.0625591782596095	0.0295826192268298	0.0118649672943988	0.0888534341372205	0.0149609560896491	0.116155376184929	0.19318410334814	0.014373234085298
HIVEP1	0.0947985677841354	0.0821434837073031	0.0672751575821522	0.0296042678281809	0.0596679966706055	0.0335056888010385	0.00147507722744289	0.00430972896959969	0.0103487642169606	0.0098521485709	0.0363921493554374	0.0309492856165071	0.0108492573444999	0.0346284715388474	0.0135730181504554	0.00379388515566847	0.0543483770507586	0.00783358293846859	0.0487505302276102	0.0929590390181717	0.00921803033987278
HIVEP2	0.0907865546759284	0.20612428578086	0.0660146562186954	0.0638258199784071	0.0821135491338476	0.0820216390027959	0.00281469223659958	0.00647584571999993	0.0380200499608342	0.027737293617548	0.0458065660103421	0.0396248251077619	0.0244100490486312	0.0367028537630359	0.0213006165110159	0.00470540926179253	0.0659962003380822	0.0140644354395608	0.0489486507605076	0.14854923573799	0.00906593222066654
HIVEP3	0.104709069510647	0.234726190517784	0.0863459993503396	0.136129670887988	0.0832301891306797	0.0427746380923526	0.00196689832973596	0.00518177795509889	0.0491069965884623	0.0211590554127304	0.0813647170970673	0.0512493593418035	0.0300120233163024	0.0505341210187675	0.0264444341760377	0.00977703146448072	0.0804582191652498	0.0157740353412024	0.0770010681575102	0.159131859933147	0.0144846739954521
HLF	0.0710039182991993	0.160057366230573	0.0727839273476244	0.156806068785511	0.0857790918743788	0.0359822678957563	0.00324570548721137	0.00345710615766304	0.0304006563147006	0.014266190513226	0.0727502961836214	0.0428027130353502	0.0317462239236416	0.0806110454883033	0.0408998079259485	0.0137350930407053	0.057045601920016	0.0148289507024409	0.118724860104764	0.163145344482578	0.0123739324107364
