CD8+ Tn	CD8+ Tcm	CD8+ Teff	CD8+ Tem	CD8+ Trm	CD8+ IEL	CD8+ Tc17	CD8+ MAIT	CD8+ activated T
MEF2D	0.122250115388461	0.0722516614701157	0.0975111478072408	0.186309505447921	0.243163878766459	0.196068121179388	0.0433582005310186	0.057078355069889	0.100584884270753
MEIS1	0.00323169881475827	0.00333705987114319	0.00238269892660559	0.00356389179482575	0.0044755115433085	0.00312121777357344	0.000842200371590218	0.00185234887084673	0.00235393180353505
MEIS2	0.102177439813452	0.0530659662998568	0.0680818734909601	0.0967062781941002	0.132547999288252	0.110204599508806	0.0270344538042114	0.0388054787374282	0.0515155070350872
MGA	0.134739735506689	0.0641360977677032	0.0848157181762441	0.170623263616462	0.231776569080359	0.140025205700988	0.0324858473398031	0.048612423026194	0.0879437099789697
MLX	0.1112254932203	0.0570561348856548	0.0718804871947905	0.120538784195689	0.156714242846535	0.131376321490923	0.0344101710125724	0.0459551367139517	0.0759703919385343
MNT	0.148751167759017	0.0879006311399722	0.10176656585729	0.153364618318319	0.184643734883723	0.141093462087355	0.0336719787596775	0.0651017909159779	0.0878684067936095
MXI1	0.160983553573734	0.0935557926516469	0.100663988575249	0.187590545641865	0.253655456631973	0.196228253005236	0.0445342575811478	0.0661353899758172	0.0940077819427424
MYB	0.170712011245486	0.088489521603109	0.0850233726232287	0.18385870210279	0.26713168324894	0.184419462378856	0.040501915113873	0.0629098827018802	0.0948744397816061
MYBL1	0.135003451958815	0.0844849196661767	0.0967904049957669	0.178536932788961	0.26646811939639	0.212105387028157	0.0478489666543533	0.0691455821352556	0.0946884901696518
MYBL2	0.0307221977177309	0.032979656487467	0.0151832402571259	0.0278184086602068	0.0252042764152404	0.0155515805815584	0.00684629896198596	0.0185975780038838	0.028222340818799
MYC	0.152216849086948	0.0770584727157361	0.0883164145645716	0.192071250273569	0.272889197173356	0.20789906723448	0.0500684313109833	0.0666418741937653	0.091948730744106
MYPOP	0.0534446426156492	0.0462759569420813	0.0460146563307635	0.0554684806322497	0.070579965000906	0.057311196629025	0.0141575225516855	0.0299240793811631	0.0284484343940362
NFATC1	0.102112677801859	0.0593270278498182	0.0543523124543099	0.202528077076695	0.189826366579174	0.127171272667677	0.0451969142881096	0.0536737105714679	0.112120713166896
NFATC2	0.033822659326511	0.0459073662161134	0.0856822757727315	0.201677942094356	0.105225788530995	0.0676138723756005	0.0206156419844814	0.0499084886111559	0.050609785705627
NFE2	0.130830871509824	0.0659618923873537	0.109545104886544	0.16777008034526	0.206949692693484	0.155362786112161	0.0352055122286852	0.0543534751109789	0.0796878846649168
NFE2L1	0.0238066315848038	0.0127847558107442	0.0185628645663996	0.0261952812269066	0.0295884441430491	0.0279849715233841	0.0102429721939179	0.0102695563707796	0.0149916174906561
NFE2L2	0.14228188617552	0.0733445893088923	0.0831339600250738	0.200089982462012	0.276668713838871	0.200288864523405	0.049057868336699	0.0643733545935319	0.101489180327462
NFE2L3	0.0961120600456469	0.0500712263628829	0.0757127969776248	0.135235296434652	0.168580414680537	0.129525175326565	0.0544304186377713	0.0539116799789945	0.055231320069524
NFIC	0.0681607722468306	0.0391061386160492	0.0377750492815067	0.0589174557652977	0.0814772215659783	0.0598316427518296	0.0168405156709257	0.0256369464249737	0.0389133928141341
NFIL3	0.111701014307331	0.0619345057613506	0.0942605813857678	0.181157074550501	0.257527023669614	0.234769842456057	0.052986692137734	0.0612671375786599	0.0928933168682556
NFKB1	0.14208317633599	0.0778028629521499	0.0843008608136251	0.196468342685241	0.281708431500965	0.189110668095881	0.0488813044935774	0.0685976453758067	0.101664184420093
NFKB2	0.13587422910256	0.0747877805128777	0.0831411237976849	0.202747599170146	0.281524799741948	0.193477681202165	0.0526418613987537	0.0678214787333685	0.0976680015542379
NFYA	0.132223433972107	0.0652563616223127	0.0938795768189868	0.201241217217959	0.260798373647701	0.201627446976589	0.0459322621862228	0.0576501371534541	0.0865600997393766
NFYB	0.112805638277254	0.0753483717117338	0.106514062036395	0.159693049212576	0.208515041825763	0.192469601158103	0.0384353200826054	0.0481682075151576	0.0617467192900857
NFYC	0.140236720327244	0.0710197928335066	0.0979672238141766	0.198482218639117	0.24417720742423	0.203732878905742	0.0510615940813164	0.0622556699642379	0.0924858771878512
NR1D1	0.126751866635469	0.0818589224629974	0.0853642703442576	0.162808363355466	0.288320216163665	0.20034058248417	0.0691210580547638	0.0835594148491225	0.0826981656565487
NR1I2	0.012839791950783	0.0126528107757594	0.00939762373136788	0.0122937261879836	0.0181383609438064	0.010698242538339	0.00401552143461892	0.00478099624551753	0.00992198812021727
NR1I3	0.0690069437075413	0.0329007541530894	0.0399902362788919	0.0740111592923843	0.0934303583272053	0.0876915692507383	0.0220909303434872	0.0268090733842685	0.0487504379972591
NR2C1	0.0762226976159253	0.0700810935000702	0.0519692596860684	0.322181979596466	0.150587665257786	0.0939836628908295	0.0249741785302692	0.0846420496469327	0.0631868308748547
NR2C2	0.158027366399342	0.0810070183321913	0.0996372101029909	0.187806579148667	0.23557138016298	0.201681160176267	0.0449687220897709	0.064413706078994	0.107724798870251
NR2F6	0.168430412773518	0.0820337446470384	0.0904219809498722	0.148857599602683	0.187991703445924	0.134827069576638	0.0250390170681717	0.0486806638044365	0.0859476784414457
NR3C1	0.1506708090608	0.0786111198739088	0.0921875710141835	0.192065366165055	0.262036625734866	0.216163708116109	0.0506709122290337	0.0636711398970613	0.096770776654192
NRF1	0.155962861063641	0.0761122520589178	0.0892934177494649	0.183306153134754	0.24260022458708	0.18015609959344	0.0412557401129503	0.0564048880186701	0.0980404379841877
OVOL1	0.0548108073033372	0.0374880145249616	0.0546169679818271	0.070230723846228	0.102655374964467	0.0948047838817987	0.0298480200536865	0.038015334111938	0.0416462825090108
PATZ1	0.150323328883387	0.0834550408555621	0.0946485619357984	0.159763457500477	0.210834097245755	0.188788861456282	0.040772263660879	0.0636459821258584	0.10766142348376
PAX5	0.0938677680503927	0.0529329838375747	0.0746415918638886	0.114605580467611	0.135137191061033	0.123506976044179	0.0451227827018926	0.0539117073564249	0.0650934931767649
PBX3	0.107252135730659	0.0745040680768159	0.0773372896926495	0.12377083231274	0.148355844785099	0.167340198253834	0.0335837633589608	0.0444927215029624	0.0645115836812042
PHF8	0.132303561375748	0.0773057229208698	0.0917795435984669	0.157335068007208	0.199582019301787	0.20036640746794	0.0440516422178567	0.0561936178107234	0.1004352330381
POLE3	0.154581248203804	0.0706896794063596	0.0960567080806157	0.184125720041794	0.256092635349979	0.207989848661372	0.0484316605033961	0.0626880152741879	0.0872609736429029
POLR2A	0.145673073125745	0.0769799636074199	0.0902125130233256	0.199687027545879	0.270599235432581	0.197076630286342	0.0480764978072211	0.0647791036312328	0.10290755566312
POLR3G	0.0891910519875141	0.0536350450399088	0.0665885715956558	0.112756328351563	0.123849505230531	0.119770229878878	0.0379893508969906	0.0466296501886462	0.0667414027015552
POU2AF1	0.140574485045532	0.0754796184586592	0.0838068246554087	0.189323410449127	0.226437665493603	0.184890163208708	0.0545706295719521	0.0555874235648218	0.094005215153108
POU2F2	0.0201855574022719	0.00752479462470301	0.0180471509909294	0.00487490333466312	0.00492661296615793	0.0121353215273514	0.00554962184012309	0.00500641202869745	0.0119080153335875
POU2F3	0.119580866832089	0.0676755323884362	0.0877295546561021	0.152922033322614	0.192603545257595	0.165087474205899	0.0372304634918134	0.0527676794195925	0.0902250696842276
POU3F1	0.0869034806506005	0.0417490325300891	0.0369105677629027	0.0832330533097185	0.118828427391775	0.112858693325443	0.0307162560422595	0.0289339658555421	0.0311401848310627
PRDM16	0.140316152806853	0.0670464606745207	0.0706805259358735	0.149885059929103	0.201900707254983	0.178925766397603	0.0452840468351368	0.0587256289972281	0.108936989079203
PTPMT1	0.0278194074533845	0.0386058418899383	0.028051626419074	0.0190852109173887	0.0267412517773672	0.0304688987225877	0.0107924268177513	0.0208332148526057	0.0215623097319767
RAD21	0.159088455826531	0.0832820070991837	0.0989024693302224	0.192478002823484	0.249653408826544	0.210575127469773	0.0476138020484238	0.0642632157990844	0.101291755982798
RARG	0.115766175464849	0.0447172527782251	0.0522876028023298	0.0708269512681589	0.0931699892307939	0.113614522955302	0.0283218265772943	0.0686623807131312	0.0839133420436552
RBBP5	0.155469227331737	0.0802990105783471	0.0880841208301821	0.183218852543937	0.244967131065481	0.212385765477879	0.0485001269401447	0.0589344718446382	0.0934728272560919
RBPJ	0.0236968590591213	0.0574059596266411	0.0617362134514114	0.107998831513497	0.137638119637012	0.0655133548502116	0.0817071043748234	0.068859863316216	0.0310658780099119
REL	0.113652089748962	0.060238481120938	0.0665633623683504	0.207099666892794	0.300462105102754	0.18613256918969	0.0504590458475813	0.0586240296140191	0.101915895070083
RELA	0.147851752642122	0.0749960017556039	0.0964954744606051	0.198487208195337	0.250948075336584	0.218503146460788	0.0498655831687399	0.0651122124794604	0.0990358905900809
RELB	0.124402108106798	0.0718356355635672	0.0786828736470251	0.205744376797243	0.28484782447119	0.185880291773258	0.053738823065088	0.0712011544527383	0.101389568789317
REST	0.160073011512185	0.0848008066236127	0.102394469360083	0.186212523983439	0.24416073574455	0.217693066591106	0.0468036985179281	0.063854086640122	0.100066697484541
RFX1	0.0726912582261718	0.0371360871692819	0.0536209084620595	0.124388134534339	0.201174440093387	0.105225655534536	0.0364952709409395	0.0491099873412701	0.0541828156842828
RFX3	0.0834327537185227	0.0409398481718986	0.0428971955498535	0.100234106568813	0.131287663839892	0.137315202549191	0.0380581869399829	0.0320111557357436	0.0677817643674701
RFX5	0.146123512415254	0.0791673748465216	0.102773529455485	0.18474830966136	0.254270741468517	0.194439086556344	0.0508334804172166	0.0590536152161665	0.0868967419394522
RFX7	0.121447989385616	0.0608380512276919	0.0726097614795943	0.137926764756236	0.188750095678381	0.111758833379484	0.0236160773710881	0.044119072433311	0.0607178319226491
RORA	0.121670542199387	0.0770471574172603	0.0765031845613774	0.168353895618177	0.302347470686118	0.187562056900656	0.0728257264405893	0.0820867089631115	0.075272560135229
RORC	0.12914405746257	0.0795547425557734	0.084686700768291	0.166915422842086	0.28164241014792	0.201309490317969	0.0740966639969258	0.0917711406593154	0.0808785043995439
RREB1	0.159104412573027	0.0766228957421997	0.0836084897275348	0.174812769165064	0.256164016010933	0.194218414628536	0.0420311010551747	0.0592262186677333	0.102115270678232
RUNX1	0.14253524434839	0.0785624353659342	0.118437220541033	0.194336677434635	0.235360712151122	0.18756240397212	0.0552810327437857	0.0676081164978042	0.0825984918367054
RUNX2	0.143956457028012	0.0900543215847772	0.062046605924726	0.118092242452368	0.279763871487151	0.173222837693232	0.0664453267749795	0.0930018069159732	0.0722590976002745
RUNX3	0.085934769455185	0.0519278820082042	0.077110339200429	0.183677891828981	0.257051711764308	0.265247844703188	0.0590352377931683	0.0563930863951072	0.073009825778718
RXRA	0.125759939056592	0.0692717217534123	0.0911768503126419	0.186482136568287	0.258044092524874	0.189810204309077	0.0523930653216657	0.0684913906218044	0.0920424917826796
RXRB	0.141193757153822	0.0765089954009792	0.101494661583289	0.142386248546968	0.175968851680972	0.171809131059792	0.0406716975825789	0.0675697213945353	0.0877173463740586
SETDB1	0.152579389726155	0.0845429237891228	0.107023759450093	0.175292675726682	0.232109213213117	0.20382779303841	0.0430862264565836	0.0600619727585219	0.0951274539088408
SF1	0.178638461529643	0.0928594393205731	0.0900546289740897	0.182917902330884	0.253804455967957	0.18343045508964	0.0416426406484971	0.0618718732687046	0.102890304237337
SIN3A	0.158834414793555	0.0823490720932403	0.0962134889304637	0.193769395961797	0.251559089737216	0.195489997777826	0.0433431703732837	0.06315404042813	0.10373716954855
SIRT6	0.133804624052791	0.0604874772224544	0.0660627735973391	0.135740398082498	0.220106715583196	0.179183570931768	0.0553472935472634	0.0544754978112407	0.0692990542283707
SIX3	0.109306819851675	0.0550319167418422	0.07318480665359	0.161526604819228	0.184574444333039	0.157834888865745	0.0397812349867083	0.0558579954238377	0.0735878580262325
SIX4	0.00623557637051142	0.00609797648586974	0.0104555341363142	0.0180892548449987	0.022613602999233	0.0481689235702372	0.00853941912981115	0.00755403036824842	0.0145598959476891
SMAD1	0.0156891808301474	0.00582068032558314	0.00365775958422232	0.026480529008455	0.0145289784761938	0.0194834344129244	0.0262719576412135	0.00549358902108965	0.0182346454451441
SMARCA5	0.0195465151845947	0.0108961787165032	0.00940666854858185	0.0152413657464842	0.0201862422356635	0.0205712232751045	0.0108151078328776	0.0123552062897526	0.0153826642881425
SNAI2	0.0856579974710486	0.0345187477445775	0.0899363351029564	0.0539178042894423	0.106896552606724	0.132497261402432	0.0487093531667719	0.0538881961131595	0.0490885268495327
SOX4	0.175065162412767	0.0841626711645862	0.0912914358688994	0.18605823879563	0.248528607139163	0.205637295788722	0.0456900304447344	0.0628211209335361	0.104016334495121
SOX5	0.144450408818327	0.0581170098603874	0.0816553044350672	0.161818872128462	0.214210517252608	0.136225435924256	0.0340355413190297	0.0455350368772163	0.0690182140013856
SOX6	0.106029862345166	0.0691603035733623	0.0494534490770573	0.116640332469107	0.152063079398684	0.101861406322771	0.0250159148946374	0.0458717504987224	0.0827271722633905
SOX7	0.0845230016246467	0.0469764309324942	0.0588120039275347	0.0978391673669812	0.139544121242983	0.120420188787083	0.0336382494621453	0.0401504316408955	0.0663010234083691
SP1	0.142969764448565	0.0677573278104495	0.100136534803847	0.218659964502095	0.212409736267162	0.142478466261628	0.0346547231651867	0.0542109530554999	0.0665167019879009
SP2	0.149650837899259	0.080487042397171	0.100303242715648	0.190874415741881	0.248203740008289	0.197480777499342	0.0456085591988392	0.061706105024487	0.104093343533434
SP3	0.1698998227193	0.0823040589918698	0.0907915977257524	0.172095892355734	0.235983338765594	0.183949337423784	0.0374859685789393	0.0579311888326344	0.104293223293016
SP4	0.124055254187459	0.0751917541123843	0.098478540632134	0.183964068618942	0.234323779242369	0.198838016799095	0.0468626904171282	0.0635988823223332	0.092434892036514
SP6	0.110753157562006	0.0606707999996554	0.0580755551544384	0.187989374679719	0.309745706549498	0.15914290211649	0.0412582551730379	0.0597814482154159	0.07946106372833
SPDEF	0.0720800251451131	0.0430868790401535	0.0599380827475982	0.0869057058258487	0.130186741983468	0.142190666269569	0.031446615633131	0.0489999529145989	0.0649895968003033
SPI1	0.15735448875277	0.0780183543720245	0.10663483802448	0.209372870891257	0.237880416356489	0.189074522266175	0.0418157289480143	0.06173839546425	0.0900682453625393
SPIB	0.150478864796111	0.0576404958163944	0.0747937866299331	0.152583736020536	0.196944691346448	0.153405628721359	0.0283264015031881	0.0434200666262607	0.114598152570665
SREBF1	0.18293363744153	0.0851759883569144	0.0926980550292149	0.183333661824185	0.24870392645455	0.194932616567095	0.0451797498861529	0.0661358208070266	0.0939367305014848
SREBF2	0.150757853836437	0.0792770443525603	0.0932364408196612	0.193528657434942	0.259420133580931	0.201222774396562	0.0526916664076923	0.0687555906234781	0.100928829883976
SRF	0.134683436681941	0.0746183361024362	0.118070146613559	0.186199183695433	0.229815495633528	0.202859973442339	0.0461593191721159	0.0629964485015042	0.0977956657203649
STAT1	0.150598656299718	0.0798594206445545	0.0973564858027184	0.194508098293697	0.250633915969225	0.22105367464586	0.0521032129101192	0.0648406707497822	0.0941879039077415
STAT2	0.138990571599215	0.0759055203311612	0.0972150953479511	0.202289344825021	0.245883790832093	0.209639863320704	0.0526641423312122	0.0642908905802707	0.0937224200728098
STAT3	0.154028522078756	0.0763196913347858	0.0868516311179731	0.187844908021374	0.241017942185892	0.199736773525729	0.051165014646409	0.0582852837328504	0.11051580280042
STAT4	0.0168441629585478	0.0165438402186583	0.0243177923452471	0.0514537763695826	0.0656962915131879	0.0386299946901165	0.0187450437883445	0.0275891599669914	0.0204191841286482
STAT5A	0.154661765410188	0.0775599053456389	0.0909516660264559	0.187881337808781	0.241794595332076	0.221028796478592	0.0476812402307912	0.0627857043274056	0.100690688989776
TAF1	0.150502415456559	0.0775165604394374	0.0943998762413047	0.188843443264375	0.24871231338033	0.214413297406911	0.0490779169150715	0.0618198164275088	0.103779636431908
TAF7	0.157594123602231	0.0770997029380678	0.0899036513947205	0.19047130521118	0.265032216671629	0.217406870755166	0.0484739483176753	0.062455162968812	0.090566069029158
TAL1	0.0810329247822793	0.0372823831579686	0.0714156859204164	0.166518395580227	0.231612296634383	0.135361526769634	0.0468535642688257	0.0512720841327776	0.0702035782192323
TBP	0.0160746622048589	0.0130208221393472	0.0138222097734529	0.0153686533023096	0.0162936106544247	0.0209372147317204	0.00797312007533879	0.0080081586394225	0.0162405820981946
TBX1	0.0470616833306914	0.0240564539186432	0.0526420445392938	0.0911295237395144	0.121776853776423	0.270879608289953	0.0339803744925549	0.0269858077513955	0.0489226438954724
TBX21	0.0786184578173534	0.0677511385275515	0.186749109020354	0.248209293255473	0.195855671533407	0.18260849676775	0.0363958350864274	0.0765730273233437	0.086229120141747
TCF3	0.0739246807835612	0.0380799551456084	0.0369888098555092	0.0603560291594057	0.0748936154103205	0.0670545000473994	0.0197436833981565	0.0280028398957287	0.0421499583504034
TCF4	0.0160755602925392	0.00368010254801421	0.00928766061640163	0.00998475006521504	0.0189950920356886	0.0125626043668225	0.00478209763543125	0.00461035933093301	0.0128897262813631
TCF7L2	0.0973311180035856	0.0393998050693845	0.0523111172990127	0.112904222912646	0.147768571459462	0.148405277336477	0.0227397091037098	0.0361434259055234	0.0617515534536327
TCFL5	0.152810719570877	0.0830094714886338	0.0895115412328785	0.132508006793992	0.17719642366698	0.181089222097461	0.0366587148006844	0.0596675030364147	0.0862193041868999
TEAD4	0.127807297198558	0.0479362872176895	0.064172767040191	0.187450451140465	0.26613538981648	0.0912696143387689	0.0393313899919452	0.0448443010574768	0.0879815778988272
TEF	0.0894838707465845	0.046733314165195	0.0544556426451397	0.0859305682833476	0.106368362682974	0.0971047957119133	0.0270356396212097	0.0306504102152562	0.0608847298881731
TFAP2A	0.094436730560812	0.0616058662700392	0.0436068464680861	0.101389018162708	0.12733020865132	0.0785048545358545	0.0223032134685966	0.0454524448087946	0.0632004546257811
TFAP4	0.196608063488558	0.103120121270848	0.0617789877186932	0.114709639040105	0.145077679957244	0.10782573305269	0.0281443487346523	0.0572927183330769	0.1073789819683
TFCP2L1	0.027540943427438	0.0212558070320014	0.0226408959588104	0.0298289830542551	0.0384372588082802	0.0296901274784549	0.0107318533603153	0.0190056656859545	0.0252317822880875
TFDP1	0.155308744219438	0.0783962469831538	0.0970358687597128	0.191260721047288	0.249069599649167	0.22426812354432	0.0485758670548513	0.0610024661466275	0.0951610757852321
TFE3	0.138143828190221	0.0764763671868796	0.0923125058771297	0.189947345309826	0.256335174161621	0.192167515878267	0.0517063567786765	0.0700141746081294	0.0926656125749036
TFEB	0.103708195614933	0.0623222857343849	0.119268962604778	0.127742875909363	0.14940642676734	0.13234941968832	0.0307265956721325	0.0459497095160718	0.0796069177833045
TFF3	0.11483218074655	0.0556777621620472	0.0709146277008487	0.122685830244967	0.156329169291703	0.192763952545947	0.0350738457242324	0.0495146007290471	0.0746095862626421
TGIF1	0.141738247430674	0.0804934042833471	0.0826567300173652	0.19788077766124	0.280095907127227	0.190303946911479	0.0464971627941037	0.0620318545365651	0.0878523187280128
TGIF2	0.143487230716144	0.0699093272247001	0.0744932339027623	0.19839772270314	0.275841923528688	0.190583378932576	0.0487269189017269	0.0627801251671584	0.105868347660279
THAP1	0.160528668018303	0.0799446946447351	0.0998153996036302	0.187013387110852	0.238699476019941	0.21099619114485	0.0506211157949926	0.0639365733091476	0.0914532080661922
TP73	0.060550725786953	0.045369317761014	0.0315218885647941	0.138078580901361	0.22274643486583	0.098175001252707	0.032022683678971	0.0423604922587615	0.0511059652524887
TRPS1	0.0328445672319446	0.0256776305623737	0.0232026547444142	0.0455825418734628	0.036997514254878	0.0404976999291056	0.0222637233603136	0.0132043678692988	0.0261833944544887
UBE2K	0.0883045606349944	0.0561371296867182	0.0639371092127194	0.109651550345374	0.141240266409003	0.12268225206327	0.032791184049186	0.0421498285307716	0.0715879957833457
UBTF	0.161933939249175	0.0833914425379623	0.100452359695093	0.185858192108025	0.236443637497095	0.222932741405706	0.0479431780349493	0.0630383329535658	0.103212151217263
UQCRB	0.167659524953524	0.0823758934181054	0.0921045620510662	0.18585669125652	0.257911188219083	0.214947811444995	0.0468919003049834	0.0651692940603568	0.0845673764006435
USF1	0.134450499043824	0.0838426536215042	0.0953307621898798	0.183067531072873	0.248792361777733	0.199602870690475	0.0533253968707632	0.0666129514945268	0.103265291968042
USF2	0.157854662541643	0.0956770741901202	0.113193719869108	0.186007090632476	0.239771098577472	0.202510871346372	0.0429066212834364	0.0675431079567294	0.0917408430686067
VDR	0.0671867625293701	0.0500351516796301	0.0613284608581389	0.150108124717266	0.190643297310939	0.137887075543324	0.0717439296171495	0.0737829455714075	0.0640119085319322
XBP1	0.150119675220742	0.0821233396877582	0.0971392690039075	0.196992686671172	0.265746866860055	0.20130083861486	0.0463973887362359	0.0677261490407349	0.0939855930208559
YBX1	0.160846397489362	0.0796297385302736	0.0945265246485122	0.188034713716928	0.255665807871646	0.21927270039511	0.047928120888879	0.0631553454716103	0.0948195346205801
YY1	0.15819976577834	0.0859978378123585	0.101768539828761	0.186250139960681	0.247818423494905	0.217852392937646	0.0459269351089456	0.0638697829888715	0.0967982980355131
ZBTB3	0.0542169949070013	0.035970630963634	0.05526881050657	0.0644710745185505	0.0675280781555959	0.0694775593135259	0.0241483691205914	0.0282419301346514	0.0397878867046345
ZBTB33	0.131884600906902	0.0670624790554091	0.0759972710432881	0.133069143037826	0.187675578116792	0.162473382890544	0.041999917225588	0.0457949575718003	0.0908785650032484
ZBTB7A	0.151887113495578	0.0853507840667765	0.102740704447357	0.186324147925943	0.246590535379256	0.220703830994677	0.0468880227500135	0.0636240592296456	0.0991643253028259
ZBTB7B	0.158231942030268	0.0778987219162566	0.0884849942706477	0.185468252426257	0.251708337485492	0.206145515822489	0.0458960898863738	0.0582059422183356	0.0951166357939082
ZEB1	0.141758450698864	0.054302022685095	0.0618072016643593	0.137054713353581	0.187341266945415	0.151507474959242	0.0245749099153221	0.0454069335642213	0.117335250114495
ZFHX3	0.0590299123018685	0.0371975543318627	0.058321383054414	0.124701356702858	0.273618051245729	0.188088453312894	0.0703541122490013	0.0551788638446354	0.0363873127639915
ZFY	0.00281636410116237	0.00416789006299956	0.00756784699148272	0.00802104463602793	0.00836539376535406	0.0156098202870238	0.00302942070160417	0.00290138134164719	0.0110488624295062
ZKSCAN7	0.0696462067145718	0.0421723521842687	0.0405917153638938	0.0626740746974592	0.0622149013576271	0.0570412455357066	0.015803914378439	0.0304706240108247	0.0360088902122969
ZNF121	0.137703353971711	0.0635193863249651	0.085567245882066	0.188824993397784	0.200650888213283	0.173648667579163	0.042858151853013	0.0587246025413156	0.0818595294036307
ZNF131	0.102195562200447	0.0420987260149636	0.0620763596295614	0.119804557097049	0.168038641067871	0.0874827328901239	0.0217906091563337	0.03716591207479	0.0589500699443544
ZNF135	0.0942411189795772	0.0536727885541849	0.0684137794707087	0.089097234821311	0.118070786648029	0.132536185537172	0.0356919350840889	0.0432598159174357	0.0700883367880299
ZNF136	0.114186917063531	0.051733078295388	0.0725889425373822	0.164871645257902	0.200279638197503	0.122918756726145	0.0253414882420609	0.0360299838815568	0.0585467225173358
ZNF141	0.0638219115194525	0.0293110622393159	0.0280029704227792	0.0546550197575387	0.0802363828097117	0.0775716510499914	0.0223988288388133	0.0218036558449479	0.0897299070351523
ZNF143	0.162894443385728	0.076398150411779	0.0920297552863412	0.186043388978444	0.249960061511669	0.216628306911895	0.0511857878121799	0.061191231724389	0.0904406591516893
ZNF165	0.0568960373283651	0.056076589274065	0.0105406318410319	0.0810317684594989	0.235849468762422	0.0716846825830144	0.0539577514324151	0.0967120563290104	0.0512896109782913
ZNF22	0.0717291476502436	0.0340266803576205	0.0452937538503918	0.0439923604690315	0.0510786947598145	0.045099580798714	0.0109944351477933	0.0341706642743675	0.0359719947307819
ZNF222	0.089222216166237	0.0543245084836159	0.0554936735771597	0.106610153241881	0.150925108125276	0.108117508003307	0.0314665533596995	0.041821679832109	0.0628532509362998
ZNF226	0.0770895303051352	0.0372928249070035	0.0434879947168123	0.0896194823001746	0.10889508238535	0.0830739533435857	0.0242457273731433	0.0301590743423308	0.0440050103650613
ZNF236	0.0547681948070597	0.037264097844052	0.0369428883397332	0.043613339607628	0.0494630085570001	0.0473761649087996	0.0179438910460576	0.0233096004093115	0.0400215580152414
ZNF248	0.0198699851086843	0.0186982131750074	0.0173414530002534	0.0225794923153572	0.0235652590484496	0.0334733347339307	0.0176142432834707	0.0218884597511686	0.0257625896314524
ZNF274	0.168184092069209	0.0816183951009775	0.0884700746853564	0.176191364082357	0.252619636156546	0.210007455495399	0.0447978739774358	0.0607615653910825	0.0916174121403367
ZNF282	0.0893205102479979	0.0666498047092957	0.0852892220480033	0.188166020076057	0.191778413904402	0.169037231179185	0.0550580784315982	0.0626836441319448	0.0711545789248453
ZNF283	0.0828602291348685	0.0512302658880346	0.0678307798943645	0.0917973708980132	0.103573778061608	0.0865700671193318	0.0259529079102504	0.0385668107750806	0.0552767398165861
ZNF319	0.141733254020373	0.0759067404857816	0.0998708784822836	0.180333234885306	0.239139254568847	0.224830826229968	0.046602073801754	0.0627885883006595	0.0933153772055115
ZNF324B	0.120464643910036	0.0674269358348989	0.0514369902337399	0.0778220716474518	0.119018313734537	0.107096528850971	0.0273124747246984	0.0338438656094218	0.0733744747752196
ZNF335	0.0679697209207084	0.0406396463117733	0.0446606047010294	0.0774192464683165	0.101134227623444	0.081305855343313	0.0284145118395673	0.0307409765219918	0.0546289220179587
ZNF37A	0.165344380160799	0.0775656968141938	0.0864423873435952	0.164408441521994	0.230029887649554	0.22445788526619	0.0505948039598445	0.0569737262255066	0.0939064860264918
ZNF410	0.0394175378319611	0.0408029457175028	0.0268714377469702	0.0429405626760631	0.0445383121895403	0.0304180681313835	0.0145805640312728	0.0211814640783213	0.0556095897982791
ZNF426	0.0510210641247635	0.0290581172003823	0.0218635628344355	0.0322465228524329	0.0604973689849267	0.0501414800685379	0.0245772535906807	0.0292002427003529	0.0230288581810678
ZNF444	0.0350005028398116	0.0510774298986769	0.0549731124394158	0.0945481016330362	0.0591274460510421	0.0430777168245795	0.0207371541603144	0.0291860145355399	0.0560202390522415
ZNF471	0.0964236482492239	0.0582135304704402	0.0729356961025888	0.110628248521485	0.132439772626735	0.134141353371475	0.0300737304916326	0.0446071662486108	0.0771854439947429
ZNF528	0.132573362548213	0.0614674012442762	0.0855811146606127	0.14752442824634	0.194567270951622	0.163424178087994	0.0369536414739406	0.0510289217443542	0.0772137394241704
ZNF540	0.0855074527606375	0.0378687054319198	0.0614713589897465	0.0893453874280743	0.128131478058477	0.0817646496420953	0.0244819386949294	0.0376685117548606	0.0539695770658145
ZNF561	0.0258903243884898	0.0279587336971585	0.0336676171504569	0.0149215497519073	0.0282278616446341	0.0250799865104371	0.0144272233514212	0.0269731016022189	0.0140172711465184
ZNF568	0.100462995175195	0.0543631038644181	0.0639853432855381	0.0937372712158653	0.115678806759147	0.116842701805649	0.0281562451255909	0.0387790597799813	0.0667554079563951
ZNF569	0.0260235085333472	0.0130360816812877	0.0145829617166137	0.0159622690444572	0.0140478877031225	0.00949120529533032	0.0042422288959495	0.00812894993653179	0.0181376099994125
ZNF585B	0.0937374291892392	0.0546302691165769	0.060170154995667	0.118011879274605	0.151678311052073	0.121932151602173	0.0427947174526657	0.0475541770656578	0.0666823682397919
ZNF607	0.133577714848097	0.0668390738212419	0.0810219400129496	0.151763715990332	0.195981480739237	0.160091708530941	0.0388564796487273	0.058643553633272	0.096290860064014
