Non-classical monocyte	Classical monocyte	Inflammatory monocyte	APOE+ macrophage	LYVE1+ macrophage	AREG+ macrophage	Cycling macrophage	cDC1	cDC2	pDC	LAMP3+ DC	Mast	Megakaryocyte
HIVEP2	0.0387339011003606	0.185323941401424	0.0881539743272998	0.084431346268763	0.1221924138644	0.0435597553889995	0.0213359255281814	0.0242524121391046	0.115031423923764	0.0306732022684508	0.0495625391189319	0.114837953991244	0.00812128238141929
HIVEP3	0.0662581212370538	0.301074832771019	0.107234239711504	0.151343516139875	0.0967405580922959	0.0435713737061232	0.023786749231298	0.0241257215800775	0.128649230941553	0.0253871203381073	0.0335183355400162	0.101103478783062	0.008938010225363
HLF	0.0817183217439222	0.347447883722351	0.0839900524620647	0.161617078132198	0.103880807462706	0.0421539444708074	0.0357650739266554	0.0329113363593694	0.139791880679225	0.0271677641313819	0.0249586167973882	0.103410724054042	0.00761015559570444
HOXA10	0.0116931222403601	0.0335856121736341	0.010442692672563	0.0386453707145328	0.0195274762177398	0.0102850693528485	0.00464683424435031	0.00545225685040995	0.0183096303488143	0.0118635133246588	0.00418287959585018	0.424103717616706	0.00752568711062629
HOXA3	0.0491920929576319	0.180542473682811	0.0538602008098775	0.0839544155931797	0.0852703798455891	0.0267056563546273	0.0184283841531402	0.0219277939078539	0.0637995458524664	0.021226278176577	0.0217877531602414	0.2020448521532	0.00685335464454651
HOXA5	0.04881998340858	0.174373743271748	0.0374079632198886	0.0582707200675081	0.0745820235468619	0.0618162190592353	0.0166699998789166	0.0197341895082098	0.0849466401314166	0.0343211774135844	0.0172043217879306	0.0782720721441157	0.00760563145382953
HOXA6	0.0347262113349028	0.187427771581888	0.0548295240874295	0.0859184200638119	0.0485477801972076	0.0281319160135729	0.0149290162733614	0.0211180514809765	0.0501601088902848	0.0154179410299446	0.0171018100077703	0.170689208593382	0.00978056330412325
HOXA7	0.0157248007982234	0.149109997072928	0.0477154350333993	0.0331039794459845	0.0190552910952202	0.0173129496865044	0.00933540529778443	0.0500129548390492	0.0576025428472458	0.0107263871814001	0.014711814448646	0.0384331556946227	0.0133203379512437
HOXA9	0.0508300672532263	0.252034447847188	0.0645583918982247	0.0991205178207525	0.104234884289272	0.0409020307244878	0.0245148907032789	0.0348565215560072	0.0979599410391857	0.0267194348138824	0.0204677020007124	0.25739170409402	0.0121854709272924
HOXB5	0.0463831817878013	0.157660533406552	0.0412768385505861	0.0720855724455002	0.0557958609121032	0.0201904592018973	0.0165586207833955	0.017997974145201	0.051178306866723	0.0141126569811771	0.0266565802760526	0.141306591828339	0.0155209594082983
HOXB7	0.00499350407471422	0.0359438748841828	0.0108405185353569	0.0243128065289072	0.0634072131679755	0.00667224800246702	0.00891140870262186	0.000720539604132098	0.00804984947650711	0.00108512238753466	0.00172052309499882	0.0420787491805884	0.00243607904226184
HSF1	0.0899869351400171	0.399190489111454	0.0713197052446484	0.129099509599991	0.107959394718118	0.0381548710912114	0.0285728658016868	0.0344884121618723	0.123690953546437	0.0256796915906775	0.0204146146264178	0.0927822572151793	0.0109929720251913
HSF4	0.0334879864928151	0.192004657123525	0.0505829478075166	0.139319837158782	0.182996771825142	0.0262799377871826	0.0322189605097171	0.0168992139514254	0.045575160615027	0.0117052702685141	0.0164041571251189	0.107897225645962	0.0375874176853266
IKZF1	0.10399118742003	0.404153518525929	0.079092586974653	0.117585817958609	0.102283769349446	0.0366407226220359	0.0265955272117331	0.0282586105187583	0.135075708559534	0.0283892440645472	0.0251371670347756	0.0907995562061985	0.0110101816147276
ILF2	0.0449647363579869	0.138497931984928	0.0590594376804624	0.0876834040144977	0.0680823127445155	0.0203998263910902	0.0455435778396616	0.0378509208117476	0.119329323176208	0.0453769175026725	0.0221421751816463	0.144258158098254	0.00469079575486386
IRF1	0.0779230668802701	0.347536640447552	0.0994531860343454	0.151936486584073	0.11751602280332	0.0448006327937583	0.033529451885206	0.0328167181253803	0.146361414284277	0.0245434611287372	0.0321289837023008	0.104975817760074	0.0091649477723903
IRF2	0.0908071272990884	0.362345688976793	0.0955292357316806	0.157038409258416	0.11179569701985	0.0430738103156652	0.0323447977519545	0.0332275492748449	0.135206638453906	0.0229898059815333	0.0307750612235627	0.0910357884670795	0.0113203649121856
IRF3	0.0923712807271072	0.325114306802661	0.0866129339458815	0.149358179108587	0.0916146113322861	0.036937015959801	0.0519976239341206	0.0411442953038533	0.152627789017581	0.0302925819190034	0.0232367741747931	0.112907188321235	0.0151734739259166
IRF4	0.0748389018695919	0.326144215042701	0.091126898692902	0.135090562122419	0.113601548983221	0.0495650569303482	0.0295920462505211	0.0304167334164476	0.156473602011671	0.053692066024365	0.040491147575188	0.118642351477568	0.00857995319151783
IRF5	0.104869812372532	0.429599042593759	0.0743925788115738	0.127352439982542	0.0880914509832716	0.0344527801470207	0.027178649071174	0.0264685010605383	0.133369407056484	0.0190973893190101	0.01590662273818	0.0736136527791921	0.00889778714658829
IRF6	0.107082890408767	0.373587833951716	0.0842220588930591	0.149856937981824	0.0784602859008954	0.0428513708016692	0.0325792606740622	0.0190495805752305	0.152481486817503	0.00744217786845014	0.0123888630337382	0.0275329396607474	0.00815907144938299
IRF7	0.0849562160535625	0.355548970121912	0.090220994811532	0.152333720733451	0.110180332533848	0.0432906200849574	0.0336313263529436	0.0324209111991168	0.147184187737564	0.0385662658664945	0.0253412314551777	0.101345718277071	0.0101289820052592
IRF8	0.0805726769347364	0.346192203393461	0.0881373226796123	0.164166850603589	0.120947605234717	0.0444256648547878	0.0364378463418471	0.0391678877527788	0.149448504856957	0.0311390513044629	0.0271848862515847	0.0906674500202107	0.00998338944819344
IRF9	0.0987928159124848	0.388305383320036	0.0852565954737988	0.14284858764702	0.103375621131039	0.0396612014464839	0.0292062964159616	0.0297706569075014	0.136842129688197	0.0246476420808753	0.0234647245047532	0.0883250212446498	0.00964602870448217
IRX3	0.093656078546217	0.250822761484892	0.0677525020500978	0.11268475527569	0.0882957606380816	0.0323311773494663	0.0240615144662895	0.0236839909525969	0.0925313624138289	0.0152978963316273	0.0187538045077982	0.0716966087089222	0.0670331048813371
JDP2	0.0717436622842866	0.407699311119987	0.0885053323437307	0.139139484322045	0.135381761438982	0.0467837882756998	0.0266567215811759	0.0171538613973852	0.108186149830567	0.019217014186479	0.0148380793375514	0.0738068801862891	0.00801607882657007
JUN	0.0720905286462109	0.331728743184076	0.0846026412598083	0.151900330822079	0.143200627463472	0.0447351394893436	0.0375033152795448	0.0297618243303959	0.142851544296753	0.0217335058388244	0.0222213648588182	0.124299037380736	0.00734884505361366
JUNB	0.0847871695772239	0.371629097318557	0.0844390134666314	0.142895444914063	0.112584845404728	0.0416225237229585	0.0322015527162712	0.0302387691868883	0.144163540236623	0.0252732475546592	0.0235138588191812	0.10736234495106	0.00915030779774206
JUND	0.0750192126556486	0.358474815571264	0.086498474001006	0.154984155542994	0.12131541827729	0.043917284753281	0.0357466625448839	0.0315999565647144	0.141395934027109	0.0262624578839092	0.0244150544663011	0.110039959831626	0.00966363600665376
KDM5A	0.078535385124251	0.380595594535833	0.0756420117621385	0.134679633464138	0.126353903684939	0.0441926310913461	0.0293213199565332	0.0290807042002877	0.123928209514981	0.0309930480622406	0.0233520770410023	0.109594230556875	0.0105295520307084
KLF10	0.0824957031218844	0.416009287946632	0.0842413053828625	0.119240262146135	0.0959052277738659	0.0353201725668257	0.0255614819828286	0.024557992666725	0.134218607927159	0.0212452590344965	0.0200054364130184	0.102360417831055	0.00839319074490497
KLF11	0.118708496286381	0.45126930339071	0.077284218870027	0.113744250688497	0.0816860659764707	0.0302923071884001	0.0243706668250484	0.0202954727922405	0.117616995299762	0.0161180578458878	0.014773465040823	0.0688978142124012	0.0103546665298743
KLF12	0.0181997727363966	0.0822541235010311	0.053002696106339	0.061393392249551	0.104527279897277	0.0187413821405293	0.0193980776647614	0.027120303778319	0.0609369189506912	0.0441743834074332	0.147344953644626	0.0537631491632055	0.0123361345925065
KLF13	0.0969495911567042	0.473801582019103	0.0742446120126498	0.113113381460747	0.0761186624917081	0.0295797153671449	0.02227015788579	0.0214883842908914	0.110082144378273	0.0219744188607641	0.0164189572741826	0.0742140381354499	0.0115383095979789
KLF16	0.0754414325725308	0.351201466031654	0.0817199042980741	0.167412862132148	0.117801984257808	0.0423406126765422	0.0350421392738742	0.0287476657981086	0.126947041243089	0.0268788611551463	0.0217422177716493	0.109872394709548	0.0100846166308801
KLF2	0.0914109657406641	0.380915546730197	0.082259637009094	0.147478017045073	0.119026244599384	0.0382784542529447	0.0340450682999845	0.0267880920074507	0.135856742387499	0.0207964645078561	0.0214837448768022	0.0934139468754239	0.009863538584441
KLF3	0.121384240653413	0.429815752952265	0.0753013636648557	0.114647690145852	0.0925013198397849	0.0307242882246856	0.0259539745596244	0.0246063353732312	0.128567648614298	0.0191523860409825	0.0174796329483741	0.0706903303126837	0.0125864101012123
KLF4	0.0843045894652406	0.405440113563123	0.0816491201495113	0.132510870782537	0.103005516447949	0.0375291764385919	0.0283118513740602	0.0278773881477682	0.136579870517909	0.0221009976195745	0.0221624829667179	0.0928801933790185	0.00921897778813607
KLF5	0.0844338108400535	0.40106304254833	0.089629540467195	0.126320224473712	0.0844021624423258	0.0410167837625995	0.0220976159929765	0.0224301738590809	0.109863591047947	0.0175249644911958	0.0256072346738554	0.101102052331123	0.0100311842860212
KLF6	0.0773410005401968	0.365681157855429	0.086334337280545	0.148123720549534	0.125137375665104	0.0408818458350375	0.0331771737789537	0.0303942744660775	0.140749198821096	0.023103886180336	0.026322798581554	0.103880507216825	0.0092159381862037
KLF9	0.0541327389435006	0.283293104276876	0.0782501392153782	0.074396262480577	0.108849171292144	0.106653578533325	0.02042016229917	0.0207577803044766	0.142354921717297	0.0252725627370305	0.0331352118360116	0.0602161407453724	0.00891419407822192
KMT2A	0.0842059749074582	0.36867513327223	0.0649012482272946	0.112438492939582	0.111421366926589	0.0395472521465043	0.0226025515091121	0.020195593272213	0.0920802973665097	0.0265282459750283	0.0214934558062453	0.122875435170641	0.015362239298364
LHX2	0.0204824506344133	0.0825063267599644	0.0403402319985445	0.107797088005418	0.0746721010877277	0.0348029295651179	0.0155371144554906	0.0222277383004365	0.0437491007195107	0.0226740515002354	0.0538122692028071	0.054558682639532	0.00697332063554268
MAF	0.0393877543830012	0.181423873409123	0.0465768240244603	0.278437350098063	0.281326051791949	0.0607073676244211	0.0436624416091291	0.00657171235771981	0.0665918413872952	0.0154711447609476	0.00325353511886273	0.0174348441242099	0.0104523130643336
MAFA	0.0974608926453094	0.22491700558496	0.0714922723331677	0.12229355239123	0.109868898679716	0.0294818323849871	0.0208218583046244	0.0218205178294529	0.0609187879217976	0.00938181416069905	0.0155836923333283	0.131150952618268	0.0124421953909132
MAFB	0.0861689703392908	0.354252608021081	0.0803627937341227	0.179671524142423	0.175272260282164	0.0572732818808397	0.0295269324434545	0.011258937482627	0.0925334525140339	0.0127112688728044	0.0126438951670816	0.0697603940469647	0.00823690761564155
MAFF	0.0686310770602317	0.32613836858953	0.0986259707756632	0.163913010439656	0.129123248429416	0.0487898981420098	0.0335832877678625	0.0306495363179586	0.144834304176262	0.0232176072995011	0.0271091471105788	0.114088907477279	0.00862839495532131
MAFG	0.0795415946669046	0.369291914712894	0.0973699424682676	0.140547887687341	0.127426742864702	0.0451855464020233	0.029025976057954	0.0240477246507189	0.117742273654721	0.0221982919794722	0.0273049836345904	0.0955795411398045	0.0105209611150104
MAFK	0.0458795554473234	0.185908455203259	0.0468847205486211	0.0820198903444451	0.0765558451358019	0.0345981675873265	0.013330082658949	0.0182263351933006	0.064715283268022	0.0222907252990889	0.0167003369716197	0.0889685808762183	0.00857289314427667
MAX	0.080336605208554	0.351636586805543	0.0834311349239267	0.154099888195527	0.10569158597479	0.0400638735172495	0.0340795859096473	0.0353884679222645	0.140224711178473	0.0272868488908451	0.0262275956225849	0.123827605160201	0.0213797661745546
MAZ	0.0790093852708118	0.374378667596425	0.0756914454527589	0.138221209825635	0.112279852201535	0.0394966877694759	0.0430778935569534	0.0331260886659892	0.128973002885438	0.0300383941161847	0.0242258583262924	0.116964810325586	0.0128965777955965
MEF2A	0.0729964651698978	0.346807000612616	0.071367612232406	0.111310932127609	0.12885570130321	0.0460987439931448	0.0223899066368171	0.0120407646286022	0.0877223681772917	0.0198209948353618	0.0134050931071482	0.0562259135513399	0.00688661431394466
MEF2C	0.0796674033264125	0.368920141806107	0.0806596519006739	0.146668716523902	0.123211477376148	0.0428568086949109	0.0349233663378774	0.0316780299028296	0.137482034087257	0.0282829738014055	0.0250748588602718	0.104289932633317	0.0108075222612413
MEF2D	0.0805703865755378	0.357237597021073	0.0677570066397151	0.0725519562781752	0.0646165465721752	0.0321573402746274	0.0141595759449934	0.0114384355173072	0.08950122688887	0.0111110846599982	0.00990114450541024	0.043909268070101	0.00840620609410903
MIOS	0.0530618779007741	0.270500727715112	0.0988934467491833	0.160332504388815	0.130467948868308	0.0532980117731856	0.0236722969396173	0.0213227111837334	0.0961733134209301	0.0168221803281549	0.0244728628013114	0.136824097258878	0.00987176016006486
MITF	0.0662379455556499	0.317166048150364	0.087492865504527	0.200123789314135	0.120185977360538	0.043304374557886	0.0353928342641535	0.0282294685104414	0.123208599273997	0.0190346013880449	0.0217811924674852	0.146435299568714	0.0110390160487105
MLXIPL	0.0315259816526693	0.14661003291051	0.042032925954761	0.0695443378881271	0.0662349536447535	0.0259945148441141	0.0110974259412373	0.0136253191804031	0.0364274168691333	0.0144975968190961	0.0111174482223945	0.0464187892811362	0.00603882696296476
MNT	0.113182903640488	0.294332772750788	0.0583996579752494	0.0954023001516666	0.070724200627975	0.0243766044348491	0.0152251444752615	0.0329819275052605	0.0549560150750402	0.0125478015530276	0.0114522666527561	0.103718893142375	0.0125160295164629
MXD1	0.0854682572705803	0.418150632221502	0.0864323782837102	0.116323779790765	0.101604131891728	0.0397026077648497	0.0237197023685439	0.0237245988170101	0.12742326837339	0.0168030533018441	0.0197677657351966	0.0813047226208407	0.00862175574551405
MXD4	0.066884489338495	0.329570787961753	0.0772987279763497	0.216118209849141	0.135102886875457	0.0438937087472832	0.0380237036673541	0.0296451220609052	0.12257703886091	0.0265836874847265	0.0211076358724195	0.087245956523042	0.0100479853680571
MXI1	0.0850026448194879	0.353539425668724	0.0873685497387582	0.160937928489438	0.154626808788567	0.0427695380026607	0.0324758138253129	0.0235425236207929	0.101936959670151	0.0202731143674616	0.0228298368982021	0.0955093635071653	0.0112459272495753
MYB	0.0703784595376448	0.295959373991966	0.0698432065293426	0.129868334997362	0.0980229580848151	0.0417641218872001	0.0342419896466638	0.0402046126992929	0.140094347921136	0.0431855977861219	0.0264024660044997	0.205723242252963	0.0113236352452798
MYBL1	0.00977528401048089	0.0479231487900517	0.0161497936506763	0.0186542017611072	0.0120220112536671	0.00841646611107472	0.0017786628744646	0.0052398813886958	0.00885939655477941	0.00646450732316683	0.00339749351524343	0.027406710166374	0.0184593271261054
MYC	0.0739320651157089	0.346930908370092	0.0765148852262766	0.152306886810844	0.106166470125534	0.0415342887480092	0.0397452177825275	0.0421606974612734	0.148874289110374	0.0313726071517191	0.0273218965062487	0.129458276621636	0.0105040302877628
MYPOP	0.08587915623996	0.0731584467492336	0.039098560021632	0.0724574756968577	0.0825949791269553	0.0116140288663734	0.0277301327509285	0.024631516517551	0.108117987174338	0.00382084580039499	0.00824650339773314	0.0791070270477634	0.0225562895884075
MZF1	0.048269517455336	0.615468361209468	0.073086644042165	0.0244290581487243	0.0161256049385742	0.00642574272282226	0.00554569698678775	0.00611918229914643	0.0354750566762996	0.0138907292010304	0.00774121990237231	0.0480289713817098	0.0110115122702017
NF1	0.00438391328920096	0.0215307600454371	0.0265635588851674	0.0361745467354707	0.0911011040573698	0.0163759353799937	0.0117502008848042	0.00746978740099213	0.0142064050921189	0.0171049650044196	0.0112970001909654	0.0292719866957004	0.0031764060215127
NFATC1	0.0308967544169103	0.175104884252821	0.0714460786524159	0.116194671374794	0.0608796713906998	0.0230478837081693	0.0193027897931087	0.0210750659471519	0.059168440464834	0.0152321608664708	0.0196846695258109	0.164041445262387	0.0101881554314829
NFATC2	0.0366866565975512	0.148136250447085	0.0644312845357059	0.161330478557896	0.212034796657873	0.0543406526037375	0.0261660598775884	0.0250916032876831	0.0916079893566271	0.0146572898832831	0.0174267943453532	0.0663617431215812	0.00779009098187555
NFATC3	0.10302470953452	0.337607967160944	0.0503812243645402	0.076032454185362	0.0959202521047429	0.0530715095372006	0.0153904731593829	0.0118646925509838	0.104348017915683	0.0153766653793641	0.00967417878410581	0.0919606978330088	0.0115465245788642
NFE2	0.0764105212261165	0.439770463495864	0.0779598436704535	0.110145060193354	0.077696172076113	0.026238617070547	0.0276892044495749	0.0233707806334605	0.115913833441029	0.0157481353093275	0.0168824245014498	0.118789309039653	0.0291112039971909
NFE2L2	0.0733019654941898	0.340941053413263	0.0967772457478282	0.159638931486909	0.118885429229782	0.0462698911393484	0.0331027306383818	0.0321191353243496	0.145169630628542	0.0250475564129654	0.0272659082920046	0.114250806751216	0.00943319058195402
NFE2L3	0.0353209528282588	0.176280972125987	0.0520386098987193	0.058301224634369	0.0835948476633995	0.0799064666900988	0.0137132086785414	0.0219335969750292	0.0781847626161408	0.0178275200775755	0.0386295671647394	0.213297563372475	0.0245353467771783
NFIA	0.0241758748418688	0.290084021707212	0.0458601843460378	0.100072662031777	0.108562290251083	0.0276675900581067	0.0222492520168837	0.00430037234540359	0.0416721298962941	0.0185284088696576	0.00216755756863907	0.0895189663366451	0.0145689223047741
NFIC	0.0556994790119995	0.256642850938087	0.0702097237563131	0.143219400006626	0.104978010097478	0.0564108751400052	0.020611367483468	0.0181828374461406	0.0564840711075029	0.0145597003713936	0.0178762739011042	0.118172431797847	0.0115894303719719
NFIL3	0.0734899109363302	0.41996480401441	0.0895780624252901	0.14170313846054	0.104528132526225	0.0446125098670449	0.0266642761221502	0.0211018249990845	0.113716808109966	0.0177421559618743	0.0175741428293691	0.0926295783761618	0.0100152938718312
NFIX	0.0175150504138305	0.120784345284941	0.0366514390617999	0.0425146758795675	0.0205697040897392	0.00940904144860155	0.00725319899855847	0.00495421782038385	0.0156314746158848	0.010099862395365	0.00336922600180434	0.150803330932169	0.0135248844037125
NFKB1	0.075793558922173	0.342963892702392	0.104984293772842	0.14901395532602	0.120703532285297	0.0445799041135656	0.0305351935275606	0.0315795047539577	0.14355075238036	0.023669091703165	0.0372989402695217	0.107086939239585	0.00955973976229063
NFKB2	0.0761029754597173	0.359125126262253	0.101491012944081	0.140693288807518	0.115624705726917	0.0405975039169122	0.030111740230047	0.0314996319876993	0.142021702613049	0.0231724839414573	0.0380143175933643	0.105879479857219	0.00987678495553435
NFYA	0.0786186132839966	0.368923572279438	0.0704805205027484	0.12317996708076	0.111588376878819	0.0317655740325189	0.0318677626384639	0.0356372030017457	0.116173276989154	0.0269562319186006	0.0228588966289399	0.104337633379776	0.0123141870236533
NFYB	0.0611436270854702	0.340151702467294	0.0855017886131691	0.178418654426107	0.114128400634949	0.0394484477138418	0.0336301522559432	0.0319647183190301	0.13528575417601	0.0267724973623888	0.0259862340771589	0.115952230721337	0.012220849757705
NFYC	0.0727705478139326	0.38710071164388	0.0872514503163434	0.140505955559815	0.105835155131394	0.037581209453402	0.0322938355827701	0.0285982290042336	0.119171234971678	0.0229978725134173	0.0245220481447476	0.11445196354301	0.015144743863052
NHLH1	0.0168560086780316	0.0701386413015578	0.0940012737404258	0.120821793007325	0.14659278156388	0.045676032802722	0.0192215751313284	0.0199584422974515	0.100753243583409	0.0226323967575702	0.0152655194427006	0.0764117606701838	0.00250924086326421
NKX3-1	0.0160156355447744	0.114501395758035	0.105025083019813	0.0518663114268548	0.0615565105352982	0.0864233968332651	0.0240987370815665	0.0144879675778714	0.156526577483815	0.024238193712783	0.0124251007227406	0.0181758366715514	0.00260811051455523
NPDC1	0.00147587835242613	0.00491851637330143	0.0412359621027263	0.116626872924646	0.052036949081939	0.0375512398705174	0.0246638222602301	0.021245161120987	0.0423036654392405	0.00380320535621548	0.0140226817856802	0.0895726960140466	0.000301336747662972
NR1H2	0.0830618890332357	0.293187498953936	0.0714332628351869	0.115231284560579	0.0550144879142768	0.024591895601755	0.0211631064067187	0.0254975527403061	0.0980947782066715	0.023065608933497	0.0172282557704696	0.120351849942658	0.0216937594101669
NR1H3	0.0591295994569964	0.258963794489891	0.0874430728529949	0.265402810636332	0.169647597266055	0.0514412447960405	0.0416966752958566	0.0195811750560212	0.104310906845691	0.0203044411056751	0.0228379704344893	0.0918627896155033	0.00851504353044563
NR1H4	0.0209442514525887	0.0924766106153797	0.0314791754575364	0.158758019871926	0.132710714381453	0.0355040234183425	0.0279996843383723	0.0222045678841379	0.0522223123660979	0.00950517718793942	0.0144767824624978	0.0617762159193679	0.00365443722299386
NR1I2	0.0335994183884988	0.140915700860946	0.0292640713103337	0.0189748009460496	0.0259509863328997	0.00651265395451472	0.00694151608153837	0.0535397925008843	0.0328073853064363	0.00188253658424531	0.00669668820798741	0.109561628720197	0.00584291784895852
NR2C2	0.0752151942296889	0.221344013017853	0.0629373599722305	0.085930759261761	0.0949580621600261	0.0349193807230783	0.0127542997539922	0.0528265136702712	0.0605739760457067	0.0204780154839571	0.0327357826280998	0.0396102224592396	0.00756436339653632
NR2F1	0.0504987966262262	0.177895257917814	0.038698408735616	0.0971094718875115	0.0635638926957057	0.0242383435562111	0.013680578014088	0.0104985636773	0.0472343013397563	0.0051969227372537	0.0151699529440078	0.0304937857194916	0.00539948610256435
NR2F2	0.0338110714008802	0.129997478320592	0.0463779473737379	0.0446172149106232	0.0295613779112138	0.0633847260804052	0.0158309374639272	0.0195011107172004	0.0592106928461947	0.0148417976373367	0.0216806623261155	0.0528784800963349	0.014448206954022
NR2F6	0.0416555952558954	0.181461039097563	0.0657286829514601	0.221539436252934	0.178097937403771	0.040062602203785	0.0355374070352255	0.0140848413613517	0.055579218587687	0.0295840808603324	0.0134707428436207	0.111564468651543	0.0136996672566047
NR3C1	0.0760742632146756	0.359066155062193	0.0805954031526501	0.135078323386627	0.125290957042248	0.0446344500071437	0.0311721690117606	0.0301192925106345	0.137283059493803	0.0380345076145812	0.0258064051714797	0.121793826475838	0.0100896715818468
OLIG1	0.0340877393111196	0.00664199403672883	0.00595192159300773	0.00173935376285606	0.00191348778268019	0.00458693389777298	0	0.00210743686551018	0.00393674863785543	0.00126164766767678	0.0067021967628903	0.00473173879211397	0.00198972407124809
OVOL1	0.0573248757257431	0.183748947323712	0.0811795862407856	0.0561147894417547	0.0876381292202246	0.034594559699861	0.0185470783387471	0.0181690271373149	0.10130599405987	0.0132589956357724	0.0262367129841008	0.0705416489596602	0.00960532397015157
PBX1	0.0156322878792248	0.0596683879299439	0.0217740661054617	0.0522826181727465	0.0370255911356544	0.0125122275270261	0.0115229078465721	0.0103767111430333	0.0383311514783962	0.00689381580587622	0.0111903323824329	0.569581658094337	0.038547388382047
PBX3	0.0641538835438271	0.321732831683941	0.0781237238212679	0.169007246359945	0.127675836507848	0.0427437210237632	0.0408400039504043	0.0337039686027982	0.129714871547813	0.0390645086465993	0.0222122587986133	0.131125136117862	0.0137728168768297
PBX4	0.00454982028223017	0.00811604008367328	0.00576716603630745	0.0126849314464624	0.0214074385861688	0.00886571016792015	0.00471822139309075	0.0196253724998269	0.0102219158697709	0.0109962956298041	0.018199758244499	0.0319382157826584	0.164529292312248
PGR	0.0300159247770212	0.0835789142819492	0.0423361372396772	0.043424341748826	0.134840607408983	0.0432375646994253	0.0347200101287503	0.0237754590667565	0.118612752397212	0.0416074081255631	0.0135876657645679	0.159359424968604	0.00215588889434071
PHF8	0.0780180659466536	0.350539033963085	0.0686472385605544	0.145671629434024	0.116369152314963	0.037962073581249	0.0305513107494114	0.0256881518643703	0.108503800497058	0.0221569930779651	0.0214315299678739	0.142987889594217	0.0127339460336
PITX1	0.073018605141174	0.256733543994922	0.0752646285313195	0.13043836076769	0.0889287442645861	0.0328124055902275	0.0232024259878162	0.0203693687012992	0.0688568589991725	0.0244364065621675	0.0182513091821018	0.131127922946042	0.0106452679129144
PKNOX1	0.0281178374431367	0.0839939175701867	0.0368694568278516	0.0496393450186428	0.0633491207735334	0.030174572578449	0.0106819338338298	0.0176760025675594	0.051984926294417	0.0131405340826406	0.0151717139863946	0.0504127636860919	0.0100473800548982
PLAGL2	0.16182064468121	0.439846744602784	0.0699451418602307	0.0971996243156017	0.0687644157599731	0.019282351749535	0.0189249621556982	0.0144418384207459	0.0923044278110693	0.011819549877976	0.0122542544310454	0.0704600195297069	0.0110207026017506
POLE3	0.0711863923456377	0.354940833264438	0.078349271304199	0.146363121492867	0.106676703787645	0.0406099532127653	0.0491951453269257	0.0356103065586612	0.140560232332932	0.0303465763886196	0.024327757391266	0.127649305842154	0.0118032168561061
POLE4	0.0826018473221617	0.374707088720608	0.0894145314996884	0.167876549862577	0.0870983213672768	0.0389524744976121	0.0417685766310775	0.0347324961288052	0.140569512470535	0.0212913103035135	0.0234059582400797	0.0909645881920641	0.0114438900210372
POLR2A	0.0882688612117344	0.381868179499693	0.0839571886085071	0.136989539321327	0.116365886102324	0.0398928819544674	0.0304886255529397	0.0284851917467677	0.13032539067987	0.0278298932998327	0.0248168825339126	0.104195269255947	0.00971661902429177
POLR3G	0.0300021465716291	0.0911783593720495	0.0243733089276491	0.0383998580600419	0.0339531742419684	0.0169005385758442	0.00955065014112844	0.0143786915505904	0.0377995032498841	0.0238770342681713	0.00964627285518826	0.0841527321945862	0.00902627667012856
POU2F1	0.0290650159730176	0.152389305442902	0.122994228043738	0.117757438550885	0.100445165171172	0.0665945798297437	0.028437608879308	0.0357114075018274	0.096621281087134	0.0155749739096078	0.0392849813953398	0.119470160266462	0.00335587419312122
POU3F1	0.0598558729377824	0.252676204782886	0.0748607119244609	0.189823097849139	0.141329138919992	0.0296678819714619	0.0389142143311866	0.0321234014299765	0.121045173598981	0.0188781992647954	0.0241996524756679	0.138146001854766	0.00921477434161533
PPARA	0.0629550956976503	0.248095180655373	0.0527616176160477	0.154088945512939	0.149623122103407	0.0522330458788268	0.0191172897703844	0.0217610897978983	0.0580049024443	0.0193008604113196	0.032387952145944	0.0734395207894176	0.00876527443881214
PPARD	0.0563889572632964	0.176721298679935	0.0736992091114677	0.131531749845131	0.174698308980146	0.0350130678231106	0.0295757175324664	0.0080299344295387	0.0591745204004783	0.0148778260123325	0.0130509850939386	0.0357309012422878	0.0085208014364957
PPARG	0.076305761253881	0.377923784007077	0.109795132480231	0.121623906332235	0.103572152815923	0.0383096508549097	0.0201565219245792	0.013412550308367	0.0668245981300941	0.0111480533639026	0.0118378033615223	0.0929380724098975	0.00875145834501645
PPARGC1A	0.035958715241316	0.371029134564107	0.0519876414047968	0.0577735162817332	0.0627511603934283	0.0394366896006899	0.0134916422440919	0.0167661350382643	0.0653340826024958	0.00960622096594799	0.0130158011206325	0.070749408607209	0.0104278867937023
PRDM1	0.0620104606173478	0.301507380031733	0.103000413485895	0.206395400285079	0.159495405120526	0.0601399939299412	0.037214701935852	0.0261576331779961	0.138739664486775	0.0206580098009567	0.0205087499371815	0.062318567979771	0.00658808847244574
RAD21	0.0788321017423286	0.362223957414797	0.0798481917389707	0.14762920957145	0.118590808772964	0.0410090646275579	0.0409588499613943	0.0320051414312593	0.131967681072513	0.027972032723334	0.0255209349268133	0.121500285845949	0.0118279264825694
RBBP5	0.0550803166513189	0.326923813785188	0.0863757226832098	0.161505288338115	0.11203571728868	0.041012840078595	0.0400551159699554	0.0313784244383528	0.0920615501343979	0.0239036898302725	0.0212204238535846	0.150862525707807	0.0130615448535008
