Non-classical monocyte	Classical monocyte	Inflammatory monocyte	APOE+ macrophage	LYVE1+ macrophage	AREG+ macrophage	Cycling macrophage	cDC1	cDC2	pDC	LAMP3+ DC	Mast	Megakaryocyte
RBM17	0.0166521929874003	0.0515147607558808	0.0146962226730539	0.0311687636534107	0.0254792124643641	0.0147023248172429	0.00622250727884033	0.00921505690491142	0.015083905896916	0.0131778455222693	0.00345834985449744	0.016811717099363	0.00362216528258508
REL	0.0698177718574285	0.317864348457203	0.105364057789532	0.12830362909209	0.136270738179454	0.0579060731506558	0.027526559649203	0.0318821201809709	0.151430489480573	0.0280252800405631	0.0459950183963711	0.110510449285812	0.0082736381706765
RELA	0.0813147180476625	0.36034171044749	0.0957980535433386	0.151331070557908	0.112214858669389	0.0413287625379927	0.0346643501375751	0.0315937018850837	0.131680350311052	0.0258602604845427	0.0331883989149836	0.104919826906955	0.0102483032197815
RELB	0.0800199281943714	0.350593585380687	0.0929318340019049	0.150458906410846	0.111460294431764	0.0414862282142501	0.0345550882202262	0.0366887725719274	0.149998543851553	0.0266407577624941	0.0387203174457855	0.104455729377028	0.00989808466290332
REST	0.081434368116074	0.364041496636006	0.0775623030395358	0.146808456996236	0.114795469356333	0.0379941643558527	0.034405980222681	0.0343972336242299	0.137499285438903	0.0313378029031087	0.0250058659701421	0.116014035896101	0.0115639159771389
RFX1	0.0376019913536808	0.224851178161083	0.058609816615962	0.0903752137519506	0.0498743265489374	0.0240206446976845	0.0137905068812323	0.0163025030692573	0.0431318532514331	0.0121881584457837	0.0139917319895733	0.128981099077728	0.0141270056143198
RFX2	0.0702982638335277	0.540067949301538	0.0453567209632834	0.0423518858238303	0.0225645044260824	0.0136147546027827	0.00918801393843316	0.0133647293126782	0.0740376700692862	0.0170951280622158	0.0169104316142652	0.0554245422856445	0.00774819691511652
RFX3	0.0201055341508123	0.0218462287887214	0.0372072492428602	0.0612600591345547	0.0472062117786923	0.0181924621131883	0.0106805265842157	0.00771836315162533	0.0205224386979828	0.0293747815375062	0.0160982475783304	0.0379287593288821	0.0321740286629817
RFX5	0.0479311657915064	0.193190734663709	0.0394890332525784	0.069433955557909	0.0599073935784112	0.0213604609374561	0.0183634342098281	0.0456383751752737	0.0667901443560188	0.023985600298163	0.0425242899154995	0.121422262877707	0.0115842753715139
RFXANK	0.00113913177602754	0.00480894386082353	0.00483306166271791	0.00552223563462551	0.00234136814668851	0.00487182000258224	8.88178419700125e-16	0.00386067172806515	0.00150303992359024	0.00329591339386237	0.000304928332812149	0.0586453049165067	0.00341555424577789
RORC	0.0683689669928574	0.332861319305994	0.0748035605213554	0.13101299415235	0.10272053767239	0.0351188146713369	0.0337942063428773	0.0381255603519406	0.148746286876412	0.0301887549757673	0.0294073652571584	0.0997129435784455	0.0133259566368229
RREB1	0.0326558176389324	0.148370411008864	0.0343312287543519	0.0606469261102625	0.0811013143326781	0.023821898216658	0.00872949411581903	0.0113337516827993	0.0299880948678297	0.0129696753701757	0.00784559467802537	0.0258949482044989	0.00361432525290284
RUNX1	0.0545454074386316	0.335217389989958	0.07058327518761	0.10078752101857	0.131857591285784	0.0333606811543773	0.0240325235409117	0.0252783067479156	0.105994526948516	0.0253051947793205	0.0156589490292546	0.0875933297268801	0.0128122366296578
RUNX2	0.0190027683639407	0.0786430367782106	0.0319567617529486	0.0787492636995453	0.0946572401020256	0.0238426904017339	0.0145000575824208	0.0130099679725261	0.0776160980963632	0.274570507221843	0.029154557060464	0.0359747983138993	0.0023893042933717
RXRA	0.102026283121413	0.518440590455026	0.0705421608035298	0.0862561627819449	0.0683369035181365	0.0259103964766249	0.0167489531012177	0.0149273135599655	0.087592630506642	0.0101353244144037	0.0130494911903027	0.0518479274682507	0.00945287423787222
RXRB	0.0263297305322611	0.0934253237038125	0.0298636014321569	0.0427411401941469	0.0350463262436714	0.0209125073659481	0.0116444104483782	0.01690338248516	0.0454324065772201	0.0158777894504905	0.0151292559308093	0.0561019009849458	0.0104767043006734
SETDB1	0.0756739700401685	0.315444275043196	0.0722898131873992	0.161344331602094	0.134018062517049	0.0433046866537127	0.0336284674871441	0.0277919148491312	0.121436196986863	0.0255217390151787	0.0186555681899788	0.129413857801222	0.010627462366144
SF1	0.0923233745330493	0.391488712606319	0.0612759850344925	0.0834105284299823	0.115444405475898	0.0434393843439892	0.0225142115078846	0.0249335264523873	0.125327909177519	0.0363165015433342	0.0227827274261073	0.0975097995230673	0.00818598401900184
SHOX2	0.0375546391967636	0.17012698198151	0.0523881678902284	0.0823708651398813	0.0573151065790904	0.0251325472842614	0.0133953010626814	0.0151990901513622	0.0490783764757532	0.0141913759802359	0.0160888039548152	0.0921138626269703	0.0134735949415564
SIN3A	0.0806398202082137	0.341766198413347	0.0768788528455041	0.142867610262053	0.122295698216058	0.0471589632930832	0.0388396398057949	0.0363651567792039	0.138315777207502	0.0329373105094173	0.0258384572452507	0.118642075269513	0.0119150158498527
SIRT6	0.0356240477631657	0.155629727748823	0.0335941787688271	0.0581171555840637	0.0634454847240628	0.0275782553100894	0.0144749195652717	0.0140297298886463	0.0664229770229445	0.00995702539451893	0.016024839769802	0.0395556601263092	0.00513314863339465
SMAD1	0.0617982743611778	0.215315234582087	0.051118981387437	0.1117041600066	0.132992553967805	0.035936102959756	0.0321939863327113	0.0183031258430156	0.0738324293012147	0.0212511020574055	0.0208888168611965	0.113770925962291	0.0339791567348394
SMAD5	0.0181485757675348	0.0407900900082564	0.0143004618239195	0.0259364641240138	0.0179799356400214	0.0132304481033829	0.00741291117527154	0.00683337528455308	0.0137831984703264	0.00657698018457331	0.0047773220630406	0.034023252813335	0.00444024057551151
SNAI2	0.0219868572921437	0.124011896161859	0.033170920389385	0.0758245232480513	0.107095055929932	0.0391109263589783	0.0144993038557103	0.0203188713263376	0.053513284565603	0.0170503732459378	0.00761439993372059	0.0583852948876479	0.00394868948581029
SOX13	0.0585051829238119	0.237380745724975	0.0531462411495149	0.0870281008098486	0.107662910447477	0.0414075422168775	0.0178372880201323	0.0216947278611285	0.0758655904761697	0.0185329545467017	0.0135589536719467	0.244724729293776	0.0124251194900734
SOX4	0.0403473278346983	0.165273413147692	0.0490014819667114	0.0851553868226191	0.0833918658170545	0.0242802509107963	0.0193174286967869	0.0333304331627871	0.0845474112965242	0.0645046564434155	0.0211959273410796	0.195382000476489	0.00608157435946333
SOX5	0.0354558950220372	0.0758062990068668	0.0252944631814923	0.0489214035894505	0.0669937347847732	0.0226595680559499	0.0163522082987977	0.00955293826209602	0.0256812760168105	0.0107784265896106	0.00893171785219815	0.0395505609424736	0.0151276485874737
SOX6	0.0248212039568119	0.125909065303187	0.0989546130424193	0.125371138204256	0.0695813926230513	0.0395306199247145	0.0119049476137594	0.00730008226953827	0.0420189879955871	0.00740459124754755	0.011112092930793	0.0802723035074279	0.00567932102310464
SOX7	0.0253668496327155	0.129016864026003	0.0511555263370388	0.0710579589457038	0.0419635948220893	0.0248752548672762	0.0152304575280723	0.062334871109415	0.0815107373656443	0.0505481962273555	0.0186638270114402	0.0896679924755536	0.00772835858512466
SOX9	0.021281840045838	0.106860929392787	0.0608450396313046	0.0942869978522529	0.0808383791368169	0.0290504978120625	0.0309595480591979	0.0090973316285462	0.0438021147135619	0.0149254776481041	0.0083249487752034	0.0352837054206144	0.00633246071171001
SP1	0.0825790734292332	0.471672019532518	0.0709744948354922	0.101737129948489	0.0863827402624595	0.0367752972190775	0.0182725455662341	0.0195334393102883	0.0956208924558094	0.0210936924444732	0.0191793629427335	0.0797697915037265	0.0110253522999264
SP2	0.078900755453996	0.350208757923792	0.0924887731854399	0.128051974640953	0.0899251874257418	0.0341645868125792	0.0254602709769941	0.030422618981494	0.114660096111654	0.032437542158225	0.0306090623532274	0.117232445937229	0.016948726319957
SP3	0.0921485974911501	0.439920223485582	0.072369625310394	0.109438548043927	0.102663194803936	0.0366063570860939	0.0231333366444062	0.0229880864355015	0.113250225490152	0.0251044209744146	0.019488315593792	0.0900249005863211	0.0115813690600181
SP4	0.0852147531240904	0.37802818119048	0.0738069002066279	0.11418853916924	0.11731188464115	0.0448765761054114	0.0219644155414996	0.0203196469848994	0.104695416116868	0.0177955188385853	0.0212234569899727	0.138705881043898	0.011801233518726
SPI1	0.0850850502820791	0.368621875286569	0.0833834213692358	0.156491924828526	0.105333397919375	0.0402573979378654	0.0359087639060329	0.03499788641868	0.146602824302998	0.0262019903269757	0.0243182004685566	0.0999232067522854	0.0103640960648812
SPIB	0.0818648400906185	0.349696403146596	0.0885172747371162	0.15372257284594	0.113538831678549	0.0434473653198515	0.0340813318222827	0.0343861711261449	0.151466115325455	0.0378550152146276	0.029672356128646	0.099710605540448	0.00952398309900437
SREBF1	0.0750983705051279	0.318511593768612	0.0818256040453813	0.164814415118238	0.153704098177417	0.0447339280543162	0.0402047690650116	0.0316732071051583	0.141823294162076	0.0255736821443756	0.0264544671051478	0.109213971041958	0.00914933090009096
SREBF2	0.0756172575489407	0.355712775728219	0.0797602689069203	0.148735437061951	0.123366897977792	0.0394997263271677	0.0356407576741593	0.0421004793134919	0.136320471880709	0.0321054098219319	0.0296932780627266	0.111013928739596	0.00993405379203194
SRF	0.0634751011850145	0.320169190774761	0.0902853047357561	0.123114264434205	0.12635195043557	0.0499427764867868	0.0276377126033917	0.0393952681134443	0.118314950343589	0.0274374580372581	0.0326809089587637	0.111820369951603	0.00918386434765917
STAT1	0.0805811110147396	0.352046181026368	0.0944948618626158	0.175973748737419	0.111329342948269	0.0451941451259615	0.0349712485165101	0.0328752690679738	0.140716076531062	0.0246886072956199	0.0265343704987342	0.0917785330768653	0.0101568372627233
STAT2	0.0888828465617241	0.402064366188458	0.0903504642292912	0.144017377742295	0.113892727591271	0.0432305928057976	0.0266432100236762	0.0277934847343589	0.121413071865856	0.0227391306856843	0.0217445240687129	0.0744636216348714	0.0105957944228466
STAT3	0.0809807323207343	0.365572583227415	0.0949731762745855	0.141040706875111	0.129420466896215	0.0466583385349468	0.0282686154812103	0.0288687629665199	0.13242283273511	0.0238888236816072	0.028063261226865	0.0964605979027117	0.0111955440081809
STAT5A	0.027270601006536	0.278110027125916	0.0959386397875059	0.0642991024414989	0.0910105293103006	0.0672894668318808	0.0109146878717455	0.00697580771880746	0.0356786060224266	0.0037390799397039	0.0137899136076376	0.0676653424486093	0.0172515484089134
TAF1	0.0647100262903323	0.467882123013853	0.0907303350789018	0.0959928566708551	0.0621226578345953	0.0308381556444085	0.0172826568494455	0.0355591682946018	0.0924845972497624	0.0128458205577592	0.0170704191347333	0.0814729357659476	0.0128631705353721
TAF7	0.072000702265953	0.321920888107159	0.0827069990656012	0.147284775397121	0.124978883979554	0.0475624348789094	0.0385456567637764	0.0359761521273635	0.1483161348719	0.032240620666822	0.0314117470964873	0.134810855721432	0.0119119536914088
TAL1	0.0651702558702091	0.306725507089315	0.0738713628925097	0.150393700666275	0.0910155172973269	0.0370089648431021	0.0319527152601695	0.0325696013028322	0.1226362730843	0.02234377684954	0.0224197111778837	0.218390480026883	0.0454263237897837
TBP	0.0724618186697529	0.36801018778225	0.0813868933620079	0.124861580530634	0.111425738530401	0.0363040840669697	0.0307190057135742	0.0403198249616027	0.151984400495987	0.0153473502130249	0.0260094438043655	0.0898090331296809	0.00951455739292228
TBX19	0.0423072777354615	0.309854642232552	0.0607838144237424	0.149358089160962	0.132362672105725	0.0283713859958488	0.0261616482732469	0.0242401871562882	0.0643354814387679	0.0213535630674381	0.0140427932589785	0.104227847201773	0.0116095095953459
TBX21	0.0498369298674944	0.175832950646978	0.0385256413679163	0.0717699009980879	0.0680257770171907	0.0281737604035429	0.0158851361167128	0.021599940515903	0.0521619785632184	0.00882288633901829	0.0230789721720724	0.0537442914320134	0.00987278048902884
TCF12	0.0772189200046653	0.361610739496004	0.0700220820486834	0.129124176831266	0.150460781118745	0.0473292512960859	0.024662420871882	0.0249874846950423	0.110903228845682	0.0291627230823599	0.0217330928015991	0.0987158152019298	0.00888829678713254
TCF3	0.0270451038354921	0.101292405194901	0.0362804599657217	0.095890932491343	0.0566580723186967	0.0366288113905724	0.0174722778455388	0.0133830123243979	0.0349752998388489	0.0122663899274006	0.0178189807864301	0.0524878229119238	0.00614843881143001
TCF4	0.0745406139367919	0.350520619828368	0.0756374318169142	0.152103257322106	0.122691282277025	0.043599210475186	0.038150970774028	0.0319765980500085	0.1425819603424	0.0398822645128057	0.0242423502548871	0.110752122478176	0.0108760507325104
TCF7	0.0582087673163438	0.220153789521597	0.0698493783028892	0.0932004484721588	0.0791241966646635	0.0363523817548189	0.0220094179469663	0.0361983943419774	0.0848402829860843	0.0248923567497608	0.0496672917120571	0.0891213428774312	0.0129549407958593
TCF7L2	0.119118266165583	0.379270379950381	0.0831813618173065	0.134508243045387	0.0927852800313794	0.0348594802233262	0.0293382784698036	0.0293910742266529	0.13849771916566	0.0198560381823392	0.0231601925704394	0.0930561491255264	0.0119208001781204
TEAD1	0.0021635818233553	0.0176923225011471	0.0136210975350919	0.0203639365055347	0.0507460533002392	0.015374390392095	0.00396947954214255	0.010437190708388	0.0206476963324247	0.021712853031332	0.00539275482268431	0.0849770815325797	0.0018539861920942
TFAP4	0.0179092759839485	0.0418894491101958	0.0163668943950765	0.0238469105877838	0.0412145691065308	0.0139333935615015	0.00950973781518949	0.00920031185997594	0.0267370183009883	0.0179609711702899	0.00454248291990655	0.0418680267540996	0.00516190184022203
TFCP2L1	0.0335878844680463	0.177037327847187	0.074760573855476	0.120533210237412	0.115089446629693	0.0554596011642746	0.013703386763415	0.0067261242775658	0.0258761955690392	0.00758101245083198	0.0104949767076501	0.0336566458627375	0.00928974504621161
TFDP1	0.0737605033213722	0.355698621428912	0.0813090226747525	0.155522579234244	0.112354249832451	0.0441519576069819	0.0484913047708052	0.0368055582774077	0.131515511208609	0.0290904408827718	0.0269404769864662	0.114842717398904	0.0118642733253461
TFDP2	0.0752212055394446	0.348414615689702	0.0808172390766367	0.140354540302911	0.109123783197812	0.044399625778115	0.0320543719740553	0.0301349875066584	0.126948491741082	0.0279817716126229	0.0271491865770122	0.152721500023886	0.0123345338181974
TFEB	0.0156376217279975	0.0680544368617982	0.0227916996178309	0.0338404840176865	0.0218731007319485	0.0114309205177828	0.00745048630373668	0.0132787462652691	0.0378215968570262	0.0105256814719878	0.0217490674969401	0.0097814527927389	0.00289144645720507
TFEC	0.0749645380741566	0.372007221572772	0.0884807132018387	0.173621364617103	0.12658505415138	0.0437098917851935	0.0313273621846428	0.026025494840251	0.121461593890855	0.0233757311541966	0.0245851258339956	0.0861232518553546	0.0102193563971791
TGIF1	0.070687615061972	0.337211282976515	0.104857932795528	0.152798087131388	0.119565698282603	0.0495548144866443	0.0291256712482952	0.0259255844041396	0.141219417750374	0.0203570383050563	0.0256285844799554	0.116084156556792	0.00787321021003717
TGIF2	0.0487407121151907	0.266916725615319	0.084910720504935	0.11936041927212	0.0847207025205706	0.0354668041633581	0.0236496203328544	0.0288627601197241	0.1117963953264	0.0334948086061243	0.0362357250832759	0.129607256940469	0.0114844930528557
THAP1	0.0802579702476033	0.34108282507329	0.0783717042992249	0.134391459865128	0.10379870970999	0.0355942416561215	0.0312892746035802	0.033951362697487	0.13733375217873	0.0325927821511593	0.0306303503660401	0.119774672479841	0.0151412159577582
THRB	0.0751308916956618	0.358709258477262	0.0559246200529782	0.0781212193773873	0.0554304078489226	0.0208578206328652	0.0114618164572925	0.00998121852428524	0.0322223566732035	0.00801875206874614	0.00686621036638224	0.052487550832119	0.0313150042376216
TRIM28	0.074121441242053	0.354332637864298	0.0792555730203146	0.14512449485138	0.12276684007838	0.0395858493305843	0.0373493896951002	0.0348011472787687	0.132865056770979	0.0336455103480441	0.0292004669357702	0.118047641754377	0.0114274148574612
UBTF	0.0466543296824873	0.190904882013628	0.0604331420939709	0.0794416063481106	0.0713428775817483	0.0308025985125877	0.0179178617001008	0.0157573660133652	0.0727166797960496	0.0294780580001598	0.0164124282217627	0.0912438569589699	0.00617824614673701
USF1	0.0872625780404178	0.400192654428465	0.0827817603308724	0.125008964941998	0.104136889992723	0.0366890428919928	0.0285778893812411	0.0307615113231362	0.139922404148746	0.0250692829419804	0.0228497063953709	0.0909700779992704	0.00798110779584182
USF2	0.0763423773384954	0.357499796679188	0.0776274467881493	0.17661564544203	0.114298063965675	0.0355694421467352	0.0369291876539038	0.029849409191795	0.131397491438161	0.0293999795621419	0.0215512720483194	0.106246032039617	0.0104377278428763
VDR	0.0208588226047138	0.107739335368262	0.0498976175220136	0.0323381756285788	0.0322936583577205	0.0174914543821811	0.00346648710951436	0.00509445693394628	0.0320722541223765	0.0198207345861422	0.00290020613292608	0.0514987374224787	0.0114527231580061
VEZF1	0.0709209596657642	0.360071486491732	0.0663498995165195	0.100895764995501	0.0805141651632174	0.0284307120314484	0.0178129459972126	0.0184098241838325	0.0768531892730372	0.0195933230143874	0.0155627805536688	0.155499661377557	0.013392113394636
WT1	0.0829248530988858	0.292772948073666	0.0641479949402822	0.0907354895827469	0.0913388778415966	0.0389523837019965	0.0242200428447567	0.0270112267735003	0.126824500007449	0.0273055181067262	0.0196341522221983	0.193440544235959	0.0141213592111388
XBP1	0.0680396901393447	0.337753766293467	0.102111104252928	0.162599326794459	0.119947832085406	0.0452852632458253	0.034284559046902	0.0300079725343242	0.139679221396271	0.0299153549739769	0.0257767444983376	0.118028237704794	0.0108579777931631
YY1	0.0782038572335216	0.38996681853608	0.0785491603558049	0.136996481009616	0.114677553744626	0.0403818655192593	0.0329956544448178	0.0295269462321139	0.127850607081879	0.0275261269910115	0.0233677408795274	0.109724476115919	0.0111517409252193
ZBTB11	0.0224297421561993	0.0626137547640059	0.0144695498753068	0.00507187035572987	0.00565881783297384	0.00304689835093341	0.00119430544105303	0.00042662562786433	0.00334199176558547	0.00176010150729389	0.00225128995450785	0.00909837644331513	0.0191762453063441
ZBTB14	0.0972181077691495	0.277644668489231	0.0615000224721355	0.128173090377681	0.148242793356544	0.0511301267049311	0.0276122867592029	0.0110777039476705	0.0803886899703926	0.014065711921567	0.00727574710107182	0.0571956280420571	0.00504100821437292
ZBTB33	0.0560135284779539	0.324135527083612	0.0598023555032196	0.102009224194514	0.0799770369597739	0.0474036342213011	0.0638913703121297	0.0286909787852618	0.095097787169663	0.0187089478409086	0.0153750377853352	0.109438887937629	0.0214409603230011
ZBTB7A	0.107078853439239	0.423542828513959	0.0796239526181846	0.125987271974965	0.0953080491294092	0.0341677875916278	0.0261465856030216	0.0265480297934838	0.121809064391674	0.0205023832658989	0.0219685498143004	0.0806300767237015	0.0125510252955783
ZBTB7B	0.0480912799369787	0.239900541248026	0.0585327039666788	0.0624921331001681	0.0675235389526622	0.026324333230649	0.0115250326922649	0.0137817011410886	0.0558619884673667	0.0181187545300004	0.0267233634126127	0.100614475830558	0.0062953707955179
ZFP64	0.0378271251704252	0.111443634901136	0.0333586192782713	0.0796431737810706	0.123723333778194	0.0204063235470026	0.0259050821962977	0.0518269857393985	0.0599699470898187	0.0655764798671495	0.0122986682837894	0.066145903742823	0.0151471282940504
ZFX	0.0666942471733362	0.297220143753883	0.104413399430546	0.15649311035945	0.115053495599461	0.0351206117748312	0.0271834780782996	0.0270868246492199	0.109946076368656	0.0170770900471512	0.0232626438776801	0.105868708571737	0.0104449360945184
ZNF121	0.0780814773429426	0.373735591874718	0.0803940470787889	0.133285433628868	0.128055711989233	0.0377872269870282	0.0316777368753987	0.0283843413249646	0.121222202793014	0.0217607785984328	0.0206085737959651	0.10759900127958	0.0119004087701049
ZNF141	0.0241918689618912	0.0608931665002884	0.0155298747291962	0.0214262212770351	0.0460894294532633	0.0237384604252119	0.0116525721771454	0.00568422374800603	0.0171443776246279	0.00879094544128689	0.0080694611544655	0.0289741036648153	0.00649936633982717
ZNF143	0.0764243211870477	0.369238288424416	0.0798975120697596	0.133663755256115	0.110510364906631	0.041087188084309	0.0269540641724167	0.0308623892237389	0.119669897668682	0.0346487690820301	0.0257186533571505	0.116977761191994	0.0115885581362813
ZNF148	0.0570893578887784	0.224433348040438	0.0488399923135374	0.0767540146261684	0.0858404883914224	0.0306957966415307	0.0159186852034183	0.0170415555291781	0.0657254711591007	0.0170448774451026	0.0201905151910969	0.070387258841958	0.00756344147383337
ZNF160	0.00536342177388394	0.0294158599549644	0.0164033879554161	0.0162389328583382	0.0149683269181415	0.0111642651330476	0.00855519801316551	0.00461316932809708	0.0146630523938734	0.0162592743018554	0.00434323246141355	0.0166478659957019	0.00493860359128262
ZNF169	0.0201486256917249	0.0895992144617888	0.0492812726437214	0.0674365716094053	0.0808676585685932	0.0252587599555518	0.0129011618874104	0.00988945062207436	0.0376347207339188	0.0123321054726651	0.00857487645071897	0.0890819320641527	0.00310266537706461
ZNF175	0.0373414993636689	0.16375361863949	0.076929865726969	0.129280522060099	0.0695825796262312	0.0400195592579983	0.0204752601287871	0.018710016232882	0.0839234736252155	0.0147081262033035	0.0143219148141009	0.194393815368682	0.042057942351122
ZNF200	0.0124760093759985	0.0956771947060063	0.143171308557632	0.12251835545837	0.0916818788205928	0.0742875110367328	0.0234615126815224	0.0141274841000786	0.0961528848835982	0.00730327683065546	0.031677722621814	0.135134057869983	0.00241014334573908
ZNF224	0.00239512473520309	0.0091060472579233	0.00627821492176561	0.00418788486377875	0.00233867377563679	0	0.000986172441041933	-8.88178419700125e-16	0.00181349737850744	0.00185291762169393	0.000941877445272632	0.00867237151421618	0
ZNF235	0.0592463048526235	0.136658763786929	0.0291289119728815	0.0284821693390175	0.0477453611913918	0.0152332193720838	0.0056010181768954	0.0082726898418215	0.0309594885907621	0.0115183602553645	0.0313140836665332	0.0301435263146916	0.0218660264568562
ZNF236	0.069853984788929	0.101619865245772	0.0340830220695639	0.0550478584856112	0.055051032747124	0.0208924138336412	0.0102287017983073	0.00301914632804479	0.0210060586103813	0.00762996716892306	0.00746282978706503	0.0195716261681421	0.00818304299770545
ZNF250	0.011353434208628	0.0449442717116334	0.0117844013323543	0.0188999863461512	0.0210439028184646	0.0109018213850455	0.00295881766544548	0.00756902401153836	0.0121518685050582	0.00819532999851147	0.0025203570466914	0.00959005046974204	0.000768384780840181
ZNF263	0.0167369279892177	0.0729136007674778	0.0509116946164256	0.175569852845459	0.0525244016858016	0.0241175872368771	0.0160741625157473	0.0113437323274457	0.0515067427245832	0.0105683579086815	0.00704198678061019	0.103438748935826	0.00298279524722778
ZNF274	0.0902592194084435	0.380397124664269	0.0833813273271352	0.137096907181071	0.093959402474644	0.036670949826205	0.0275272825172044	0.0322551531107556	0.111878361405423	0.0205367333397489	0.02173292927878	0.122446334611801	0.0126493585965535
ZNF304	0.037481921298939	0.192170716135485	0.0690870370737728	0.129260829064838	0.171515554021708	0.0377937695620595	0.0315343112590936	0.0126987321992307	0.0613780162689678	0.0104326928701994	0.00514557299776297	0.03522373857773	0.00371980685393547
ZNF32	0.00472919895035506	0.0214106799111518	0.0113471189378739	0.0172186652348791	0.0185844304928304	0.0141354689031604	0.00418372794606747	0.00681859957145525	0.0131236207647741	0.0191929499110874	0.0182826598421754	0.0536536100247461	0.000961846854958037
ZNF335	0.0102856948534548	0.0320866512530252	0.00837231656665571	0.0127215005409173	0.0211344457740581	0.00687981321487152	0.00328688711802994	0.0049856420847747	0.0115132040888792	0.0847551644781477	0.00324005444040121	0.0150090723208124	0.0043743458345864
ZNF362	0.0185103918955521	0.0587888664834247	0.0190767392196051	0.0379531470047518	0.0355471693625748	0.0164120912219419	0.00806781983432747	0.0136882344459677	0.026424221589621	0.0170522777599966	0.00641588843533991	0.0371860025444544	0.00455331750074983
ZNF384	0.0293176276525243	0.119622978827224	0.057287707034511	0.146702408256878	0.179495244358523	0.0229933335795814	0.0509740070490148	0.0302448677141217	0.107082792980082	0.0235067651113404	0.0178368790709623	0.147729861926748	0.00548664414972422
ZNF432	0.111469268552883	0.155916278077589	0.0277872190267346	0.0566401314216101	0.0424302277227071	0.014678001126929	0.00996225333752632	0.0111688196763918	0.0390521769008481	0.0134357616453955	0.00602746576251023	0.073737725032704	0.0103740794661026
ZNF443	0.0757401785614193	0.229067990989605	0.116519389633193	0.0593793315204278	0.0770774992368259	0.0524242664264266	0.0217509776378277	0.0266056583275733	0.146466430360008	0.0191400823648683	0.0334194905828838	0.0563280504679693	0.00412008127359043
ZNF445	0.0120649038408251	0.011322327860655	0.00621008864176531	0.00898008912559145	0.00970712887305036	0.00646876625580195	0.00454992419816225	0.00263116132955998	0.0111051372666955	0.00357172875396816	0.00366922418972537	0.0251696546810559	0.00107704687615717
ZNF460	0.0321626773061237	0.0806379825926076	0.0195513052974701	0.0284244694301653	0.0788713749761554	0.0301265401326103	0.0106127699610937	0.0157161145113757	0.0318344563752242	0.0141400194406645	0.0147730406225476	0.0561340238271359	0.00614699181783751
ZNF467	0.0864972251929361	0.44293868464198	0.0755464831247394	0.124927254206858	0.0882524933343574	0.0325948050226982	0.0277381116742376	0.0297830882468073	0.128062615967962	0.0220769205324927	0.0212771547656587	0.0781357362705649	0.011091987682544
ZNF559	0.0346600678523409	0.252789065190529	0.0636583411019348	0.102159192723218	0.0557821671575678	0.0220672059492031	0.0168946518453782	0.020182370753183	0.0466075383810274	0.0122127049696875	0.0176172986667199	0.212144972352726	0.0139270084195314
ZNF568	0.00146821835726363	0.00253541871962015	0.000516522397517205	0.00108454656959134	0.00945420659889873	0.000940796687179057	0.00530501707798703	0.00402130754870011	0.00459450929161875	0.00885626524773264	0.00707486004964053	0.00542942021244341	0.00685458817535056
ZNF569	0.0329471623555128	0.129141639458997	0.0565884593198467	0.0241844268276119	0.0216718146702991	0.0148114116812382	0.0033439375382992	0.00243757397083755	0.00920703866091011	0.0929903222548893	0.00691027845784375	0.0430035682563685	0.00313406748136114
ZNF597	0.0676870925680404	0.289339670826032	0.0645435030475305	0.101632002050044	0.0939377280319482	0.0260441126434264	0.0191696787082848	0.0204108498524102	0.0792929481245043	0.0322555504354824	0.0193082779100844	0.114922661998193	0.0182478692051411
ZNF599	0.0628223064550439	0.1896932244764	0.0751057949526028	0.118891634661064	0.0566199918176025	0.0413197855012215	0.0306288937918533	0.018673135654225	0.0793269734142469	0.012494940758195	0.016033733791985	0.069886611204226	0.00712070142524557
ZNF600	0.0513130325726132	0.186554048406161	0.0811925626820281	0.0747263468767131	0.0887485071540619	0.0479632027925923	0.00977094925206135	0.00997667798908941	0.0407329136510862	0.0118534389729661	0.00960778252710948	0.0232183629897119	0.00381457813977659
ZNF615	0.0159072802910255	0.0797351849337214	0.0424439266503798	0.10746239923827	0.0672770507239515	0.0218895646726369	0.0178246989783372	0.00599989831025483	0.02704548698886	0.00949470341509062	0.00384043220716446	0.080708015652265	0.00398365431191006
ZNF646	0.0776986747907586	0.188444031554668	0.0658059983385545	0.0888751366483074	0.0700239450678614	0.0281433078408473	0.0107511420374169	0.0106243073874458	0.04508725216938	0.0986761487590559	0.0117006362433011	0.050521818193075	0.00570847547113629
ZNF658	0.0568538388278917	0.132859762567262	0.0261216833113668	0.0268241124980139	0.0331989716621569	0.0152585000662087	0.0065176668768876	0.00970775560631754	0.0365635194922439	0.0273335189252513	0.00548911867919222	0.0362174365239366	0.00525137069646209
ZNF671	0.0568845021318362	0.151076666018805	0.0699010894595492	0.0972995996648106	0.1134701490934	0.0187953553226231	0.0256540152331459	0.0215085929247215	0.0719600386970898	0.00794989141729319	0.0156222536232169	0.0438289493666908	0.00644238408541353
ZNF695	0.0244640012418357	0.0942647498077452	0.0239696608246466	0.0645865688934666	0.0651419131816564	0.0212219258140558	0.0150958741460566	0.0120079097443175	0.0596381260799042	0.0366176949975092	0.0155019714529372	0.0342404602478281	0.00328989290094828
