Adult arterial capillary	Adult venous EC (SELE+)	Adult venous EC (C7+)	Adult arterial EC	Cycling EC	Fetal arterial EC	Fetal venous capillary	LEC
MYBL1	0.236430579484481	0.152828260145624	0.0536806189606113	0.054403991064147	0.107556277593256	0.0879597407370597	0.168074247827427	0.0878821447531647
MYC	0.311837600119376	0.206675349676861	0.0918970559333729	0.0818672666786016	0.0482148452518666	0.105469738000539	0.199311523701454	0.100291899719195
MYCN	0.145339237878358	0.121551265191481	0.0347278583254058	0.0668973465263669	0.0735987764580585	0.100640328481735	0.253683534784238	0.066689658928337
MYF6	0.15538996938926	0.0842358834127152	0.0985073446178818	0.0875737828706619	0.020645965620905	0.0415092380105504	0.0762267401716978	0.0866221619149854
NF1	0.0861206152974419	0.0370661573757808	0.0608890953854405	0.0393447583972214	0.00818211748917896	0.0234323945631019	0.0474970327519606	0.311940470502154
NFATC1	0.293492448089612	0.205649924931137	0.0969441883030738	0.0735336753097464	0.043860080464922	0.0923713555180526	0.183279119039098	0.1700655014358
NFATC2	0.196990942969964	0.227634961548774	0.0732345171580562	0.0386997928834727	0.0398187812193216	0.0752539994793495	0.218006605831445	0.0799444919550085
NFE2	0.0689632086574403	0.0475157356803084	0.0461244433959236	0.0637134969144212	0.0244030962676237	0.0618329769993362	0.06848804687717	0.135604399633935
NFE2L1	0.208571418736843	0.139081001063467	0.0957317187526937	0.0836801847846542	0.00991601173913015	0.0450631113012733	0.0777905210399469	0.11656770826429
NFE2L2	0.315690569093026	0.208728097685768	0.0978668500099368	0.0726823183092338	0.0432840213532271	0.0923005014917868	0.185281829341277	0.129189477178728
NFE2L3	0.131950071470532	0.329102948539361	0.0542728449008991	0.0418659444589834	0.0150849575198951	0.0110427129233145	0.0665556432642606	0.0653721571568624
NFIC	0.300885063526701	0.181950150860507	0.114836722788449	0.0971142480442998	0.0309050265378895	0.0823868461357681	0.151127822562305	0.164265009999932
NFIL3	0.284325295863985	0.19549518585294	0.0683681000391405	0.0613944628312447	0.0575514159167225	0.140850780659124	0.226125452823771	0.108826327268384
NFIX	0.310196574536052	0.15077291959336	0.106764555882874	0.128045587465443	0.0323598184042729	0.0878630773728544	0.156157247795654	0.159663734440308
NFKB1	0.285983370104321	0.222479322034542	0.0920683884950411	0.0635222711053988	0.0528070300205805	0.100558318810763	0.213173655745446	0.114772602627025
NFKB2	0.304071581552747	0.261026757055305	0.0894296295038989	0.0589725886090973	0.0431743619551894	0.0838901440481957	0.19036448225073	0.105093019614416
NFYB	0.109067371999929	0.086905973196207	0.0491321317316455	0.0320593368420027	0.033330724013383	0.0495061576339153	0.0840931449063375	0.0489350275293841
NFYC	0.302781150092802	0.191024500690022	0.0763903803773502	0.0525036637163767	0.0685425425814324	0.109687175128404	0.224620106482391	0.128510319340319
NMRAL1	0.0394817984912765	0.0656596432908687	0.0321957256973153	0.00350830601746954	0.0207851671998642	0.015606992138257	0.101341385404084	0.0112367680821561
NR1D1	0.379653026282717	0.243885840565254	0.070168265502878	0.0559737284741464	0.0327030216535478	0.0671696944421208	0.124189975923175	0.0966062529671902
NR1H2	0.363101263957907	0.215308469089211	0.0793590805820646	0.0697286766923206	0.0408104256549318	0.0802709963961092	0.167396510226804	0.107616921839587
NR1H3	0.258955741021365	0.146800305522351	0.0816523602034991	0.0626662393350924	0.041978728092485	0.0952224871631866	0.182825488400321	0.241603648129843
NR1H4	0.00772672635019878	0.00476673635746061	0.00788752456129682	0.0116541402360177	0.00192955648186299	0.00952045660163059	0.0200079867622173	0.0146493933282255
NR2C1	0.243530624602681	0.0762925204359896	0.087025739409765	0.137238366083263	0.0396826195346175	0.0955230498545792	0.158411908457976	0.170347304640902
NR2F1	0.279867974289377	0.164351538359669	0.0770473501297285	0.0636563875865677	0.0497404807814087	0.0990936816385233	0.200647519080585	0.212245745888445
NR2F6	0.194146537392646	0.22923026776355	0.0669530022543173	0.0339304898243098	0.0652376148128015	0.12877377839771	0.235578519380814	0.116780514568807
NR3C1	0.290281102146826	0.182065435597045	0.0847176042461558	0.0644760915577941	0.0593699787306788	0.124200391609561	0.23300764451813	0.124768534369696
NR3C2	0.164402187915894	0.121523662221172	0.13490510423009	0.0594094342574579	0.00836022089766564	0.031707830848495	0.079465692313896	0.114094342875222
NR5A2	0.0682467723403666	0.0347279073019015	0.0153984906754606	0.034924251541402	0.00624270838358165	0.019563420645248	0.0239911693474982	0.0173226066138812
NRL	0.244079234238023	0.11977702924418	0.0954029268406069	0.0561190540827837	0.0315441101102888	0.109278413102971	0.16367343625117	0.136953882222602
PATZ1	0.0249927903311827	0.0403407726054309	0.0252278108859068	0.0428818873144999	0.005845791780277	0.0120889080668263	0.0231434866269918	0.0147093040520595
PBX1	0.0283257620012966	0.0318810918039826	0.0460650185877156	0.0205086115143828	0.00829160535479201	0.0254831136706292	0.0362273017406067	0.0775720420073971
PBX3	0.280029864793654	0.16613738725977	0.0703092938720125	0.0537631122546125	0.0631122377495034	0.133771642795702	0.237407355458269	0.112907167779256
PHF8	0.307215416963586	0.184145007719359	0.0826690229281325	0.0670115938908266	0.0486993061424713	0.122409036538189	0.200046317375354	0.119432030948941
PITX1	0.013301688087902	0.00801011465346801	0.00348687796607083	0.000724071683911087	0.0117704627505089	0.027760881208868	0.0283612681084289	0.0100764603324986
PKNOX2	0.0779602067587319	0.0774703114387956	0.0684337242683806	0.0369735212902943	0.0400873892261986	0.127762902456144	0.20842990060455	0.0917001890360318
PLAG1	0.154977907264454	0.0904814329374346	0.0643597067120713	0.0829800530053666	0.0652740325948097	0.167871935554615	0.30651757522716	0.118295553322036
POLE3	0.245413235094259	0.177173998890014	0.0890419550567804	0.0836486973146598	0.0638289662392466	0.0993507107127557	0.20251185831195	0.131787583117643
POLR2A	0.304274143883351	0.180976119844732	0.0959647815956194	0.0768757238908866	0.042949095132008	0.100886812018288	0.199351923654885	0.143564093170624
POLR3A	0.342781090157759	0.171715628440489	0.107006201506886	0.109146872732036	0.019093734986783	0.092315942620304	0.0786738074836986	0.068960709205969
POLR3G	0.0622935446736953	0.0494058634273337	0.03173219699157	0.0198612425030213	0.0105643481199101	0.0257152632397109	0.0586094874240284	0.0377514198797348
POU2AF1	0.261918147612517	0.100295351776207	0.0637059911653708	0.0763806061301624	0.0242249347673762	0.0916557026968307	0.122046474373426	0.0529879403442814
POU2F1	0.232623682190544	0.0907774172340403	0.0531181878705129	0.057095220560192	0.0253044147655261	0.0838622022884432	0.132973218770943	0.06448024370133
POU2F2	0.142424834697895	0.0785010482946115	0.0472061208778267	0.0403832656532138	0.0126480075120959	0.0668102294030073	0.0856165943828544	0.0600055266829639
POU3F1	0.375670525252104	0.101387044210982	0.0602358995361142	0.0803620531858028	0.0506962769446854	0.114986812121674	0.157249125802731	0.0412958352138288
POU5F1	0.215416802199618	0.19641291730926	0.0269831855557486	0.0245298413316616	0.0198586059368888	0.047494886388685	0.0762394662130504	0.0562035384397388
POU5F1B	0.0643507219910209	0.0118530029850444	0.0237017003038194	0.0340936032182888	0.00495781594403555	0.0361893610241154	0.0452692246027638	0.0190982174739861
PPARA	0.056160193273764	0.0445819103932176	0.0447755194013704	0.0762818960167797	0.00443758498795743	0.0131030288446751	0.0257579565804342	0.0368434627417074
PPARD	0.19350212779648	0.0936043634744057	0.0857947883904954	0.067475517507261	0.0326434448270078	0.129522236994833	0.164792738132789	0.0940217251990522
PPARG	0.209579754607925	0.0840102335248857	0.0700515605018427	0.0906050110744016	0.0272388245498506	0.119943050806311	0.133266586824761	0.200566308689132
PRDM1	0.336495612100585	0.20303990075638	0.0737786414137158	0.0625560331986803	0.0474808983949117	0.128622133066438	0.19539769740253	0.0953833199975861
PRRX2	0.0500406409537287	0.0425604202796737	0.0175207550213861	0.0172322993492445	0.00796375114525483	0.0352480853039242	0.060876211976537	0.023886357646452
PSMD12	0.264143475096278	0.066136485874968	0.10917468908209	0.141375592504941	0.0170158010087591	0.0608969042418191	0.0701656407127672	0.0369094776536975
RAD21	0.292562917273452	0.179121055761364	0.0900648556926619	0.0710163263792231	0.0694582055554466	0.114460648014663	0.222669688773681	0.129664986531175
RARA	0.306461881972065	0.160787702001495	0.104384082821489	0.0876762782643135	0.0420625439289453	0.112000968422669	0.196048445881668	0.124398249453165
RARB	0.330084595849115	0.13313167417056	0.0473243939870052	0.0297297233966556	0.0615140924498582	0.0620253600884345	0.185137476867805	0.187958608971002
RARG	0.349072313708686	0.169054464057923	0.0640380582243872	0.0525517934374358	0.0566559752070969	0.133916337594295	0.221838803340136	0.0861211881689758
RBBP5	0.18615578017102	0.0837865647999327	0.0493298312365003	0.0808356743449564	0.0617260011090865	0.192838896820577	0.214821256647879	0.083334873220699
REL	0.210210068134365	0.209955195900393	0.0788391060055507	0.0495894343372069	0.0501876767414097	0.0979239858827339	0.235948742583696	0.104810435851643
RELA	0.323540877126303	0.20990155825383	0.0954512049870277	0.0742827929317967	0.0439517210861505	0.100748124903879	0.185304244781204	0.120750648883628
RELB	0.308145404326468	0.237164014707252	0.0811373978082364	0.0583169356519646	0.0503948525344297	0.0998389139354806	0.203385309697684	0.108311851139019
REST	0.307306073405895	0.162869339425627	0.0876000520490504	0.0699765418675581	0.0528308813693356	0.126261627130275	0.224458925554747	0.118612013410349
RFX1	0.0149833499359233	0.0123966392533547	0.00722649743655635	0.0112453966451092	0.00311188929572548	0.0109872252761799	0.0173967658981332	0.0185928196154848
RFX3	0.0405621498763847	0.0514437707222873	0.0555810557242357	0.022710489567525	0.00910459231548988	0.0302906800257959	0.0531991456824251	0.0258565745593375
RFX5	0.326148274166393	0.189136402127942	0.0711986702063402	0.0591172567999368	0.0531936645065985	0.0673642995370229	0.125145540173162	0.0853658476503045
RFXAP	0.0803486154661727	0.113930095430917	0.0198103272395772	0.0142975798959921	0.0321832467748608	0.0316773647784908	0.0996149825225481	0.0667553240122319
RORA	0.0886032848241465	0.0483555292322397	0.0255408215518061	0.0223926840127859	0.013356070336164	0.0326981087107362	0.0618343252810247	0.068252070703551
RORC	0.20562211053721	0.138315527860452	0.118168565688731	0.0981770044917707	0.0328404602906244	0.111288477048562	0.197665541240935	0.0813838204797563
RREB1	0.316520886328283	0.172172752199834	0.0907528484127285	0.0739694821006295	0.0333967870496081	0.111245188059441	0.176796626285404	0.132761532737547
RUNX2	0.168781330513489	0.0827735824553496	0.0645777871190286	0.0537527111572571	0.00738706975336167	0.0360293111324256	0.0495499708513087	0.0762618863411039
RUNX3	0.134509716636298	0.0660700143606139	0.0495748546549388	0.0361665637128969	0.00585275798305429	0.012766605331796	0.027057605490785	0.0621384374137034
RUVBL1	0.0299146150219395	0.027811008291893	0.0246547526566681	0.0177710375370125	0.00581857818363751	0.00724009455691343	0.0164251944251687	0.0974165220692582
RXRA	0.149453950700694	0.0660181832366553	0.0704862674822977	0.0792992901287327	0.0165454664428439	0.0895892014391327	0.112383330566495	0.0606491410860518
RXRB	0.136873145406316	0.0743136758198858	0.0468365925154415	0.0528124569994826	0.0125491280191059	0.039468134919455	0.0674231287037399	0.0558304126657466
RXRG	0.0788795032081644	0.0533631327221766	0.0481905027659268	0.0586046295964298	0.00969565670630379	0.0381617056814149	0.0751146092007826	0.0897330788635962
SETDB1	0.325664477622086	0.145539769843401	0.0820385820466059	0.062760243038922	0.0414049014006471	0.105446703767699	0.206674761662502	0.110096295753793
SIN3A	0.305966773751718	0.196507903321117	0.0936654693050721	0.070107122572544	0.0490817973093334	0.0936277158735008	0.199032557675617	0.11433247777046
SIX4	0.123247412850667	0.0606857719214237	0.0491537298332314	0.0334709620135336	0.0081769832178703	0.0225012771660188	0.0371262857464874	0.0514353383052796
SMAD3	0.162269265830789	0.171545476329025	0.103328635181258	0.0932832211161218	0.0283099782461074	0.0729595235771676	0.148657127269829	0.0765660847294642
SMAD9	0.0964562940971629	0.0675686293522361	0.0430872995659372	0.028893760799041	0.0213682166173484	0.0448597685686603	0.0989743491754578	0.03923145626007
SNAI1	0.0715843985264532	0.0476958835740959	0.00981459008450702	0.00882513326398815	0.0212309611814903	0.042969467601595	0.0519261709976615	0.00452706816447301
SOX10	0.159260952974808	0.14757120020692	0.0898732053566811	0.0720252086841443	0.0159197626554938	0.0296429167924501	0.108707576140197	0.0922475202323768
SOX12	0.200817693646271	0.108283281418378	0.0557232450189415	0.0484833760247418	0.0697299716654519	0.167778841717436	0.268912545651765	0.106641164486929
SOX13	0.311768728753286	0.163741406750619	0.0799541624633016	0.0853913209885185	0.0490132034495553	0.170896549970174	0.19462914143549	0.0939517334633284
SOX17	0.331569224172151	0.181810916851592	0.0705786679314027	0.0749351419000203	0.0505224791122519	0.155220232958736	0.199676007765536	0.0836338804403199
SOX4	0.259767946872724	0.17176295840811	0.0717491634554327	0.0504696901866112	0.0702947885403273	0.134485918727464	0.268502408699399	0.131409795725009
SOX5	0.297371254539649	0.158465582549008	0.070368425084177	0.0802015591600076	0.0501297761170858	0.185789804024507	0.20836983200302	0.103063375150807
SOX6	0.289782540391643	0.163092070877681	0.0645839743035754	0.0690661198072416	0.0528829550867654	0.195690547257461	0.213679563725156	0.100622842356036
SOX7	0.276220709931286	0.154067795400374	0.0654267492710473	0.0651467793247364	0.0667331341184343	0.17606667283731	0.242743229914145	0.099249342152415
SOX8	0.207587070651752	0.117074270005941	0.0948274009172855	0.0783017956641721	0.0214441219414644	0.063850347655879	0.111234207253378	0.0738929067495633
SOX9	0.165131956373764	0.0846481544464573	0.0792298555876331	0.0630965510070878	0.0130804142874734	0.0473501258769662	0.0792296130144703	0.0822706296365613
SP1	0.250190467797422	0.152597261094593	0.119604550450424	0.0881977612922165	0.0200879263801897	0.0675377000605308	0.146112871494905	0.131855148441207
SP2	0.324596634828314	0.172741293871749	0.0962901721507096	0.079142849288263	0.0387210088892189	0.0948269460808954	0.156499628152153	0.139028192551129
SP4	0.232902201413828	0.167015330867504	0.0998314038057572	0.0846581421010814	0.0331819152253447	0.0848297868730361	0.206789773558769	0.144473378403863
SP6	0.26104526071575	0.207708755868404	0.06604936207334	0.0411866063276241	0.0644363605479084	0.13212858319262	0.222871640390386	0.131798491433237
SPI1	0.355310687857727	0.245789837316607	0.0869449534285673	0.0598732339765371	0.0356416687752565	0.0735844094981299	0.157522601190821	0.0937453064617002
SPIB	0.0119977481564829	0.0120476388831022	0.0139904669137135	0.0053411112325682	0.00480996473447426	0.00255861457863116	0.00509000349155531	0.0363096534269308
SPR	0.345040879987682	0.238265349905332	0.0711259835813808	0.0531521440035162	0.0249603708442161	0.0606417898251269	0.113031763017683	0.125469094522977
SREBF1	0.279185982195708	0.193017795258733	0.127358280642516	0.0699502520962964	0.0395336891493451	0.0869025242194782	0.184626940425044	0.144263857146448
SREBF2	0.306529012750952	0.14545109750241	0.0881638820144752	0.0887119149713674	0.0414511441438045	0.154485398899855	0.202628463019905	0.0954168958573537
SRF	0.336643697806156	0.207379347360076	0.0926315498946861	0.0723292542628395	0.0416617322362568	0.107890203080918	0.180480772194235	0.0974892126695911
STAT1	0.348478712821576	0.242171277122486	0.0829787812937561	0.0674196542065584	0.0419616874536479	0.0865526161468908	0.162691714522284	0.108036017332796
STAT2	0.339605444687564	0.228238047842752	0.0989245294686494	0.0755686950535812	0.0319077269898032	0.0812430512264624	0.158941331416885	0.108946695446037
STAT5A	0.344587725356787	0.217524639908415	0.0888481360947753	0.0804558871639768	0.0363961851510221	0.0995104404476146	0.156382886288334	0.108533598527946
STAT5B	0.0560903380077908	0.0332217103741026	0.0474998566077079	0.0392068097893632	0.0122542345756589	0.0453339523194477	0.0573964718377148	0.0472187908285007
TAF1	0.336554809324366	0.191227472998423	0.0985691367153696	0.0735884141580354	0.0412802903763503	0.101246052508638	0.179231794091684	0.110758324948898
TAF7	0.299431488998584	0.202889280991463	0.0773356343707939	0.0567244464126867	0.0610725776076793	0.119336076617203	0.226791482900278	0.113124823596337
TAL1	0.215939611609632	0.0732716219937865	0.0607531615161835	0.0253713390872896	0.00635113992074932	0.00754970031394453	0.0762573073874653	0.0920694577117912
TBX19	0.00437353840163535	0.00151108961384716	0.0105691473716145	0.100554601650739	0.000951456506323556	0.00595872268484854	0.00670751692236915	0.0062607325135996
TBX21	0.184624950896598	0.11581499028268	0.0571538530021845	0.0487919440951761	0.0341096889988579	0.0913872538105898	0.136379984100351	0.0689242391244486
TBX6	0.0766646425503098	0.0791776753498519	0.0635112504392376	0.0893778121280371	0.00835428876234179	0.0176602003993948	0.0478527606171972	0.0850448546244063
TCF12	0.0286036349374083	0.0124851898895938	0.0319760516494003	0.0322036872152104	0.00438950834736362	0.0240194329735258	0.0276402937220956	0.0265959238693795
TCF7L1	0.19944654227772	0.0764973782049451	0.0574060553452114	0.132682248601456	0.0159704901340948	0.225673638023586	0.094953558334962	0.0855088863826349
TCF7L2	0.192335572235105	0.0861351347781016	0.0589519341765117	0.0370601024357966	0.0559758136869756	0.116686269690239	0.214636297204144	0.0681687124598429
TEAD1	0.230246748172705	0.108390161671751	0.149444506702255	0.117117238956246	0.0161222251204844	0.0932255378343841	0.114781086219011	0.0416562507721263
TEAD2	0.28485137168024	0.176003039399968	0.0825177078340105	0.064269326643667	0.0588029335611999	0.130222033598961	0.229977778731567	0.136928327206859
TEAD4	0.397769485484206	0.139498054677539	0.0521469334958944	0.0755749722848978	0.0387259167838294	0.117101542831727	0.124291975385595	0.0659038321280914
TEF	0.303720222544645	0.236934017988359	0.107435165241387	0.0747881136290549	0.023345323207335	0.0678560281790216	0.135831175720398	0.110805744450632
TFAP2E	0.0478728300102162	0.0387565851940983	0.0222445765627132	0.0289269987883041	0.0130119344040152	0.0830926656141711	0.0945955564470589	0.0283807633490369
TFAP4	0.194685657202511	0.119936761603658	0.0735569238066858	0.0367400226350537	0.0124321140839324	0.0576635897155462	0.10615390716218	0.030861864682361
TFCP2L1	0.0435189768540225	0.0384069766552667	0.0397340244497925	0.0509774558995676	0.00624160120707873	0.0301173108988879	0.0400570346965174	0.0323068296362352
TFDP1	0.338177452933451	0.204037937819048	0.084031050279979	0.0630556324401409	0.0605620813659873	0.0970166177808569	0.186534514150659	0.106475343318523
TFE3	0.243977064830823	0.146131445293127	0.0679963070241076	0.0608998497920765	0.0316936162815435	0.0889236723552398	0.146917785009244	0.215072981928747
TFF3	0.293818355874328	0.198546316949762	0.0839642629228815	0.0652367438817432	0.053713036693928	0.106174561980548	0.200992155320816	0.163546586453067
THRA	0.0502765391455468	0.0304559863040093	0.0236438276763278	0.029546393596614	0.0116340813109722	0.0506208064181506	0.0732309131428974	0.0464710918925187
THRB	0.28184677148137	0.196290494135856	0.144075842671462	0.10278180861337	0.0301422498126164	0.0901514459089903	0.148599238909191	0.135854801786596
TP53	0.265593011866647	0.204622066933892	0.0762768409466245	0.0522858145620685	0.0736585295624671	0.10789145793423	0.229908666112628	0.108723494213025
TPI1	0.29347494669773	0.201219550752572	0.0705907462769003	0.0458899476732267	0.0696563496448737	0.121864994266818	0.2293768216882	0.105070561744224
TRAF4	0.029038387075443	0.017601579387407	0.0178783742544171	0.0240456746431257	0.00818351911295778	0.0273978383973702	0.0331769398088024	0.0272456479830125
TRIM28	0.274586422541077	0.162854669617337	0.0845242196493708	0.0635586182084922	0.0671400305512614	0.134401228100527	0.252961826074268	0.116688773706093
TRPS1	0.153489321175047	0.155944696529848	0.0516498337012011	0.0198315243118331	0.0619820819645753	0.0333611906776182	0.224851430073999	0.0413093141157898
TWIST2	0.163636872576266	0.0731996762344463	0.0557489834094875	0.0463908352083892	0.0150132108377173	0.0854647694591798	0.0983001865131518	0.170901276088872
UBTF	0.278233012073249	0.166430445363531	0.106020028622064	0.0763114346618033	0.0506999867284157	0.120726536155238	0.216031445547444	0.137539141581419
USF1	0.283614836903568	0.166576170546702	0.0754152407707714	0.0679556921435825	0.0617505016274262	0.111520270331966	0.221187811302418	0.095370280802991
USF2	0.309756997165334	0.193616766931139	0.091024477332885	0.0664527512672027	0.0445938852491752	0.124879017893488	0.201483543868686	0.103952424907905
VPS72	0.209214592854726	0.154468442683518	0.0755994524316306	0.0543463176265501	0.0656820418895775	0.112261000904172	0.212546745723687	0.139571436072706
WT1	0.307356197730394	0.177525695982177	0.0736503068072438	0.062131112834988	0.0340590068715151	0.11119455614385	0.170674699281839	0.136412701837099
XBP1	0.306876758470502	0.225347473838495	0.082000937813454	0.0584197294723047	0.0525826136898537	0.103973885520462	0.201375349825535	0.120932984237941
YBX1	0.318091543783264	0.22353422362758	0.0766501862617325	0.0573661157652067	0.0575535841332911	0.0989293386027656	0.194117794696981	0.12744475221068
YY1	0.297631685527933	0.187869081929777	0.0882021559689721	0.0672936855968612	0.0567153895348789	0.119559798454369	0.221417275409282	0.121575333676654
ZBTB33	0.107292422067897	0.0800951286965785	0.0885734535791206	0.104315660547217	0.0110273741719094	0.0677113466171085	0.0812514088574535	0.044739930978268
ZBTB7A	0.322336096116995	0.207939404697971	0.097126996674134	0.0706636580542604	0.0414894831913457	0.0901704095332756	0.17832487220232	0.140287471665712
ZEB1	0.305540993354382	0.159662931188652	0.0861343500028726	0.0712499211962919	0.053887617564643	0.136901845827063	0.225998243129371	0.113702069254592
ZFP64	0.0301171186256375	0.056359540229204	0.0124261545025203	0.00975012941359521	0.0119112366678769	0.0215636055818431	0.0373832412219606	0.0504755958221964
ZFY	0.0295703440553003	0.0151350694344412	0.0196160248101677	0.0229281965848193	0.00313464675955788	0.0229182988970797	0.0187063844541102	0.0236254130399627
ZNF10	0.0523577575846491	0.0282158601364896	0.0324199551794311	0.0361300944835151	0.00578179003436663	0.0159181188174202	0.0290083533698124	0.0359887693611716
ZNF100	0.022353341216547	0.0186896469225669	0.00474440222287476	0.211122900871355	0.0104838484561727	0.109950239407229	0.0347173424713296	0.00899373286941196
ZNF117	0.114987921928556	0.061461407577418	0.0389451056475156	0.0431488863345607	0.0161500031169541	0.0560101618061195	0.0856323437873879	0.076588467817608
ZNF133	0.0851829473700602	0.062538418311252	0.0242663583272897	0.0329514470343296	0.0139025906710346	0.038464936224893	0.0483324983097599	0.0495644879988304
ZNF140	0.0182041925648881	0.0264886591567285	0.00761489573718321	0.00949299402612369	0.0156300676367309	0.0203034341194419	0.0469867904052905	0.0162297260355744
ZNF143	0.0626898283004501	0.0371615089482449	0.022185611835791	0.0400271366413414	0.00569201388092322	0.0319768137277087	0.0342353604280419	0.0457086344478306
ZNF23	0.400391109519395	0.0917141558312734	0.0505460699617779	0.0801026548390168	0.0491378701996441	0.11067259653157	0.131393302136212	0.026499786918932
ZNF234	0.00751800793446977	0.00441639469830002	0.0121116021695901	0.0221453665135494	0.000759756132944656	0.00219601844856621	0.0022055764292821	0.00897760969767403
ZNF263	0.0966559990033493	0.0508058322187811	0.0262591015164541	0.0178406068265485	0.0109834388827362	0.0579184842586583	0.0438567646349497	0.192624310042451
ZNF274	0.314244381625113	0.177746995802815	0.0778494711568134	0.080678034915583	0.05562596582041	0.129137504674274	0.198547549072473	0.115624783126922
ZNF281	0.28495664751794	0.169934861540502	0.0767351010323842	0.0651627028973227	0.0568608986550172	0.149646487261418	0.236000127122922	0.106701347732104
ZNF30	0.269775487886532	0.0931592132693364	0.0606595057956649	0.0515443623828291	0.0246823174811683	0.0788629665247362	0.0896301930833269	0.0758149736476773
ZNF333	0.153330830694384	0.0920028024483652	0.0886158866151536	0.0824320712973712	0.0170305760185712	0.0699743506779928	0.10006855190546	0.194508053308259
ZNF354C	0.176837014209595	0.117561986988373	0.123623174589681	0.0886341593609172	0.00863802722481866	0.0327890301229338	0.0754536180687219	0.112993313627164
ZNF362	0.286310554697621	0.185706610850424	0.0952933675510544	0.0672898246379936	0.0488357506626924	0.105372038386579	0.214396558056411	0.0949614403367501
ZNF382	0.047026984137357	0.0311078041940464	0.0369880296187418	0.0909115692870951	0.00555264045579906	0.0198385054826145	0.0183347209200457	0.018582276200679
ZNF384	0.325231378415436	0.195823544012605	0.089859888588069	0.0718990282438554	0.0405401081959212	0.0993177152266905	0.181948567462288	0.11070934089361
ZNF429	0.109687987210513	0.0585603790319688	0.0589194745934332	0.0352990457138417	0.00822195973695994	0.0391592710042126	0.0614730385593921	0.130406301398126
ZNF440	0.122413024905976	0.0937551737499874	0.0396632460911098	0.0277283876854885	0.0486305370755665	0.0591934587367232	0.110367452669234	0.0629628858956013
ZNF460	0.245492875813709	0.14236175647348	0.114116575900262	0.0928043222612059	0.0366236285303414	0.110559192692153	0.185878110292155	0.134816328956187
ZNF467	0.318715297951862	0.177200074689602	0.0801980399270228	0.0599472205924565	0.0550990772155598	0.127568414486085	0.219591013477157	0.1129209326937
ZNF471	0.120368802395592	0.0651931329934896	0.0705296318031819	0.0570586673454982	0.0121490795854734	0.0528393424705992	0.0992515436635789	0.0421672595432185
ZNF502	0.275519730911848	0.13520786254842	0.0871652614815825	0.0610335647674259	0.0464358753043006	0.128952823090167	0.204990661695363	0.137567406234242
ZNF551	0.0718459061054423	0.0576967122178185	0.096401599168271	0.0909696044650496	0.0110790267492559	0.0440371894355204	0.0507353875000257	0.0363093917591479
ZNF554	0.0813709167658636	0.0455045689448037	0.0386921582580534	0.0280194973141104	0.0081793504635197	0.0413117552428804	0.0537033208055917	0.0464155273043284
ZNF559	0.0105621885376211	0.00929363439901443	0.00604429392543882	0.00751331082190088	0.000433105596592931	0.00794056539484234	0.00516708754390927	0.0141838984314946
ZNF565	0.0917727278899796	0.0524145741697841	0.0184560235573532	0.0464620697458208	0.0113191997896511	0.031210448577604	0.0297767933502499	0.0194361197044888
ZNF579	0.110071199952847	0.0754229549108262	0.0486717832599001	0.0421239668005502	0.0159536378941516	0.0578397786693663	0.0941192177065145	0.0595049343781482
ZNF583	0.109991107075968	0.0869543229297662	0.0610867509240672	0.0435871820882978	0.0365368686624084	0.0467625602118066	0.0840151006588997	0.0761417542548766
ZNF605	0.285649982846644	0.0718833479386678	0.0260159103711586	0.0292890928809454	0.0125251709883014	0.0582217444250832	0.0528733739094449	0.0492831537240342
ZNF622	0.0109043548946768	0.0178702594359206	0.0290290641710225	0.0335323571168358	0.000483347272378531	0.0143332244412402	0.00703734843247084	0.00953646733310931
ZNF623	0.271746257778351	0.130213157623651	0.0850307243280084	0.0618482092559026	0.0332082967210861	0.0903081748151426	0.116647034397875	0.154383289402722
ZNF658	0.24775048966522	0.144981857354627	0.108944259688519	0.0687107601193337	0.0453110127355115	0.0910356547324596	0.182583079709575	0.0904029519108702
ZNF667	0.0048547446570093	0.0132963674034861	0.0193181758852737	0.0714281496674832	0.000896893326763459	0.00931236579230854	0.0099889882373706	0.00280950083011555
ZNF672	0.00943965113930156	0.00379996621596645	0.00458328944274	0.00982106505535896	0	0.000429624994665034	0.0020110367718692	0
ZNF675	0.00740025799309263	0.00309006115613952	0.00722365175135398	0.0114630509090956	0.000695442472291363	0.00354356965125602	0.00409091201838807	0.0625779714739128
ZNF711	0.124027300837591	0.0707102347867	0.0435188893203659	0.0314287464668105	0.0627044045939887	0.123629535443427	0.267994066069829	0.109766765535978
ZNF76	0.280974422989258	0.177578031157373	0.0985413367654884	0.0684385151219229	0.0421187747774474	0.122048348969689	0.211166833236071	0.117216303318983
ZNF768	0.107977982189958	0.0927772216282972	0.0326030002313508	0.0252445075435771	0.233929220054454	0.0550993962330251	0.0860552032181585	0.0612000409674894
ZNF772	0.0911060769157233	0.05647849303552	0.0475241083338035	0.0473372357370344	0.0135799584926238	0.0446047707723515	0.098697075011599	0.0554967747089741
ZNF773	0.247949987642409	0.140450618801503	0.03973868510652	0.0305160749127378	0.0606244163554689	0.115459608682431	0.231111863085479	0.0548189251560522
ZNF782	0.148992632570815	0.154706234019968	0.0715502767571995	0.054726001454122	0.0274146140320243	0.0467435979696995	0.145547862369706	0.140476516581728
