IgA plasma	IgG plasma	IgA+IgG+ plasma	IgA-IgG- plasma	Pro-B	Naive B	Memory B	GC B	Cycling GC B	Cycling plasma
JUND	0.2805568118964	0.0803479371085672	0.0250054968300556	0.0338906853559515	0.00594810367574727	0.301919910319682	0.256781954479565	0.0676363832811891	0.0496577698311044	0.00742779563984064
KDM2B	0.0309205503519401	0.015209525604119	0.00799839384059586	0.00788108534683296	0.00371226902621025	0.050319073722688	0.08810552846798	0.0175018396872283	0.00875751639520239	0.000395881399403386
KDM5A	0.206529560925002	0.0646927142937648	0.0189709385893805	0.0272926566012015	0.00710509567834117	0.346744335994364	0.285132548662156	0.0760976886521483	0.0442716193431539	0.00454061529183114
KLF1	0.192194991360883	0.0644770755766378	0.0152191432413745	0.0276659164154912	0.0077858421550312	0.284072025435306	0.219847078838389	0.0791271412202804	0.0586649565629598	0.00682372086475846
KLF10	0.279199692320969	0.0795034967287263	0.0238162732804679	0.0332312110909145	0.00574209221381627	0.300364420532	0.262744010355789	0.0547697002148025	0.0366856228444646	0.00512175006241133
KLF13	0.359368400509101	0.104617620225577	0.0329091735419287	0.0422737716427176	0.00473727043094174	0.247460911669511	0.211667893668763	0.0585959669308058	0.0437666422880877	0.0110383067397781
KLF16	0.200788765531801	0.0769899627365989	0.0292718986853095	0.0294006408881332	0.00729694987541474	0.245698019052044	0.24995311252339	0.0407476310870354	0.0203549346011828	0.00243727493656587
KLF2	0.258393777423013	0.0734374270748794	0.0214318607468997	0.0304673201114627	0.00554434816294702	0.320954665390941	0.268489407920581	0.0640053170306978	0.0458015037023355	0.00621929791014952
KLF3	0.277644390733714	0.081799488737638	0.024976203315166	0.0331560280071522	0.00570640780643106	0.318347973388522	0.247464709066052	0.0630473508823304	0.0430226649641713	0.00779175202280635
KLF4	0.323270767935956	0.0880563504737983	0.0267650330776004	0.0376243046200382	0.00541766613628936	0.279537645891016	0.236322335273961	0.0525174150685329	0.0359491239222964	0.00627777634634596
KLF5	0.333952770592344	0.0991344950228024	0.0353214172899279	0.0393022582942537	0.00714485160826128	0.254305145893542	0.218622550871378	0.0572246826630516	0.0413872214687937	0.00644481728823953
KLF6	0.270656677345815	0.0767783097729553	0.0236011162934668	0.0320424885554162	0.00569692121149146	0.310061595004871	0.26279344000624	0.0685845621251838	0.0478611271675266	0.00679500649912124
KLF7	0.12464504787922	0.0508292261179378	0.0365369760111649	0.0216189386318681	0.00257705292229093	0.151393543574434	0.131114771123542	0.025839162405985	0.0187246082056796	0.00147595662118738
KLF8	0.230365284101446	0.0610176547279687	0.0216870449956498	0.0283781064565772	0.00642036728183559	0.349476950677411	0.242030989334304	0.0678050795672672	0.052802300999545	0.00756201385986355
LEF1	0.184881752580315	0.0615445710719286	0.0218152796832638	0.0256517812160751	0.0210769582456525	0.326125059258338	0.253742914854497	0.0680746184269988	0.047064283748545	0.00312290586462705
MAF	0.0128046501614492	0.0070000459901115	0.00528133773431616	0.00428866831362085	0.007481465110593	0.146377844044463	0.0640991106332491	0.0227829276410417	0.00647243524434904	0.000390444342808549
MAFA	0.311106516278389	0.106045560192084	0.0382263218283977	0.0442601657209255	0.00217443438773735	0.205591043318567	0.173809024970297	0.0251399867108095	0.014679516394938	0.00829443531708729
MAFB	0.0873969105564636	0.036026523642282	0.0211123339539346	0.0177943936127468	0.00848028637227083	0.0724440588647037	0.0949777649731617	0.0235428203371731	0.0103498309053492	0.00177031664470972
MAFF	0.338345153371578	0.0951636478592532	0.0294498378354788	0.0404378743398521	0.00516904684522623	0.248851923905606	0.234952954398209	0.0516541880598285	0.033637684503199	0.00698437278492892
MAFG	0.274199462468824	0.0841841073257783	0.0308313305457188	0.0362605506495397	0.00570952171570815	0.285761812332962	0.247324409827628	0.0603767579933083	0.051780940870445	0.00974205166319231
MAX	0.227516276399712	0.063366010726648	0.0199425168916876	0.0268239462996235	0.0060547626434676	0.346158050267996	0.27571086100527	0.0730823861761114	0.0524953982084518	0.00673896989752842
MAZ	0.239723272120244	0.0682438596739084	0.0239740100317535	0.0297742537355569	0.0080943012651471	0.316542861995231	0.260416234586198	0.0764086904685132	0.0769657791407694	0.00842362388759177
MECP2	0.202445991083299	0.0682309894962185	0.0204636453916481	0.0285334947361954	0.00920532332166346	0.330816235312037	0.263607953183996	0.0590252681399728	0.0277655124016724	0.00358938615222648
MEF2A	0.201078270691086	0.0616949333896649	0.0183907579995652	0.0261999467167304	0.00738060622778691	0.352023838848281	0.28131669455926	0.0821466662559447	0.0484562155004628	0.0042182377119333
MEF2B	0.201632268730933	0.0610546779923721	0.0171204285312176	0.0250446486590332	0.00635712602922467	0.323011949489964	0.255357777832452	0.132610299978539	0.0890103641045766	0.00646090098801932
MEF2D	0.248290582689637	0.0926401711522542	0.0313856153429899	0.0362451941045623	0.00861528533273581	0.256639744167663	0.237228098424673	0.0447162533707971	0.0244281207251796	0.00353035736937712
MEIS1	0.135262441462764	0.052170967604517	0.0378123188089931	0.022502399352104	0.00330038739280303	0.180063711510088	0.152923568172352	0.02693049486248	0.0204364533909988	0.000854359165228469
MGA	0.0510872906739012	0.0307203119916996	0.00847703894630825	0.0106866642353605	0.00298411285931921	0.209459101041023	0.202471235773479	0.0391062274180844	0.0132996002862631	0.000963133553027906
MITF	0.0791368599745904	0.0323180522384821	0.00943417070940988	0.0156491837612323	0.00915786348680969	0.184423463518353	0.163327067980141	0.0342756072549757	0.0183395926508522	0.00151576102614237
MLX	0.285140259726992	0.082061738093148	0.0256199044049684	0.0343293730462766	0.00511934851544649	0.291658926292011	0.242313639190329	0.0779143410972346	0.0585940288730183	0.011967822201893
MSI2	0.3212872665014	0.12669824076445	0.0378485533662645	0.0509348941556818	0.00454872387781957	0.139215610975122	0.133955683060953	0.0600186429869384	0.0324730252258806	0.00658649558593849
MXD4	0.336066343786178	0.0986200912013723	0.0333792138237547	0.041171139410244	0.00447702184731469	0.254522540526071	0.214758957136659	0.065924080586548	0.0497710793804227	0.0131312440056144
MXI1	0.313874349979307	0.0778151164158671	0.0277210951277667	0.038202531967817	0.00681496527934944	0.271541370097382	0.22802407453617	0.0553558439258448	0.0341078905772483	0.0051486637313084
MYB	0.223868803619062	0.0860881840502963	0.0301033508652825	0.0329785103486863	0.0375790494729279	0.224307009975978	0.104945883542598	0.025994207078686	0.0270210741733011	0.00820117867921211
MYBL1	0.220099180950172	0.063485950208155	0.0187853857169819	0.0269497382698094	0.00665883195050976	0.324613978030351	0.259214666928237	0.105700062903227	0.0884089677154137	0.00805710985911468
MYC	0.262290757273698	0.0724639543825074	0.0231423847790727	0.0308811199828516	0.00497430118146192	0.315429296737667	0.265622080349434	0.0693180557072878	0.0492839984050004	0.00685795830410241
MYCN	0.067018968271185	0.0253159830466722	0.00672797277933479	0.0116856619285048	0.0055714733127602	0.263414039735263	0.138356875224715	0.0773587231530894	0.0332439941854757	0.00202996972500435
MYF6	0.118326016616961	0.070624712069674	0.0215263436081573	0.027321106833308	0.0034016421647165	0.0526786923052563	0.0527287953039295	0.0114224068180715	0.00537695689735795	0.00383435764383466
NANOG	0.247705002295963	0.0738638814983045	0.020156760606919	0.0322596896825018	0.00347033924333706	0.304973034976028	0.24758323304897	0.0446568892878003	0.0194939659382853	0.00333810598000184
NEUROD2	0.103610032498228	0.0374671504129287	0.0157597539302394	0.0178715174723189	0.00637084746295602	0.146042600326052	0.127882175752986	0.0440493471418617	0.0182005650775005	0.00243090222257181
NF1	0.00528007667291075	0.00459133423102587	0.00224257008584405	0.00256008701569288	0.00535304755638388	0.00484034296552882	0.00488864315028281	0.00587048767900122	0.00172203810971594	0.000621328874518157
NFATC1	0.123585875588329	0.0359920557748465	0.0105350530843871	0.016740241909072	0.00551526853725837	0.376535440708951	0.301766194320193	0.0933900736220973	0.0498624393439129	0.00203709895135928
NFATC2	0.232194084593551	0.0700123189385697	0.0282176372382386	0.0320300923753238	0.00503721119194611	0.220189623074882	0.189687887699732	0.0588120689591266	0.021393687470919	0.00296593509771614
NFATC3	0.0950968345744561	0.0328646018710083	0.0100778893521578	0.0184470383792057	0.00430147302520356	0.321568542457173	0.167020717155721	0.0321407232020676	0.0138808721473792	0.00342556139431194
NFE2	0.0545538326875724	0.0190034601085536	0.0154847370136287	0.0138492274216181	0.00540850664378434	0.0385292680270621	0.0501828946321974	0.00795778090597477	0.00592158404171961	0.000994383422046163
NFE2L2	0.248838767484476	0.0722641045901863	0.0220445425693673	0.0303809219644778	0.00544400868471662	0.32881648789707	0.264173767067179	0.0707577863851261	0.0453569823565754	0.00537308821626237
NFIA	0.180677620085453	0.0658264899597378	0.0364482453988252	0.026924496718893	0.00594172406886972	0.183426678056783	0.19049124447895	0.0264092160099832	0.0194401811558129	0.00180442607160003
NFIB	0.187532227766761	0.0606137532988552	0.0275101351352145	0.0258594914835356	0.0073505960132666	0.254180063299811	0.238712811128102	0.0597665885059635	0.0288331012967284	0.00148471169115238
NFIC	0.00964994195476776	0.00730515071119531	0.00744712488250354	0.00452915317636804	0.0052473655333688	0.0260274168399027	0.0145994756566364	0.00451958657871621	0.00227885970679165	0
NFIL3	0.310270505546368	0.094241049478047	0.0308696879544451	0.0407484792667293	0.00624866372668031	0.24794128692065	0.21550550706638	0.0472023480611168	0.0297191164914892	0.00553172068166685
NFIX	0.00881380494022099	0.0056004060104754	0.00290903476798032	0.00459652417407597	0.00499652614379198	0.0446785825916035	0.029896967828378	0.00863669258707811	0.0041261761466509	0
NFKB1	0.230056114803721	0.0667114917137867	0.0207130557774849	0.0285790474803659	0.00555668040158075	0.330874661258531	0.274627125057916	0.0838041598757868	0.0499333006634878	0.00484986476841176
NFKB2	0.242868884996533	0.0694366169350518	0.0214513577824479	0.0295479787096132	0.00517773056539939	0.327876371217235	0.271409957672314	0.0756469858735443	0.0448449807154068	0.00529825605628942
NFYA	0.238591030428062	0.0723157193083955	0.0225149631204388	0.0302190684929096	0.00596932582028153	0.307231515368403	0.263896463657847	0.0665592719305534	0.0359492179184588	0.00501270168246326
NFYB	0.252579161522823	0.0733236337721381	0.0238921498961157	0.0306478220937303	0.00774635954072811	0.290747067275214	0.218546039103267	0.0894502124564144	0.105906037155478	0.00949852626829473
NFYC	0.228873077306422	0.065619495519152	0.0203531026958276	0.027145398410287	0.00691869083287655	0.324765956013424	0.248828112989723	0.092672422751508	0.0938584725900868	0.00935402024917975
NR1D1	0.0296615970672114	0.0243755544534929	0.00915249059709311	0.00960209938762868	0.00429944383723535	0.0185734766860247	0.0296445103126413	0.00815266128662584	0.00140913017541811	0.000244036779621704
NR1D2	0.00644598642825422	0.00235352302062364	0.00125399774493851	0.00365745858668387	0.00703689295022658	0.0112810847924092	0.0182735444295208	0.00881111732232642	0.0015924776497791	0.000276413787379637
NR1H2	0.231854504978275	0.0757122302004042	0.0241561794253361	0.0295915648807545	0.00566844418348567	0.318528000247761	0.266758335205559	0.0627414889014983	0.0395427949415433	0.00584454335972562
NR1H3	0.250406154956606	0.0653851479976438	0.0265748922924388	0.0306738843030874	0.00477895334077894	0.30446498395523	0.252618045366863	0.0630236332840375	0.0525379299503413	0.00808592295297117
NR1H4	0.241219864979101	0.0614762812605019	0.0248879279324441	0.0352438715861387	0.0283427374334555	0.0806599321861449	0.0604981963793909	0.0238552977843762	0.0192139887241345	0.00361774332382692
NR2C1	0.243615944415699	0.10462590949787	0.0396261714273088	0.0439370691584652	0.00299521693057925	0.113779062094325	0.145725344722711	0.0310378633023701	0.0167552005691457	0.008502708894635
NR2C2	0.222908916669261	0.0688170511016619	0.0219403864297164	0.0355951045709366	0.0069555478460378	0.178690622121187	0.15808475612936	0.0478856962260353	0.0224298450765652	0.00365306717432967
NR2F1	0.0938803198048397	0.0348950143934116	0.0277292408731982	0.0172379018810406	0.00400787987797657	0.105057478480952	0.0792026305703116	0.0205498020320779	0.0124458445391551	0.000900352635720747
NR2F2	0.346357508403316	0.0946039045890152	0.0326491165867787	0.0394583480443609	0.00831563350165487	0.227126322094477	0.22436507721034	0.0394844950864551	0.0248042985179074	0.00596962718518745
NR2F6	0.158801313687726	0.0510411594927513	0.022163051348884	0.0255695547609475	0.00837226653100875	0.104108222081513	0.0989245559984728	0.0271151809320157	0.0160582599877369	0.00173833827735892
NR3C1	0.218003651637323	0.0634800679468689	0.0193614891949796	0.0267246762444977	0.00648513272015161	0.343795846104982	0.270616368339419	0.0887429291488819	0.0632249255817142	0.00621814155632017
NR3C2	0.138774081950624	0.0594151722984213	0.0115036856589983	0.0197315811005847	0.00465826787665169	0.295631492572976	0.253127146135827	0.0191720652449445	0.00631520831596366	0.00168967113976237
NR5A2	0.133059138448587	0.0442746338232574	0.0232061166348639	0.0236040850808521	0.00338490949702608	0.0535893756816812	0.056596450451002	0.0269902921940712	0.0177172159534702	0.00294015878673448
NRF1	0.230592943039665	0.0725619853809211	0.022777061354498	0.0286063833820962	0.00572002278892503	0.325802701222266	0.245821181662115	0.0848970372762216	0.0465064485824183	0.00416353298018457
ODC1	0.228146101796165	0.0783350594312449	0.0230118777953565	0.0335995462258508	0.00678557112156364	0.239912716203164	0.215357798246486	0.0749741514670765	0.0540136648632993	0.00651793604361017
OSR2	0.04239623984116	0.01827787882918	0.0121881336470869	0.0137530349323265	0.00109916428795998	0.0192318897655571	0.0190805436674072	0.0158864485492954	0.00510128972288204	0.00145836671545541
OVOL2	0.093333975099123	0.0280894389167077	0.00914713741488249	0.0153636741676537	0.00382349738536858	0.213812314672321	0.1822492568117	0.0686422622593611	0.0357192148608324	0.00128951928695886
PATZ1	0.120292783871901	0.0480890864581134	0.0152198218574852	0.0266933719762159	0.00663508393311085	0.134627542707452	0.143011298721603	0.0406251713039091	0.0192084744662456	0.00239702107059181
PAX5	0.169582946308507	0.0498701238916416	0.0150531769036879	0.0207248538224811	0.00598191258459924	0.377312385848416	0.28366563605876	0.0983831124394736	0.0626038419129938	0.00503508059431212
PAX8	0.173601421714877	0.0517805958954983	0.018212384870434	0.0223475228801805	0.00538606917943563	0.292187699663275	0.25140362781169	0.0462833728982761	0.0201122597062532	0.00266872572320265
PBX1	0.312804898258364	0.0828094020420393	0.0302342279134209	0.0380605050971435	0.00684632801128737	0.222105073671163	0.235973130166462	0.0411074989626913	0.0294461895934416	0.00679259848990477
PBX3	0.0504580188462461	0.0220074469736053	0.00688791352845819	0.01094901466077	0.00546578453469493	0.179167371775854	0.140548126400293	0.05220168187227	0.0150856303604313	0.000511835380479941
PHF8	0.148281568519146	0.0549650022871407	0.0267329111275801	0.0224970462573396	0.0127032448608589	0.253940546327785	0.205584657758741	0.0361490199943599	0.0223817950758255	0.0016602184682849
POLE3	0.252313288130206	0.0726641611212218	0.02247783822147	0.0300360925172969	0.00575193518022921	0.312555232594193	0.25718670753817	0.0794570783409446	0.0764686691752189	0.00987550604870491
POLE4	0.24751527078602	0.0710036271275037	0.0231701974552164	0.0299221392807281	0.00632519916248853	0.297633636200654	0.238351112662602	0.0991927016726012	0.0957742887811552	0.0104791392729146
POLR2A	0.204650941449214	0.0630704814028603	0.019288860239346	0.0270302909365741	0.0071493356820308	0.342622322127883	0.283700017816137	0.0801614157121749	0.0541792491280879	0.00460408061025175
POLR3A	0.29760029636853	0.0897223386618683	0.0306192583145173	0.0396713068366611	0.00490948219345821	0.224815393099156	0.192520190579049	0.0492268322680842	0.0294052085100014	0.0120904480743902
POLR3G	0.264463327934895	0.0749560197084166	0.0225957050943375	0.0317123218544821	0.00569388823173411	0.303193091650964	0.246920773504103	0.0758666332568813	0.0684088861577922	0.0125903481804643
POU2AF1	0.222947804306694	0.0825487108337531	0.0183411519553374	0.0315770050331465	0.00651864771892297	0.253433732945631	0.179842787455933	0.15409539149822	0.095153716126268	0.00745789694073584
POU2F1	0.123339939705988	0.052880464552006	0.0140933992389199	0.0249176865375302	0.00677165863012386	0.111191646393151	0.0828473672204018	0.0244137589882149	0.0135934483369665	0.00256864343906493
POU2F2	0.100748852417458	0.0284860427275379	0.00725564875485107	0.0145175673741236	0.00427695854847854	0.364927182580699	0.268573946997389	0.121740927958999	0.0630495943000245	0.00371170900476381
POU2F3	0.0797677570044083	0.0300945781606331	0.0119139662690317	0.0194374972103091	0.00550998964928351	0.100319347991714	0.079597111867024	0.0142147217936194	0.00813542136449297	0.000862393145313223
POU3F1	0.196782538619413	0.0625173582293232	0.0207942974642308	0.0368823583035071	0.00653433348011223	0.0961926149950217	0.107063291441256	0.0575517481722515	0.0243057644386272	0.00365944603721902
POU3F2	0.293853177322867	0.0836824842144429	0.0299982945982208	0.0344661043493778	0.00532211847638708	0.284109803799487	0.234863269820708	0.0717447811522853	0.0573921192643144	0.00899061250461708
POU5F1	0.3555861330481	0.111152130909639	0.0522971888085492	0.0428970286957299	0.00819586729438293	0.0367457084630893	0.10725321374194	0.00693960622695544	0.00547972872732838	0.00308695267175663
PPARA	0.286704092572421	0.139910592463459	0.060049981261497	0.0540771050331481	0.00163557561161221	0.0293376736707133	0.0417425474461059	0.00782722719686113	0.003830753027946	0.0121686630134845
PPARG	0.0671376694587442	0.022669017536435	0.0128773124953808	0.0166894252338698	0.00144952490398775	0.0272528376405856	0.0378998025427912	0.0274874947089323	0.0166730717379363	0.00369429070353511
PPARGC1A	0.306624256167556	0.101881882805291	0.0285990856527857	0.0476868584044949	0.00305918361837088	0.108360769254605	0.108626234792161	0.0270612153513432	0.00787760871366427	0.00945725176883205
PURA	0.0135158704233059	0.0100511862123315	0.0046244073719669	0.0042186806737784	0.00638232372197645	0.0097637788004441	0.0109654097163899	0.00547861528150084	0.0032099924312381	0.000133789880290336
RAD21	0.229475586513986	0.0667412125182235	0.0203313454157454	0.0279082066242486	0.00658225623828468	0.330309256304709	0.262870368917843	0.0911591374765994	0.0750084549935501	0.00798057812996733
RARA	0.025328153778688	0.00952425918847533	0.00402558992291135	0.00637282640143466	0.0023332425133944	0.0844107882646205	0.0477552809217052	0.00338629557102699	0.00187480210744573	0.000503804220978399
RARG	0.171072120113673	0.0645810486806048	0.019680511670585	0.0307246076356635	0.00666272976222604	0.0772158284998066	0.0686653469245618	0.0125805458237102	0.00656970476940433	0.00139212422687607
RBBP5	0.241600542065878	0.0689482172495327	0.0229668168911468	0.0297155133726	0.00692539322117935	0.319246012416562	0.256988224079154	0.0886443206973327	0.0630967749447268	0.00688466598028425
REL	0.129297426869197	0.0372768795664074	0.0110248579509206	0.0162925240706658	0.00566644758867063	0.409070938713125	0.30290360776248	0.0880151687640555	0.0490755420548598	0.0024803682799035
RELA	0.235721170547294	0.0688960753758615	0.0212723069109835	0.027935487537764	0.00509374305245713	0.341445935950251	0.264975368714448	0.0746255329367128	0.0500480520659166	0.00627843430415931
RELB	0.244093492083407	0.0713517300882861	0.0213610031089136	0.0297468769700209	0.0054710300129468	0.323777032359415	0.263514260639264	0.0857315804527627	0.0538049619452997	0.00590009686304926
REST	0.208117575882379	0.0636840789697585	0.0174521171079316	0.0279261931043513	0.00803585116941685	0.33319222061712	0.278765638447769	0.076507419462566	0.0470705070633251	0.00447656236691063
RFX1	0.06338493651977	0.0279161102502913	0.0176325881690084	0.0168382645386841	0.0300743319045239	0.0494350660740546	0.0611746953004715	0.0161401119481367	0.0127796046724904	0.00121380697643825
RFX2	0.0972017846591334	0.0441322457865277	0.0213563761264344	0.0187965361973913	0.00554205640436345	0.226758934554762	0.18206398795622	0.0801455679792094	0.0646308737908448	0.00242863035057073
RFX3	0.147400220926222	0.0693464420951826	0.0215091404346835	0.0222172024332545	0.00600876865508815	0.0625138850061916	0.049863498728302	0.0160967897267866	0.00613429168292301	0.00304024954986815
RFX5	0.123055714665581	0.0382736408279489	0.0097807106077209	0.0147957515616798	0.00490916244944051	0.408453088735918	0.296237985663359	0.095372947842058	0.0601909695219169	0.00386629695054264
RORA	0.318761933035059	0.0961551217427967	0.0335407248163641	0.0510485743307822	0.00365001967504952	0.118739375758522	0.229095707305251	0.0286138115298951	0.0128394397621834	0.00588762028588696
RREB1	0.284588107412693	0.0893006967165184	0.0278290101185895	0.0384866760043134	0.00598725057454874	0.272355672749911	0.250092412841733	0.0544941531708351	0.0310570685136294	0.00609867060165292
RUNX2	0.354636184376808	0.108429074350209	0.0357254899653801	0.0477389279021542	0.00276785661287149	0.170314463711156	0.214451614049394	0.032457082537539	0.0150670448089258	0.00845881341524435
RXRA	0.10568640729821	0.0468736220914754	0.0214883212807243	0.0208858191967791	0.0065505870322079	0.147464289200551	0.12631638788795	0.029094568905268	0.0126954022632566	0.00213342006509532
RXRB	0.130864244509899	0.045900267479788	0.0149511323356197	0.0219362947730382	0.004859497848684	0.243298090792784	0.211379056322394	0.0667551137041335	0.0305424384508386	0.00208688053367145
SETDB1	0.0654382424101174	0.0313257639286046	0.0256313697752641	0.0142959917851584	0.00565297809516918	0.0846807943404047	0.0729531283895724	0.0172619402569612	0.0116326339600074	0.00152303770492035
SF1	0.159213276720406	0.0507915897691724	0.0144888949390278	0.0215716302094222	0.00722077438390045	0.362882974877352	0.310926482384528	0.0691253515899032	0.0381473622917681	0.00262486216844871
SIN3A	0.220401147524644	0.0638113686953232	0.0193774373608001	0.0283325315856259	0.00691498749938979	0.326486208486651	0.288927328253859	0.0621756519900019	0.0419851810388926	0.00484310960848922
SIRT6	0.0147568601747385	0.00895905827120136	0.00365640047375226	0.0050653559408359	0.00139985323572334	0.0469148563172762	0.0537481644947494	0.0224376643960197	0.00415580602437104	0.000132758997391513
SMAD1	0.105508003891563	0.03103415493525	0.0150678963854445	0.0161165967311956	0.0242132725311132	0.323455538932762	0.172584719371318	0.0732417596084091	0.0420830254658412	0.00227742572197753
SOX12	0.168188841386451	0.0638121386707973	0.024936853836999	0.0283105238495368	0.00766288809430349	0.178942112316517	0.191935623093995	0.0320645230396398	0.0161996670228582	0.00267391562862318
SOX4	0.241813005733658	0.0732645368034753	0.0236448431707009	0.0312366167007048	0.0123880617205063	0.329685107031038	0.255273711357462	0.0581654764048256	0.0410357725129928	0.0045022540274009
SOX5	0.130430502371852	0.0524408960576593	0.0169064500722326	0.020608022750602	0.010328946444603	0.221347653758797	0.244920470873274	0.0403658963435853	0.0136453782950721	0.00289355256765556
SOX6	0.200206846001536	0.0681767913600804	0.026410258627756	0.0324653486155019	0.00432210488870854	0.169521984682847	0.138802023058485	0.0393582045982285	0.0184533947471638	0.00224025622613111
SOX8	0.012792329886095	0.0102628704308214	0.0108657166188206	0.00572171398022836	0.0113837524166592	0.00590533226385914	0.00734015516260311	0.00417934304656453	0.00266454193331567	0.00130791649494633
SOX9	0.0110043727956992	0.00904396642145122	0.00311456319666625	0.00492613498678252	0.0281063472355083	0.032981498795286	0.016810652902029	0.0248719687065165	0.0108412532076884	0.000522510607851467
SP1	0.225964632994875	0.0722764558601148	0.0218138495489061	0.0291135562384335	0.00742424456208479	0.330694189448825	0.257417505816109	0.0724812472936501	0.0431681928972109	0.00451774743666156
SP2	0.217181256327389	0.070783121723055	0.0233961552765094	0.0283478220031521	0.00695247277036448	0.322913806919267	0.254779340571349	0.0785118881348514	0.0521896965273815	0.00510582610781862
SP4	0.117051638214584	0.0457091721321123	0.013353999096578	0.018103762625143	0.00524918749517722	0.279955689389344	0.237106440685825	0.0462187974683137	0.02210354037117	0.00164489662903455
SPI1	0.212765750710505	0.0608031160313312	0.018470773747721	0.0252335906014561	0.00610564221821097	0.341843538235061	0.265743433620333	0.10078086986472	0.0742726771641306	0.0073257716802565
SPIB	0.23909807359793	0.0679434024986157	0.0207670978912967	0.0282718595255522	0.00569069441276759	0.332028979052237	0.262200146094534	0.0873227252745014	0.0621393846931044	0.00766250546593239
SREBF1	0.215936271117829	0.0682044886435106	0.02177041104533	0.0273073707005095	0.00713051015937249	0.343356570762325	0.263212327682977	0.0747219608311508	0.0457750355490928	0.00385890489001905
SREBF2	0.194194448824453	0.0603959425134409	0.0178543909277754	0.0250935585456201	0.00598625066939307	0.350775177951539	0.28301769119785	0.0925236647703859	0.0554800213691832	0.00439980864147449
SRF	0.254623715350502	0.0702147508756478	0.024233189633352	0.0362314321136101	0.00587668630196558	0.216730309768008	0.195990981831241	0.0729540918966244	0.053927569874895	0.0059620766856302
STAT1	0.283973843524366	0.0825168281402241	0.0249783735852318	0.0341197935714196	0.00504011739913157	0.31321049097188	0.249736049764692	0.0620849310549222	0.0419506499252214	0.00832631948264373
STAT2	0.219328669293626	0.0691376915421236	0.0199241414999981	0.0278262546168393	0.00590605042602199	0.353873693788352	0.26839578649492	0.0761283694160709	0.0425868444455203	0.00536451081686995
STAT3	0.19230367112279	0.0597329315266903	0.0176723877185818	0.0242369331202619	0.00568219988651208	0.364855288562803	0.293019987607019	0.0752044180403536	0.0416222969913628	0.00416328327391347
STAT4	0.217916770972012	0.0706273664613445	0.0226047356562362	0.0374896168029552	0.00577258890991561	0.176050746547556	0.169887347875217	0.0257971038232729	0.00904640945508484	0.00181289643223626
STAT5A	0.193519559709192	0.0564482703920486	0.0188385432139923	0.0239029731835189	0.00590265427899639	0.347102618204556	0.281728135971453	0.071745775147719	0.039355385486596	0.00390875123186962
STAT6	0.104699706288156	0.0285035873540619	0.0093772309413771	0.0131605721449981	0.00513009610374016	0.415142701215043	0.29061900307043	0.10458015531395	0.0603512084354638	0.00225403833517168
TAF1	0.153047451476665	0.0526232907605706	0.014157420290923	0.0235160762883645	0.00707174374700115	0.340835915305995	0.263875246428829	0.0613826880981514	0.0290675904699159	0.00240321754052197
TAF7	0.24506448280387	0.0674538887281501	0.0213348505438602	0.029588479652162	0.00654672677752755	0.325670804060757	0.270752735080798	0.0757793481556509	0.0558206218233481	0.00663020711700069
TBP	0.199257975423206	0.0747718861804424	0.0226203583784715	0.0299868405319889	0.00739657593587384	0.184749014448818	0.164797373356445	0.0397072989189579	0.0227268337038842	0.00724320213921692
TBX19	0.0264255442191421	0.0133241029164208	0.00580274483642695	0.00704596962218429	0.00569013318028877	0.0682626310773973	0.0483668005637006	0.0175955903465851	0.00519322858003801	0.000795394850880426
TBX2	0.121640621066177	0.0474421517828221	0.0120175860476709	0.0159532173071102	0.00624488621159658	0.378398625172805	0.280386273237376	0.0690363476793003	0.0527727380042565	0.00409411172806051
TBX21	0.223427866580017	0.0628349044749293	0.021065458468579	0.0256386684421193	0.004649109734853	0.341487581357637	0.275655704750407	0.0645205876063508	0.0432883773722227	0.00627399695111808
TBX6	0.029882920348988	0.0111257488361476	0.00681473073007677	0.00993803561546669	0.00279652404227382	0.0360313381894769	0.0639642802985716	0.0117393209725204	0.00517502919184309	0.00020883779115255
TCF12	0.175740566611276	0.0656733801435919	0.0308328084174995	0.0289200553845895	0.00399705802407402	0.19404053952876	0.156820298516138	0.0370800918237391	0.0228544600982942	0.00364292620166418
TCF21	0.16540333650851	0.0634634139950013	0.0369203121935326	0.0257625082724781	0.00679673546662085	0.184142868831567	0.157654788256497	0.0410607722664628	0.0249250722713269	0.00145895479304148
TCF3	0.100809925949499	0.0502697429279013	0.0307807743243743	0.0216771840014204	0.020683688162632	0.12962074012467	0.121527166296206	0.0778927228219456	0.0921943443942203	0.00412685780068223
TCF4	0.224657187818055	0.0679932589944645	0.0200976722108754	0.0284033942800739	0.0066038082718699	0.337512297457381	0.271320379504441	0.0822710759370111	0.0566396274172445	0.00645656411958029
TCF7	0.306798064014838	0.105810002078845	0.04194586694595	0.0445106664266238	0.00474153466496974	0.187062994039982	0.190078946958459	0.0370602232642367	0.0227821612465078	0.00842737839096597
TCF7L2	0.0928155618816413	0.0304128891903033	0.0138634306811164	0.0135409433510036	0.0200274567425881	0.360874472783538	0.280338558796927	0.0986028786942252	0.0556882511587279	0.00108027347231532
TEAD4	0.0741559616918639	0.0327436791922653	0.0149008485691706	0.0179949260417485	0.00624388321783742	0.0587496951724227	0.0504567659273016	0.0156916552869437	0.00893266629188028	0.000971121728135405
