IgA plasma	IgG plasma	IgA+IgG+ plasma	IgA-IgG- plasma	Pro-B	Naive B	Memory B	GC B	Cycling GC B	Cycling plasma
TEF	0.101359986037944	0.0410289600082241	0.0118908718307074	0.0180622407422816	0.00578699521206305	0.273764285502725	0.213362016838095	0.0413256813324304	0.0165377159268498	0.00155273212122831
TFAP2A	0.152558947602187	0.0612395858947842	0.0132327654947906	0.027285012760074	0.00619258018177382	0.181049111462718	0.192785286476666	0.040663370834775	0.0288843448645814	0.00488879919836704
TFAP2E	0.163739058879856	0.0669464353394907	0.0278808953154681	0.0298361674092333	0.0059552964123244	0.0414008391627804	0.034925637107717	0.0142903019048296	0.00999187439100979	0.00304334966583653
TFAP4	0.194289587335247	0.0590719913392428	0.0142717410500026	0.0236696807667436	0.00493598355932112	0.236371243489888	0.195795267068842	0.0544003833135049	0.0480734890420781	0.00858132146806856
TFCP2L1	0.0286548176734617	0.0144189738001109	0.00821106388752213	0.00830995792713651	0.0102257673187539	0.0812576759781187	0.0471905222541814	0.00779071206413351	0.00518632690305176	0.000496097852762056
TFDP1	0.246227923190149	0.0685745843632592	0.0219153709000833	0.0292029046125666	0.00607564055427612	0.313527059502488	0.254526152171594	0.0915041616178146	0.085207524457081	0.00996904473156723
TFE3	0.0810206429362387	0.0347484420504874	0.0124004360179851	0.016697330149854	0.00646907736507218	0.12908430921848	0.133053204390712	0.0324579912217076	0.0151248685582587	0.00166260896618664
TFF3	0.141074743521981	0.0490223342852228	0.0335074966858083	0.0276788147849681	0.00444043651659287	0.0664704182435722	0.0631398958880391	0.0237465500014638	0.0146755736735994	0.00488778455711258
TGIF1	0.213865147436064	0.0617170823722472	0.0187977850747461	0.0258397771681184	0.0053206364787457	0.35648939668503	0.277293457257733	0.0726831240129854	0.0489999574622627	0.00539419545102937
TGIF2	0.175508031653043	0.0523650165442715	0.0204712621423783	0.0271297911902957	0.00477237664422603	0.266969771423677	0.221045602990072	0.0588315442603168	0.0250469565713757	0.00248332709164434
THAP1	0.105481195754296	0.0422049027043861	0.0162267097773726	0.0224556354254276	0.00488038506263344	0.137996233153638	0.128637863893435	0.0325161714488519	0.0164557505867098	0.00227910332244963
THRB	0.144484074903243	0.0495828744414823	0.0237182748470172	0.0215606705734794	0.00600625901439877	0.289092140144567	0.22202422808233	0.0541923783495798	0.0238859066430838	0.00180106950551118
TMEM33	0.0168113860177711	0.0130507253618377	0.00705607027657129	0.00509556277389211	0.00688439261990292	0.00389644142411916	0.00755049519013939	0.002618510593693	0.00134830235990457	0.00161588019224712
TP53	0.127369775077435	0.0408081035672574	0.014527766512171	0.0227572725602379	0.00729383627251023	0.183024430280843	0.188373876178207	0.0809422618646058	0.0402394059548074	0.00419693933900112
TP63	0.315371652101151	0.100929292305202	0.0297811314633729	0.0409064559074758	0.00614949486345107	0.24398741367915	0.202362184074262	0.0293716624819704	0.015442511573685	0.0119642515221775
TRIM28	0.243296360087445	0.0681425314384446	0.0242636312666894	0.029780370312976	0.00670633539725751	0.317405318284654	0.262923828448752	0.0833110892917823	0.0666077702371144	0.00825944999427342
TRPS1	0.0151577954941557	0.010639530494182	0.00822610205296059	0.00571145271954732	0.00989142651481079	0.0387176934185189	0.0361247052587956	0.0134456673460359	0.00482308743135229	0.00112046113983344
UBTF	0.202614684695727	0.0596198486063064	0.017817315531272	0.025557811508771	0.00673748289153919	0.357236578332955	0.273476252260797	0.0819738267642799	0.0603982259204552	0.0062068147296459
UQCRB	0.270326914274037	0.0727967703361158	0.024410190883876	0.0313385003262974	0.00536975795227002	0.309833064337475	0.248863045591181	0.0783111499706108	0.0650419657943413	0.0095396168325329
USF1	0.219698443075792	0.0673234619948656	0.0192714768127498	0.0269585935562654	0.00521030746029272	0.34840443108975	0.270513064883953	0.0773194062773148	0.0520810017964632	0.00653452536680199
USF2	0.241734898114156	0.0676543135442571	0.0249199752836541	0.0293909397495895	0.00619046634348475	0.318277956366556	0.260731513636227	0.0874781533115135	0.0660752692558045	0.00770249124425437
VDR	0.121337214951634	0.0398544379619561	0.0156448211870992	0.0269808093998931	0.00587560869360548	0.271277244871586	0.179406778043481	0.035507128618623	0.0170905584143385	0.00218914742340726
WT1	0.211143647614492	0.0711749982625008	0.0254725901911907	0.0311890615131205	0.018340598215257	0.280317117346412	0.227340359603517	0.0406932819485217	0.0246280120034367	0.00300048593390168
XBP1	0.357088686070992	0.105231339722778	0.0312104261205994	0.0425145540843962	0.00460509631276429	0.24912696552448	0.210610780425008	0.0610412350216835	0.0455176807672072	0.011370149935222
YBX1	0.279788121539336	0.0796582545959377	0.0243416312546411	0.0332025071084182	0.00603577353131279	0.299095572554364	0.240902056456163	0.0803334904226527	0.0730405535295171	0.0101388936804082
YY1	0.240752515523262	0.0701914336164892	0.0225300566294754	0.0300048346178786	0.00694099245275137	0.319199083636013	0.266394358780916	0.0823559027636998	0.0652705725085154	0.00733737016990244
YY2	0.135279186586853	0.0457790283510209	0.0131199293832986	0.0203224600560427	0.00732164801882018	0.374293538096971	0.189254782293143	0.0601275920544764	0.0240997164579511	0.00190115604357199
ZBTB14	0.0785952919615354	0.0295439365835778	0.0164076959444776	0.0169224558521543	0.00830610879120719	0.0498694009143962	0.0774941644017798	0.0266765830038281	0.0179429125370441	0.00184667468610733
ZBTB16	0.112949753312629	0.052727869608404	0.00918387800980813	0.0155732562234718	0.00344634797228582	0.3318208104939	0.250177061460414	0.0129121658035699	0.00418370189194373	0.00138568430749908
ZBTB41	0.0828201248428869	0.0403282792734762	0.0230936574038911	0.0257591898232362	0.00287617244671645	0.0461446060697625	0.0500153567280913	0.0129157968943848	0.00602252264210301	0.00175275300651034
ZBTB42	0.0317826773011902	0.0182895235679251	0.00748316160571227	0.00825493561054536	0.00270217895519576	0.0596309535395558	0.067765965622766	0.00978849210525856	0.00385244366224291	0.000814054665025044
ZBTB47	0.0689008705057954	0.0313848226873682	0.0165392593082916	0.0164708416720202	0.0073476171590996	0.0847093529430857	0.081782686648965	0.0186894581236269	0.00801561300984022	0.00115014598639485
ZBTB7A	0.214621123646401	0.0640747536909785	0.0206615369615364	0.0270733751725019	0.00611377855768025	0.335605666860779	0.295245229569626	0.0705071043176679	0.0460328869548741	0.00521092167060644
ZBTB7B	0.298359573467438	0.0817920466825818	0.0300295995394521	0.0340288231338327	0.00512124035255979	0.282553786757884	0.239159147093936	0.033066299330039	0.0171022030422372	0.00666697085102763
ZFHX3	0.0613330093540447	0.0280061815581936	0.0218231604618616	0.0138967377500417	0.00196152593221377	0.0684942190893659	0.0669115076157971	0.0176623679088871	0.00782222220026851	0.000830563705880971
ZFP14	0.117771275589404	0.0421508503387946	0.0147286786343869	0.0198752599008968	0.00712942734371513	0.296426914337278	0.249635699048634	0.0800699005440432	0.0497865319634435	0.0027937977075968
ZFX	0.234494713796725	0.0739739280483597	0.0245341028790266	0.0312527327636255	0.00844954870672998	0.317720176693449	0.262817101810892	0.0642890078189682	0.0337077399652553	0.00375746484234141
ZNF148	0.0263329470712358	0.0151902100459919	0.00489517573025178	0.00832651108601257	0.004784264055118	0.0762616745647771	0.0736186255199691	0.0275018450919765	0.0147685859291248	0.00081335043692532
ZNF160	0.026801838673845	0.0170126310492267	0.00406479170934693	0.00813450003768978	0.0153977615469016	0.189336393952973	0.103560920591998	0.0179675699511245	0.00711156912348321	0.000421088389232938
ZNF215	0.299107347170113	0.122183445487134	0.0336970277362438	0.0452633509272642	0.00427628234230903	0.0991462423308898	0.102641791433663	0.0243779504887734	0.0093735345616649	0.0107993158739595
ZNF217	0.0883825332903809	0.0240471743251294	0.00821703453401079	0.0169006089183792	0.00255744358936627	0.181804486645903	0.171669564883179	0.0481587756790147	0.0227534212394555	0.000796174099347069
ZNF23	0.0245385313035762	0.0155312459182221	0.00553360677436476	0.00908208852866677	0.00142703368285191	0.0167858074256662	0.0222977895866613	0.00514951219143978	0.00222510348626104	0.000733520140037469
ZNF250	0.334974962015791	0.104938030418721	0.0357152764016331	0.046511233398308	0.00542802695525224	0.191302790861566	0.213953521121544	0.0356940788387677	0.0192366481351637	0.00680866880061182
ZNF254	0.0408289596818897	0.0215835377733902	0.0089448478026255	0.0104468428021501	0.0255625371937946	0.138056123202277	0.113064250725247	0.0233995033288614	0.0129767887651789	0.000752479603235545
ZNF256	0.0938219079371484	0.0323153716669541	0.0114033278929757	0.0162045170773122	0.00552627696624275	0.282855818124807	0.189069418224825	0.0217145953826196	0.00892443049535119	0.00149366125517325
ZNF257	0.0333059944614372	0.0158145266017802	0.00641001303442845	0.00785347149443427	0.00746714412765936	0.154978324712044	0.100729876818268	0.0291366655201182	0.0093977582654462	0.00106289091732403
ZNF274	0.0630319181034216	0.02620573470742	0.00925082931743471	0.012086045193388	0.0032645685789382	0.27968850148104	0.16902338312884	0.0153024678328881	0.00494810439939253	0.00143276677473159
ZNF275	0.304490327756792	0.0952523417046298	0.0308460190238742	0.041549390657765	0.00570352531674756	0.212658166533866	0.183375809352946	0.0448005674334299	0.024374113328083	0.00479508131829554
ZNF28	0.156798812217833	0.074668105624966	0.0280685964994386	0.0379681987113413	0.00143346618689488	0.0457370521515015	0.0681077760262186	0.0175569621516825	0.00813252752508198	0.00527358384902965
ZNF311	0.0657893851432454	0.0315964736519405	0.00979919568092458	0.0141607638953403	0.0184384056391184	0.13948434586029	0.124095209934882	0.0291442916661677	0.0119283182446726	0.00161752515416258
ZNF345	0.116875258992364	0.0407529264400961	0.0195395508076273	0.0274342340273025	0.00226891376587435	0.0442307852934254	0.0503674514242073	0.00936413753381926	0.00460791631293933	0.00714870667378609
ZNF354A	0.23675914871257	0.131346331372726	0.056349287681705	0.049643515747531	0.00290412530444717	0.04385860306445	0.0386197775803877	0.00599520609793047	0.00430888403715068	0.0142156147975208
ZNF358	0.114451232460155	0.0457285524500362	0.0296680574573864	0.0214463173667264	0.00384967263158331	0.170318924504952	0.144243893803389	0.0366666535506607	0.0211844946009747	0.00092878569934074
ZNF396	0.075939034032976	0.035362962174328	0.0116826888660185	0.0186436182780058	0.00824177185995578	0.101865402789869	0.128019626673321	0.0235588120413974	0.00856555923420133	0.00128411921323723
ZNF43	0.0298742732959376	0.0197877050234775	0.00827748557716979	0.0127551095538898	0.00455245351563582	0.0622308706253234	0.0371468198773846	0.0151747041958797	0.00617933440555918	0.000769071684766809
ZNF467	0.323301006990239	0.0903021526150372	0.0307217677111971	0.0376882668352988	0.00588967369790816	0.25602654222215	0.235625464260928	0.0541616158318321	0.0372952251644592	0.00659165666699191
ZNF471	0.0601098850573726	0.0258062748218691	0.00791548101827755	0.0132824125038605	0.00429094826985232	0.219679539542723	0.161409369612361	0.0406989856861329	0.0174235224987435	0.00117339228037594
ZNF491	0.151999443522345	0.048744358612707	0.0160864883336052	0.0264982631314471	0.00215275577363383	0.157540661485782	0.148466235454788	0.060619016505808	0.0246431532489717	0.00204116129401477
ZNF502	0.0896800306322609	0.0365563188681601	0.0093364413752266	0.0158428714107633	0.00553765299581765	0.268396345029218	0.242473514824961	0.0651013185117455	0.0515607337747765	0.00278006672899556
ZNF528	0.126210775019218	0.0482729739584931	0.0178559352337232	0.02680018732937	0.00286832750791322	0.117738703082	0.0708611666256195	0.0118301626631468	0.00548881167971604	0.0026921461890792
ZNF544	0.091641049725478	0.0428303221427967	0.0135982576558822	0.0220831072822906	0.00614480618139623	0.0938835446810244	0.0733231460813475	0.030653913598652	0.00917190150153002	0.0022292449054313
ZNF552	0.141540850795543	0.0910564140152106	0.0223817984608597	0.0303492253966993	0.00385087077135426	0.120578530643375	0.131079380900717	0.0246571685148494	0.00850361235976449	0.0036747040139592
ZNF569	0.106082158791774	0.0430524119606058	0.0126042694442455	0.0200913123539678	0.00283521546813492	0.119117112499191	0.0848249256067196	0.0163861165690289	0.00597971975077694	0.0012272082285254
ZNF580	0.00392531799816442	0.00402155656351666	0.00195713002430542	0.00234312182756402	0.00214457214901898	0.00301647697301333	0.00403966165876768	0.00171520751743182	0.000821841466329909	0.00105122867773577
ZNF596	0.0484760781841878	0.0261851782023971	0.0143490852493724	0.0190070345113867	0.0080950114905205	0.0323840531298628	0.0285949002670979	0.0254477224670269	0.0333695612539823	0.00129763606967659
ZNF605	0.0674448883187247	0.0315769501458459	0.0163164446287254	0.0148024945062225	0.00602167917734386	0.146344480031044	0.138750609712076	0.0301083354901913	0.0124331430208398	0.00169598806937588
ZNF607	0.0278458614523948	0.0105756473986151	0.0036429177331706	0.00454317253372916	0.00586562542280822	0.337136324968025	0.320138523687297	0.107596812104276	0.0585207463055729	0.000424288010390739
ZNF628	0.224799205836441	0.0646556291195347	0.0225085163310862	0.0349791549975054	0.00359521782632433	0.157673478459535	0.154265450904189	0.0263818494226313	0.036929205059298	0.0193085895065801
ZNF630	0.0537537276821926	0.029381824815941	0.0167188540797102	0.0161024222222755	0.00591544262259824	0.0498119832286199	0.0652297941064663	0.00907890722371718	0.00390644583550626	0.0109549074501075
ZNF667	0.0385080599687051	0.0167993607459634	0.00432251661246696	0.00734475156310166	0.00404847637395511	0.305038910237057	0.158299385186079	0.0218130978353184	0.0070638329653232	0.000295367442979866
ZNF675	0.17158180418059	0.0680644461090457	0.0265946445063354	0.0292096803233779	0.0102904033523674	0.171594286724612	0.190351402240338	0.0312616110536271	0.0148856314816684	0.00195109971611696
ZNF71	0.0386344932044627	0.0203986768166059	0.00959982002930659	0.0162320503184169	0.00154747515990039	0.00464473999655057	0.0136647814355932	0.0051687398039264	0.00719924346125278	0.00146111358535517
ZNF791	0.142986252083251	0.0498319859856754	0.0304271283352	0.022804518143453	0.00488932014276333	0.213159903842869	0.18857639904419	0.0321284433754795	0.0181641070021583	0.00146559108361932
ZNF831	0.0301180311970232	0.011496527108689	0.00274670161960899	0.00476382710831902	0.0104399554321548	0.415813958619286	0.267097538709271	0.11963752727607	0.0632561223921165	0.000524015883770712
ZNF853	0.124915781661154	0.0483065649508377	0.010675636505145	0.0214179964699708	0.00621068235065037	0.227949419353401	0.226277820254859	0.052437709578955	0.0300983560871174	0.00390077607260852
ZNF91	0.22400051135965	0.0656934879954383	0.0183683872520704	0.0301527192009373	0.00739441106617655	0.321310018979945	0.268035799137201	0.0705258505845417	0.0425021072992543	0.00420346869072452
