Goblet	Tuft	Paneth	M-like cell	Enteroendocrine	BEST4+ epithelial	DUOX2+ epithelial	Pediatric colonocyte	Adult colonocyte	Enterocyte	TA	Cycling TA	Fetal progenitor	Fetal cycling TA	Fetal colonocyte	Fetal enterocyte
FOXF2	0.202394960711416	0.0424940796271009	0.0140625547540517	0.00128618614027909	0.025433453446562	0.0309065648846731	0.0179563426731797	0.144239464228032	0.0709816560627203	0.036190347703167	0.219963378115286	0.044000536653502	0.0656793704894013	0.0182112673526306	0.0277113956339453	0.0609620664057821
FOXH1	0.0990160267153859	0.0235513285707345	0.00451839139401544	0.00300976115094764	0.0143110790850767	0.0785418565261407	0.0640091796978658	0.0946642077738994	0.2576927842072	0.0694117421028041	0.20601756616208	0.0588522844150923	0.0396913134427838	0.0108313571380719	0.0327201155502355	0.0398626999771928
FOXJ3	0.136071207303603	0.0624363025251004	0.00989321642570928	0.00303829776061471	0.0264583189450014	0.0510356438552896	0.0563662905262649	0.107422449539839	0.146172456317238	0.0649608430101049	0.271708587988054	0.0625106867001497	0.0820471955243072	0.0237664685989856	0.0426661875221757	0.106971509843151
FOXK1	0.119441594285446	0.0569615656774988	0.0153762177548722	0.00308480068424655	0.021286138880052	0.026196276322224	0.0214683739203764	0.172847099622683	0.0461442578841503	0.0232901644644931	0.139465033134755	0.0220396592059783	0.0304739946560247	0.0106920816605018	0.0442464060731504	0.0357452780398847
FOXN3	0.12702547466963	0.0460410918212953	0.0101982755165503	0.00272950061557964	0.0288466051904227	0.0448291707050086	0.0405842872675666	0.0947409097062216	0.124172489208673	0.0812569225605172	0.28396620134196	0.0714652565301891	0.114061011277581	0.0418036177159397	0.0600955405194611	0.120477407290161
FOXO1	0.147951606351685	0.0448086934585036	0.0093794341335619	0.00337644510800528	0.028965608759423	0.0523758603776447	0.0523921196041989	0.0976674774511826	0.130277669318805	0.0573195733373176	0.24651095977116	0.0555401662844893	0.0993811096837687	0.0380405010698511	0.0749056303922754	0.136860009195635
FOXO3	0.121526156168241	0.0560331088519904	0.010318289381203	0.00306816601381577	0.0297808485819467	0.0493230944467911	0.0474792291909159	0.10349377171247	0.138938586775275	0.0610073692081643	0.26444100516484	0.0549107005572239	0.114355529332763	0.0398931912917847	0.0635094079844152	0.125777671032151
FOXO4	0.137190107561675	0.0828303870773776	0.00965734753210612	0.00266936505732507	0.0241463207987498	0.0762962480764889	0.0578686295354733	0.129809011435404	0.21320928453497	0.0636847231925936	0.177415961345576	0.0247835439673834	0.0433349528198635	0.0112237073093593	0.0341417378875684	0.0540414475347645
FOXO6	0.0979108350065431	0.029819352825339	0.00656326121477335	0.00322110692586031	0.0219095479431027	0.0377566667506309	0.0436589171030132	0.102509804941181	0.144534780960127	0.0519884976028293	0.118553079718094	0.0211079702310876	0.0185900110053738	0.00551442686268244	0.04338271834687	0.0488472992153435
FOXP1	0.110257036927627	0.0381236025683468	0.0105057734408042	0.00154273010204142	0.0366158468961491	0.0252494940768373	0.0183531326837094	0.0557908452957355	0.0458564248099554	0.0296585175002567	0.225267759307047	0.0694964694371063	0.116047780398502	0.0420180274683067	0.0514347018444954	0.0624958101773543
FOXP2	0.114406874896133	0.0383206187113563	0.00871754902823951	0.00254541951259035	0.0201525516956699	0.0481164051857302	0.0306284639716212	0.102437700792876	0.0856736758739383	0.0435895566370023	0.237395941898706	0.0712973340238322	0.140143227767989	0.0596573827855474	0.106303616625448	0.117685333153819
FOXQ1	0.064579066895334	0.0274437120549429	0.00623928814910713	0.000275658144320956	0.0973780431036804	0.0185029939920376	0.012496742933727	0.108058218949188	0.0331660799742418	0.0265936159030815	0.163653321544381	0.023258048119627	0.115260253615325	0.0473527144650048	0.0910368411877784	0.0634050356559513
GABPA	0.121501934210806	0.0496048567842937	0.00888737517924443	0.00304438134546159	0.0310143407029102	0.0443436291816178	0.0353398180132311	0.127692828643804	0.0902623728656836	0.0293050155920555	0.275762581136523	0.071546403889613	0.0690588019217037	0.0370225531183938	0.0819006849144626	0.0565065735685248
GATA1	0.0589714818809716	0.0611405420483341	0.00850428157589422	0.00106707778599091	0.0337455549628235	0.0291091186333744	0.0169728567865465	0.108535619077785	0.058528783377146	0.0284201106071684	0.111390914562276	0.00906706551261971	0.0540398803843384	0.0110260763750198	0.0236703792291053	0.165074745780356
GATA2	0.0733778105661369	0.0790418899847162	0.00892372812679554	0.00369550645285655	0.0295933031123776	0.0327049722436444	0.0184327360784725	0.0685988658609326	0.29158516443364	0.0291336606986764	0.148534610710627	0.0198218190790481	0.0245222490341696	0.00622801716546773	0.0101240494392272	0.041041496877648
GATA3	0.0106139105337048	0.0072528646260307	0.00442256825018972	0	0.00634507517568073	0.00631249622757879	0.00128788374267019	0.0345270877633074	0.0016509956022005	0.00395729927196864	0.0136560148821673	0.00223899878619849	0.0127178061234923	0.0034127626990561	0.00547096812009018	0.00789752986709302
GATA4	0.0308010889841478	0.0318135619947565	0.00755042096537872	0.00298950096648287	0.0351202584070359	0.0225967971455675	0.00790890121862742	0.0454122173264018	0.0327740788147836	0.0703808229338049	0.101809658436651	0.0125599236496532	0.265779100312236	0.0878357196362201	0.0826291279541852	0.195190323034483
GATA5	0.0769746936264968	0.0355856773401452	0.0081789595199514	0.00178909152563267	0.03306222108723	0.0285301084361838	0.015433881438765	0.0608143985768227	0.054647336576167	0.0808195982831544	0.184361256488432	0.0465581543551088	0.247918058398564	0.0862130620374636	0.0482433728094115	0.215466376272375
GATA6	0.0805752099438285	0.0246570718022233	0.00646966016415573	0.00188293938094641	0.0253540608705797	0.0320924224891458	0.0170898871243961	0.0634177047903477	0.0464798028347447	0.070023907905886	0.196892022395574	0.0545885750638597	0.207780419886014	0.0800540256470383	0.08203916147917	0.202372464115152
GLI2	0.0567057920609112	0.0533004477189353	0.013295170799234	0.00125974926496242	0.0287212650329336	0.0183770250072046	0.0126898807150575	0.0710047407783273	0.0366448247454236	0.0160226507348898	0.172397645141344	0.0120463482882806	0.0615486126295657	0.0181618814062964	0.00746205622155971	0.0323113052184363
GLIS3	0.0811747395015727	0.098480180244653	0.00860042526966975	0.00285967096202666	0.118337920200713	0.0252144097471446	0.0160063082668809	0.079824018590517	0.0291670699241995	0.0150495858992797	0.145289097794004	0.0185991950107799	0.168812413087924	0.0560288579806035	0.0881609561736293	0.0821519251815704
GRHL1	0.112253468830119	0.017520927368751	0.00945364610382038	0.00102504830512418	0.016134831384182	0.0651238653207937	0.0139888653365665	0.0503798535163901	0.100836047205057	0.0773382439142579	0.225747153400866	0.0954044045089728	0.112574447286821	0.0601404758148524	0.0957554766383029	0.0600128590472038
GRHL2	0.0967677277991038	0.0649731845711088	0.0109246285989513	0.00211917756429547	0.0201628160153088	0.0341495730348157	0.0267695998528854	0.0894363694049625	0.0476887302670537	0.0368278115809531	0.323878164289681	0.0483546303716745	0.078996984001988	0.030651988629473	0.0486144930938611	0.0532283273466068
GRHL3	0.0625518325164183	0.0516544296060638	0.00783811592412542	0.00703893484005591	0.013515150373218	0.0352593032380563	0.0927187128967342	0.0925316503590248	0.132954847958477	0.0232446774500876	0.0756705773527518	0.0158863642773844	0.0174277559755757	0.0060617317945979	0.0188010983955278	0.0250666552916755
GTF2B	0.122826341027124	0.0280490143366806	0.00826329754028332	0.00317218757447069	0.0285756102982098	0.0504256797303229	0.0423360874765656	0.0755096267840294	0.109451335516021	0.0598688313769202	0.280362794467733	0.0959203387569709	0.133770552181218	0.0585254546037096	0.0889974488411828	0.12316386463378
HDAC1	0.0464373312105735	0.0474165395267163	0.00658165910503972	0.0019739216542517	0.00991752365587895	0.0295221822547173	0.0242105160408278	0.0738191953459337	0.0628626511705891	0.0202627870050686	0.100932933717426	0.0162482344134126	0.0127300153446713	0.00332959442353953	0.00554175452347849	0.017438369772501
HDAC2	0.127701544998083	0.0299325282038426	0.00896604310079452	0.0029382020754749	0.0310324384828876	0.0404451095060464	0.0368197751103312	0.0656955444688995	0.0834190169374298	0.0523208988846268	0.317112142869408	0.115435501871704	0.148477702280904	0.0674319233046461	0.063635619005491	0.099559476192855
HES2	0.239646714988881	0.0191921307430335	0.0109698924375151	0.00240887364602538	0.0106145285858082	0.0365471923866574	0.0385151971749865	0.118911843758673	0.163846196714559	0.0267013833850314	0.24958856688589	0.0884693108458872	0.0116353314421134	0.00284805046517467	0.010306031642641	0.0185833764674564
HES4	0.0640904044500645	0.00741654648515622	0.0123610788187533	0.00224920199338519	0.00699094972772629	0.117028405723837	0.039659964175031	0.0595410327872267	0.267750830741038	0.0775890545799265	0.159660716522784	0.0537646679010543	0.0529588589586055	0.027602864724396	0.0720909696018636	0.0474250264488919
HEY1	0.00735925323904674	0.0267372164597042	0.000501370304241466	0.000692542849580202	0.0224538088793487	0.42970371820357	0.0104764969923887	0.0124363849153458	0.0106023378545048	0.00414201617419419	0.0517608868928799	0.0129649318602443	0.0191233389720944	0.00836858302689436	0.0103152669451996	0.0152702308761155
HEYL	0.0752749949426298	0.069678447484728	0.00881005294794279	0.00138218341789809	0.0125523454464835	0.0297838320497256	0.0173024321853263	0.0892435213681411	0.0660579132949181	0.0255064341172857	0.2475503892291	0.017374945549364	0.0256150919816819	0.00593849214929243	0.00339061340076885	0.034339673954414
HIC1	0.0674019302911659	0.0271609649263301	0.00959210502173724	0.00139877282492373	0.0568122467129899	0.0351914057767276	0.0120211378132813	0.109985301598327	0.0149344217259549	0.00891828921177662	0.110578284231076	0.0102454545336682	0.0660658274247407	0.0227032019584892	0.0480055848602209	0.0769789464146666
HIST1H2BN	0.118893474845041	0.0684944836432917	0.0126247163829565	0.00168822951121428	0.0311260342895165	0.0347362984041961	0.021560491512093	0.225660686179305	0.0807961057247659	0.0348041083857539	0.207768809678346	0.0484420955540054	0.0901111984671321	0.0413642602664224	0.0569105184252663	0.0819507648906543
HIVEP1	0.119091096738977	0.0274749517988517	0.0118047582884605	0.00349673607869883	0.0123962199202393	0.0396052404834938	0.0506495344123893	0.0985562697353786	0.0956319322054116	0.0352153370968464	0.196379251347857	0.0376309023950364	0.0943720912381319	0.0370162771025364	0.0702182865626876	0.0751637918782219
HIVEP3	0.122813087534176	0.0297027427923764	0.00901977365539697	0.00454877402016574	0.032155654572611	0.0463955064546956	0.0642288391378238	0.0707595144674977	0.122451230302012	0.059865660816978	0.301495690518529	0.106782864671837	0.106062232975149	0.0458342147233654	0.0616314733193093	0.0991952370268034
HLF	0.0842968736992693	0.0386076553106256	0.00793144867476969	0.00206846298047481	0.0194287411219076	0.0417356680381644	0.034962787794077	0.0962451051450848	0.139152206966961	0.176732275312159	0.244268438509153	0.0331190286658093	0.0581173708811865	0.0177102325438609	0.0306443332990119	0.110330960851855
HMG20B	0.147551851594345	0.0182870319642653	0.0103919538084291	0.000976357341856082	0.0349732758049909	0.0192323604988937	0.0118716189951928	0.0688197432360498	0.0116419825711186	0.0228746387742841	0.177343726977773	0.183370724898452	0.0956116157412845	0.13408618968521	0.0496191550939982	0.0208879934915085
HMGA2	0.0200841901576359	0.0340018879730761	0.00340133149124577	0.000913596095560298	0.0464830127975555	0.0246415708986337	0.00504512030908877	0.022177719263079	0.0115646193471408	0.0100696098941657	0.0600407377925747	0.00448125915780151	0.164682631166007	0.0612608814714477	0.096960578709415	0.0657257563584603
HNF1B	0.125695934615633	0.0544096114122471	0.0113545497729123	0.00246461914249896	0.0378631488851943	0.039651950961777	0.024022351843704	0.127637844059976	0.0760616831066083	0.0390672751049763	0.255875130757326	0.0598649926000312	0.13519658510669	0.0480850613306334	0.0787998882406046	0.104832164644156
HNF4A	0.121300004195535	0.0353126440525222	0.00826210756073087	0.00301454027305648	0.0244645202008895	0.0485649609639034	0.0491359652378172	0.0834458065938677	0.14074583163996	0.0696396255779694	0.286348915071497	0.0774544229892061	0.118667396231219	0.0432736310798295	0.061836423706673	0.128974608899388
HNF4G	0.118743131947661	0.0344987230930254	0.00828388042692574	0.00305215582964513	0.0248362813598052	0.0477912299388658	0.0476515949222587	0.0775689100229358	0.142286533888708	0.0826920566095886	0.27507660313699	0.0768403518383517	0.120596209353828	0.0431276322637221	0.0609327510531503	0.14211055777517
HOXA10	0.12880572327392	0.0360970189911829	0.00870005765400017	0.0030567363831302	0.034111948742541	0.0487790393280472	0.0402536879007128	0.0808313562837364	0.104891334024064	0.054236918303334	0.298468257418911	0.100799424372804	0.135381057939927	0.0581692207582367	0.0744118365101086	0.0982780397662064
HOXA11	0.147032313909909	0.0546914092685911	0.0101610101425916	0.00233391999492283	0.0808404575036874	0.0411281279746659	0.0350301552000301	0.111616391283648	0.0819410788533289	0.0466113039161792	0.265995007755507	0.0752142436795182	0.0919652472985409	0.0360907246867056	0.0602012052989973	0.0683212845377147
HOXA13	0.129493143666697	0.0307169725170662	0.00731558442781255	0.0033341033177634	0.0277291124510332	0.048456759677001	0.0491079675590825	0.077435689802821	0.135735067993434	0.0499378451588375	0.310289190263256	0.089877803637575	0.106829820722391	0.0440025653247716	0.0770143497874226	0.100537228135599
HOXA2	0.0691981606179126	0.132846272917637	0.0086281828116429	0.00137608019273761	0.0451496208126589	0.0255314791988619	0.0140988668633437	0.0965278998099786	0.0621406361553859	0.027430707659157	0.151179018570246	0.016236865361113	0.0689392309566645	0.0167708444231266	0.0298977043504333	0.0792026409838726
HOXA3	0.0789940442865418	0.110983422423542	0.0134582870623781	0.00131240295165413	0.0199010654604437	0.0321938081760859	0.0119905035258151	0.103350948741906	0.0398335156754617	0.0179035692631401	0.174739668176903	0.0220022295775684	0.0580833737132349	0.0198201528511527	0.0517634033272356	0.0602264399106139
HOXA4	0.052489566319792	0.303281141073465	0.00790677717045296	0.000653796723684485	0.0294216494417638	0.0159593565355288	0.010147046047804	0.0746072648682372	0.0352057522590744	0.0128405437275717	0.143838097347427	0.0139720211669948	0.0305424699969169	0.0103884677331118	0.0141302362646799	0.025822631063144
HOXA5	0.122147693793761	0.0565974476253515	0.0106708031921119	0.00249768501365155	0.0363926862490616	0.0464997165128602	0.0326731578085697	0.136333268255031	0.097474335722523	0.0406385955258465	0.30748515684448	0.0558066107039427	0.098150168390932	0.0377645008953222	0.0655981818877571	0.0833127514438579
HOXA6	0.122755410651882	0.0585544655761063	0.0115384507210758	0.00249092141085061	0.0361217338708169	0.0487365970240049	0.0378253842215046	0.1169185152726	0.0914353295412692	0.0466402061182258	0.276411757054175	0.0594830690922435	0.099042728743847	0.0386920368334515	0.0857520679665115	0.0953671098738106
HOXA7	0.143717509591838	0.0485058539735094	0.0109468174608077	0.00280153699161823	0.0305278920259968	0.0394625715221916	0.0361281044393644	0.120464727040933	0.099595256407393	0.0430777831449685	0.33855481361768	0.102263934702496	0.0870529805466466	0.036209756533729	0.0522410583223069	0.0593835072124254
HOXA9	0.134263371244895	0.0435963967029152	0.0101304342437023	0.00334377354473858	0.0388091952414514	0.0457888059143577	0.04225110315925	0.0936815431929591	0.10640240815752	0.0559156903505775	0.303436238189361	0.095231749702949	0.122027246977867	0.0481659897283778	0.0637999119302688	0.0877804312618492
HOXB13	0.160453119876864	0.0246441825248731	0.00542710924910472	0.00474566027178647	0.0170718419060621	0.0493639575544421	0.0598904110476135	0.0752139948215588	0.129040237782375	0.0177959281727343	0.332105842457315	0.104252760776333	0.0675803856848592	0.0298438120490115	0.0551424454756481	0.0498120472529138
HOXB4	0.0818681164517768	0.0800101086649819	0.0104810686589373	0.00122546508356225	0.0618584300593907	0.0275538669213495	0.0150926314737656	0.0900365199421231	0.0633146905750472	0.0233557671560027	0.22090979656055	0.0167970858670123	0.0403784347226859	0.013051839397456	0.0127303709828828	0.034485997950459
HOXB5	0.144042686694495	0.0634397637865729	0.0122177960791514	0.00242951627668586	0.0317710542752495	0.0390141585178013	0.0347674546127316	0.156239320666635	0.11349599162962	0.0346319730153068	0.297169190239159	0.0617315716720498	0.0576081502560961	0.0185218562045899	0.0396430303650681	0.0544252005125851
HOXB6	0.136231117634905	0.082367425629768	0.0117792755730262	0.00251803366789283	0.0270541514881323	0.0404494259851631	0.033019108717993	0.15853619313498	0.102634642757513	0.0254920948312171	0.280392367312929	0.0449306046058995	0.0781085836874196	0.023086929147297	0.0459275516463573	0.0499915671095696
HOXB7	0.125252835481103	0.0390965499582178	0.0062180192204806	0.00321756003586071	0.0174133175968099	0.0525646497158122	0.0499078460477681	0.0693425560938767	0.147077487055885	0.0318855168920043	0.330803116270613	0.102840229669973	0.050423114010272	0.0206861977022699	0.0569963444165559	0.0424383662810365
HOXB8	0.141944859622821	0.0425921178970227	0.0151393669772573	0.002660982690467	0.0402049774266849	0.0417950471080154	0.0397364379650814	0.113037262337041	0.0923770621642027	0.0594691821171544	0.306261699775126	0.0887865446577742	0.111138306155874	0.0435899332018024	0.0681617767102723	0.0680762292281514
HOXB9	0.14391241692549	0.037552095885146	0.00999984165969259	0.00320179301490142	0.0304325203701385	0.0445564595520962	0.0478778137615238	0.0971969059119829	0.112112187184345	0.0547788688542863	0.323156417088201	0.105309180958982	0.104453601902161	0.0423717127783496	0.0561144481526785	0.0760151357292072
HOXC10	0.116764611309939	0.0308483670519868	0.00695578317080048	0.00254988316254345	0.0262820704053424	0.0503642062538775	0.043919179539351	0.0778985622100007	0.132519504242282	0.0474660784787194	0.270892724840318	0.0786009315876329	0.134191233413384	0.0550942920470401	0.0907688625047847	0.12728111779739
HOXC6	0.0613171083224708	0.0157842028587721	0.0047364937501494	4.44165649169381e-05	0.0267047549548718	0.0175926932825281	0.00248235199049174	0.0425893992193159	0.0319276578843554	0.00651840497142764	0.0548799206079177	0.00875951746976922	0.10590759490382	0.0441133167918922	0.0359587441697661	0.0302465395443252
HOXC8	0.131879054899419	0.0598298998318402	0.0115147460123692	0.00246610547774295	0.0464547658120482	0.0455211453167007	0.0319943348453523	0.107067930908819	0.0729951943170418	0.0365078832067708	0.235321393909745	0.0757386262466422	0.155575875970835	0.0661895455987253	0.0949683165128434	0.0905654980719955
HOXC9	0.122104144468747	0.0301173092874082	0.00830129037031069	0.00317981448406912	0.031509302705624	0.0446853330123639	0.0443688733833931	0.0702088933892007	0.10013902375411	0.0546144861452175	0.303594705941309	0.106079135764438	0.141960344418551	0.0641872421288989	0.0737081350859772	0.0971996201341101
HOXD1	0.127302411878607	0.0425287427783425	0.010017878545157	0.00294773498977297	0.0221105686207911	0.0391329624658732	0.0269420938880807	0.11936701828663	0.0767384108038386	0.0431954876969064	0.292478513055861	0.0898113905124178	0.109170318451054	0.0474324603473877	0.0728381130344257	0.0720349046377186
HOXD10	0.154615121209453	0.0280479401074483	0.00589700934777038	0.00299137318714071	0.0246261583659525	0.0541911996024756	0.0642671337113154	0.0716386781830929	0.140562772269497	0.0246083905804306	0.287362405635086	0.104715148636377	0.0606082913805912	0.0249107586702622	0.0786785301009458	0.0712632469314601
HOXD11	0.13756500456605	0.0303735553569147	0.00834458917293013	0.0034345619242061	0.028504559210111	0.0494963123486043	0.0516343247485284	0.0798742613674718	0.12057278279575	0.0516616611550657	0.313408178650374	0.104970100468661	0.111335102327793	0.0484660881553889	0.0668226376001025	0.0871519897670738
HOXD13	0.17986627193055	0.0123616446429097	0.0100308086861872	0.00265707777739044	0.0153010905890517	0.0338611574911059	0.0633463913007513	0.0575816804125157	0.0824861349520013	0.0373618108004882	0.357948661610097	0.150790089960717	0.0490125995409675	0.0193922567445214	0.0327399160328333	0.034387769428092
HOXD3	0.0291192203525276	0.0394861772629607	0.0182549200972233	0.00170252548700345	0.0104379124798522	0.0111262859956394	0.0027255899390819	0.125293791603802	0.0217893221324796	0.0102321895187242	0.0386669064904893	0.00461789503974841	0.0329911187411627	0.0155185375222475	0.0162699365996758	0.0280863218870179
HOXD8	0.116329179047823	0.0297867213059478	0.00609503255228416	0.00324432591207235	0.0247494887098738	0.0520354846048309	0.0399395636722242	0.0714084105077765	0.107027826317282	0.0373616767763796	0.24415722315808	0.0905150866934681	0.117964142488967	0.0484943512699807	0.110692857731112	0.12606234871137
HOXD9	0.134223140410788	0.0455742849467522	0.00719607112930465	0.00342079383156701	0.029164374963964	0.0567651378590847	0.0520283350866356	0.107621441202212	0.119463822660099	0.0318448670378844	0.282414935673879	0.0883899883062031	0.0933930458092886	0.0388093709040829	0.0734954453623833	0.0645401781592403
IKZF1	0.112262082511352	0.0823931711884283	0.0143657398852425	0.00271616226872606	0.0224159253993657	0.0848224835928908	0.0404418688516212	0.0997490351246872	0.219595355920738	0.0792535060980643	0.216347130444812	0.0292334289442786	0.0394077574687683	0.00955495087202174	0.0226416849546609	0.0678551854548046
IRF1	0.136217818166912	0.0328026803617676	0.00856078976762842	0.00352748232245237	0.02516678752285	0.0538805842899525	0.0598445622311602	0.0906483899981139	0.154631563527974	0.063976808224967	0.282904508119261	0.0882450218206575	0.0939048714779254	0.0384236124200225	0.0708238791210721	0.100606454212837
IRF2	0.120113269925272	0.0379550936809393	0.00799170614895417	0.00436866501889543	0.026827490540755	0.0565462973219806	0.0492261937881732	0.051954459968358	0.14609996340769	0.0723058865403429	0.276878664204058	0.0813625269030808	0.112592901192033	0.0428110660822604	0.0714776348245615	0.129203604883306
IRF3	0.124328919698233	0.0571257267013729	0.0115354872089902	0.00264866679248965	0.0191986482950054	0.0395366768331522	0.0368139185818641	0.170792935872204	0.100281548422945	0.0428827859783723	0.227336402458781	0.0477145315596142	0.0915477159348612	0.0353485387252782	0.0532781133319377	0.0888258103248085
IRF5	0.0918895935398708	0.041452327431193	0.00825051652688902	0.0051464515443973	0.0336954346052116	0.0379588355318692	0.0490338876624818	0.0888722102674916	0.190626362903839	0.0912774515957776	0.195602261724717	0.0372109061331155	0.0609002070809226	0.0218612287741653	0.0327383364245417	0.0909040476902577
IRF6	0.102894376238664	0.0327334236608879	0.00704061115743171	0.00344301973311678	0.0167598543406747	0.0497617469950442	0.0474156739957694	0.0964489480634749	0.133515352108161	0.0594838591874962	0.228636738950007	0.0659882526653253	0.1070370072944	0.0391299189295725	0.0657215767977225	0.164219196027392
IRF7	0.137140526363283	0.0416873135215544	0.00956017802628584	0.00363811353326637	0.0227852056080792	0.058788085705432	0.0642195227747548	0.108455404313266	0.185781951120448	0.0695738020662456	0.266185103923573	0.0789626387408534	0.0736814799070249	0.0285617186767848	0.0501849811006592	0.0925135542006871
IRF8	0.122557999169096	0.032024996153729	0.00921909928768128	0.00350421934337108	0.0365150808741479	0.0455581741920894	0.0426327674429126	0.0931509822113915	0.112363033401462	0.0717498380601951	0.290656230578689	0.0949927789191642	0.119264109162261	0.0497279719598493	0.0749340217849275	0.10138899113407
IRF9	0.136671757236629	0.0397481676828261	0.00857747640951245	0.00361585497802408	0.0212719376324463	0.0569810429228976	0.0658941873055415	0.0855375677765884	0.180647286597324	0.0682340800540726	0.285086751934144	0.0909105228985362	0.0806855117236992	0.031669094187917	0.0493848724658366	0.0884939779701853
ISX	0.01962041769995	0.0117806326278969	0.00341604724240052	0.000260882228104831	0.0509146081697971	0.013993180082832	0.00436682431646673	0.0423100907258263	0.0104482854995299	0.0242593802778017	0.023902095103712	0.00387296497739753	0.193106758060394	0.0467863483767372	0.00974993537885127	0.0776025523285037
JDP2	0.121652443740771	0.0177661421569394	0.0100243259174372	0.00179105186203465	0.0298575882194428	0.0458025161571911	0.0313187445711515	0.0888871183229593	0.088753328623838	0.0735871627994512	0.139812387121162	0.0369061303261911	0.0334239969618677	0.0168540767842722	0.110903537832792	0.093692483474615
JUN	0.132655280977672	0.0341971211435809	0.00915073762898611	0.00309511243868899	0.0303282881625944	0.0460371532544528	0.0443487400358102	0.0874301246862373	0.110425880533673	0.0563835759854658	0.299589259221392	0.0972472069870426	0.122030971934325	0.0522519502611706	0.0725596577886036	0.10888963332566
JUNB	0.135192818286654	0.0348257615194169	0.00921870713055195	0.0031074116162142	0.0309058207511548	0.0481879722810375	0.0458490774236501	0.0978602450586504	0.118389123453723	0.0558754531746284	0.293740770970889	0.0907069777008482	0.110871251938046	0.0478434963086893	0.0770361998143179	0.105668881127964
JUND	0.128498558821386	0.0327845558941939	0.00870647254697765	0.00309185111979005	0.0305742164893443	0.0463810591429935	0.0438530158770343	0.0814623908900931	0.110989344500738	0.058491594637063	0.298525810596563	0.0955703746131783	0.125331770296127	0.0541915372432462	0.0746870735344841	0.113710606599493
KDM2B	0.0412864795626816	0.0364025843502878	0.0176931417282085	0.000960027686442322	0.0329554969370746	0.0116740302480045	0.00379701560157519	0.0447890473340363	0.00503986203979645	0.0110655844957916	0.0452683057695074	0.0102957463241968	0.0168689837064748	0.00399550420732808	0.012756037682315	0.00858984398679408
KDM4A	0.0202202363825095	0.117872101522051	0.00689830129604063	0.00249675280378892	0.00866544148444726	0.00262354553252886	0.0032927421191109	0.0452187090496535	0.0116983181437937	0.00456882756796706	0.0472562163140802	0.0211155449978316	0.0380665676572634	0.00790270070943788	0.00838172343402843	0.0690397550146514
KDM5A	0.132992046094584	0.0687355107270993	0.0124821896920716	0.00239956842325761	0.0366881289572325	0.0427765957282681	0.031531010797098	0.128506710537445	0.0846948447628192	0.052351059809338	0.285958441277384	0.055275343114475	0.115140360420471	0.0414585590983315	0.0572484429349213	0.0990777946233835
KLF10	0.13609663745719	0.0350575083163469	0.00927307416009759	0.00337432326577181	0.0309197256407174	0.0526759724680289	0.0455512559871976	0.101670012351397	0.121510775115672	0.0501597559638923	0.279106746191154	0.0829666294206584	0.10088482707722	0.0427540682908992	0.0945988959470587	0.111436443187967
KLF13	0.135075373685596	0.0361595324962889	0.00844895355148623	0.00306202057183025	0.0227362984900263	0.0512714807289865	0.0549826369552975	0.102893387710616	0.149776026653729	0.0674163253486647	0.305324720095103	0.0838163766948971	0.080154204984068	0.0315528628047574	0.0601013519922103	0.0913489137616934
KLF15	0.110048809307589	0.0124700673409038	0.00673957533176484	0.00268800013087345	0.0213806411886155	0.0382086705739016	0.0503041739132709	0.0516327297489102	0.103782093606449	0.0543240102128274	0.318072161226197	0.119241013543753	0.121943418971777	0.0572728496290971	0.0663567974696436	0.0787788880674014
KLF16	0.133369337903492	0.0398744453326269	0.0100182428105392	0.00281647380042538	0.030514453520189	0.0498786497043088	0.0440327210050933	0.124280087962735	0.118924912350583	0.0594991623203245	0.271332954873676	0.0727476980898932	0.0731872081252261	0.0330023504305524	0.100265547521284	0.101593655976398
KLF2	0.14024105050921	0.0307604122894231	0.00791874461048392	0.00361945886392334	0.0230852482069909	0.0535162486759064	0.0642511699300078	0.0869036302962447	0.16238288175454	0.0618919648336764	0.28617565532366	0.0922686866506653	0.089774471722234	0.037998587165506	0.0638583108144539	0.093904971538603
KLF3	0.129205514872157	0.0396413270762688	0.0091425148785379	0.00313718181536005	0.0278787373284121	0.0503758060549289	0.047926291158222	0.104026257627166	0.129287857947515	0.0581228948370506	0.2887503946563	0.0757087414369195	0.101108821004192	0.0418463604931674	0.0793968688157164	0.110208910364172
KLF4	0.139606346795433	0.031261581545945	0.00837894362298963	0.00327565070701308	0.0247328090302207	0.0520146699175557	0.0537290554108583	0.0869577319965015	0.141758753948233	0.0588040276819014	0.294771597439056	0.097434390722089	0.102319682322319	0.0441528745506812	0.0678855684203951	0.0968696422826528
KLF5	0.126728109271918	0.0556982471951264	0.0101835332068677	0.00276346572648623	0.0285301240124674	0.047106366709836	0.038394428256565	0.120681656009343	0.107579720618568	0.0516611352303199	0.307842425493131	0.0594391462795912	0.102933880227629	0.03565043741255	0.0688653336799639	0.0979793992789274
KLF6	0.132800148371632	0.0364325662415247	0.00855576675079905	0.00329737239498917	0.0264864760874348	0.0504176176832342	0.050600537773912	0.0936593909032929	0.140804391206052	0.0613002915816147	0.285898728521686	0.0856832801981177	0.107541889905208	0.0437621761373032	0.0697830719453268	0.110675871296223
